feature,reduction,n_components,linear_accuracy,trustworthiness,silhouette,pearson_dist_corr
MBTR,UMAP,2.0,0.5248508946322068,0.898711782117855,-0.30296003818511963,0.35927404541984603
MBTR,UMAP,3.0,0.5546719681908548,0.9333304275169149,-0.2537774443626404,0.32659371100394363
MBTR,UMAP,4.0,0.5407554671968191,0.956223276464438,-0.2481049746274948,0.32289333046774377
MBTR,UMAP,5.0,0.562624254473161,0.9643867063671183,-0.24393735826015472,0.3293072219081914
MBTR,TSNE,1.0,0.5009940357852882,0.9248692999037184,-0.4045807421207428,0.26900921340218853
MBTR,TSNE,2.0,0.5049701789264414,0.9514422964115686,-0.256499707698822,0.47596375806967584
MBTR,TSNE,3.0,0.5188866799204771,0.9622281513956867,-0.24061919748783112,0.4642657109248593
flatten_cartesian,NONE,,0.7017892644135189,,,
flatten_cartesian,PCA,1.0,0.3817097415506958,0.6639982151499882,-0.44574145860722125,0.9966471546635768
flatten_cartesian,PCA,2.0,0.49105367793240556,0.7592352665364086,-0.364064191586857,0.9979948677173127
flatten_cartesian,PCA,3.0,0.5049701789264414,0.794671713666789,-0.28788633175442013,0.9995284660224802
flatten_cartesian,PCA,4.0,0.584493041749503,0.8869168028436701,-0.3037650478531818,0.9991548691040442
flatten_cartesian,PCA,5.0,0.6978131212723658,0.9570536453215096,-0.17821145899858643,0.9998304081966476
flatten_cartesian,UMAP,1.0,0.6779324055666004,0.9335792088835262,-0.4335428476333618,0.060730708338064016
flatten_cartesian,UMAP,2.0,0.705765407554672,0.962812761359429,-0.2850429117679596,0.2134702435233925
flatten_cartesian,UMAP,3.0,0.7037773359840954,0.9764521333690197,-0.2898712158203125,0.2120188664894059
flatten_cartesian,UMAP,4.0,0.7176938369781312,0.9814431594072294,-0.29451897740364075,0.1808746792550292
flatten_cartesian,UMAP,5.0,0.7117296222664016,0.9831043266307337,-0.29439452290534973,0.1170210491045714
flatten_cartesian,TSNE,1.0,0.6560636182902585,0.9721441385692645,-0.20766162872314453,0.1796534206261961
flatten_cartesian,TSNE,2.0,0.7137176938369781,0.983514205823272,-0.13163404166698456,0.20312720364570072
flatten_cartesian,TSNE,3.0,0.7176938369781312,0.9884124737472345,-0.09762740135192871,0.14463973605696048
