IC_Spawn,from_state,to_state,singlet_1,singlet_2,singlet_3
0199_7,3,2,-154.7800005,-154.66349002,-154.66005037
0199_8,2,1,-154.68154462,-154.67475557,-154.48038835
0199_9,2,1,-154.68455603,-154.67470898,-154.49605913
0200_2,2,1,-154.67920428,-154.6778664,-154.50415876
0201_2,2,3,-154.88840428,-154.6209661,-154.61558283
0201_3,2,1,-154.66611175,-154.66324547,-154.49396602
0201_4,3,2,-154.74276143,-154.63651275,-154.63427513
0201_5,3,2,-154.75964446,-154.62927209,-154.62056152
0201_6,2,1,-154.64945774,-154.64448686,-154.48118531
0201_7,2,1,-154.68011721,-154.67606971,-154.4975664
0202_2,2,1,-154.67384949,-154.6688087,-154.49966025
0202_3,2,1,-154.66220959,-154.65994227,-154.49983282
0203_10,2,1,-154.6575456,-154.65329441,-154.46288357
0203_11,3,2,-154.7361221,-154.63268295,-154.63011397
0203_12,2,3,-154.75950871,-154.6310732,-154.61804178
0203_13,3,2,-154.74976207,-154.62638335,-154.62280837
0203_14,3,2,-154.77206892,-154.6567877,-154.65499537
0203_15,2,1,-154.64706829,-154.64180557,-154.51175858
0203_16,2,1,-154.66608922,-154.65231631,-154.48108794
0203_17,2,1,-154.6482129,-154.6469449,-154.59555163
0203_18,1,2,-154.66461538,-154.65759375,-154.59591749
0203_19,2,1,-154.6653002,-154.66461404,-154.60116695
0203_2,2,3,-154.85571406,-154.59141268,-154.59034261
0203_20,2,1,-154.64455534,-154.64186214,-154.5845477
0203_21,2,1,-154.67871899,-154.67805061,-154.62582788
0203_22,1,2,-154.69551678,-154.69303197,-154.6171742
0203_23,2,1,-154.69769209,-154.69242881,-154.64115116
0203_3,3,2,-154.75194741,-154.6201113,-154.61361904
0203_4,2,1,-154.66415617,-154.65667832,-154.46342649
0203_5,2,1,-154.63086006,-154.62489787,-154.49981764
0203_6,2,1,-154.64971178,-154.64919096,-154.44298631
0203_7,3,2,-154.86456419,-154.62163393,-154.619898
0203_8,2,1,-154.66638477,-154.66580609,-154.52515743
0203_9,3,2,-154.77229949,-154.6320013,-154.62838302
0204_10,2,1,-154.72714858,-154.72521709,-154.6656818
0204_2,2,3,-154.86893617,-154.6061585,-154.60121531
0204_3,2,1,-154.63961645,-154.63664861,-154.4056617
0204_4,3,2,-154.69618202,-154.57918752,-154.57583212
0204_5,3,2,-154.74259217,-154.59875299,-154.59451508
0204_6,3,2,-154.73189189,-154.59471614,-154.59009019
0204_7,2,1,-154.65088917,-154.64030432,-154.50326318
0204_8,2,1,-154.66865866,-154.66414007,-154.49693661
0204_9,2,1,-154.58866829,-154.58560323,-154.42338686
0205_2,2,1,-154.60562226,-154.60493474,-154.4206313
0205_3,2,1,-154.69378487,-154.68760046,-154.50177495
0206_10,2,1,-154.61960389,-154.61908175,-154.45557175
0206_11,2,1,-154.65392908,-154.64992261,-154.48649494
0206_12,2,1,-154.63856615,-154.6371903,-154.46350393
0206_2,2,3,-154.87973429,-154.61549498,-154.61265174
0206_3,3,2,-154.75393687,-154.60448148,-154.60403542
0206_4,2,1,-154.61771186,-154.61137203,-154.43126217
0206_5,2,3,-154.73377354,-154.60276112,-154.59394297
0206_6,2,1,-154.63195092,-154.62256397,-154.45282047
0206_7,2,1,-154.62189173,-154.61415901,-154.46890073
0206_8,2,1,-154.60664529,-154.59921209,-154.44889437
0206_9,2,1,-154.64161279,-154.63283055,-154.45739268
0207_2,2,1,-154.68909052,-154.68320599,-154.51315479
0207_3,2,1,-154.67607691,-154.66898578,-154.4935116
0207_4,2,1,-154.69669226,-154.68581296,-154.52169801
0207_5,2,1,-154.63921755,-154.63870573,-154.47860594
0208_10,2,1,-154.64999224,-154.64390899,-154.44893857
0208_2,2,3,-154.88650148,-154.61229178,-154.612068
0208_3,3,2,-154.75615098,-154.61522863,-154.60830747
0208_4,2,1,-154.67247281,-154.66851452,-154.4647765
0208_5,3,2,-154.75066168,-154.63933703,-154.63669272
0208_6,3,2,-154.76902809,-154.62991777,-154.62384981
0208_7,2,1,-154.63087839,-154.62327019,-154.47256387
0208_8,2,1,-154.6302731,-154.62713749,-154.47347606
0208_9,2,1,-154.66495169,-154.66010426,-154.4812117
0212_10,3,2,-154.74150575,-154.64105615,-154.63559085
0212_11,2,1,-154.64421809,-154.64046782,-154.47445196
0212_12,2,1,-154.69588908,-154.69007625,-154.50810553
0212_13,2,1,-154.65578808,-154.64617184,-154.48156416
0212_14,2,1,-154.65852221,-154.64846282,-154.49066541
0212_15,2,1,-154.65492491,-154.64589506,-154.47987337
0212_16,2,1,-154.66766005,-154.66026292,-154.50829586
0212_2,2,3,-154.8805481,-154.61632597,-154.61293528
0212_3,3,2,-154.85389129,-154.60555282,-154.60092699
0212_4,3,2,-154.84926372,-154.60435763,-154.60189174
0212_5,3,2,-154.76371302,-154.61954661,-154.61454278
0212_6,3,2,-154.77337646,-154.61026914,-154.60159868
0212_7,3,2,-154.77532685,-154.66961075,-154.6681437
0212_8,3,2,-154.76842675,-154.63092072,-154.62319213
0212_9,2,1,-154.63116351,-154.62714155,-154.48242534
0213_2,2,1,-154.59759464,-154.59326153,-154.43252102
0213_3,2,3,-154.71449417,-154.59122728,-154.58716058
0213_4,3,2,-154.71515753,-154.59982216,-154.59916176
0213_5,2,1,-154.62301093,-154.61808711,-154.41739838
0213_6,2,1,-154.61012482,-154.60167611,-154.40787576
0213_7,2,1,-154.61268994,-154.60690087,-154.48159085
0214_2,2,3,-154.86973452,-154.60111908,-154.60078814
0214_3,3,2,-154.84374004,-154.61460245,-154.6129995
0214_4,3,2,-154.82626576,-154.62833141,-154.61905475
0214_5,3,2,-154.74911965,-154.62077141,-154.62049603
0214_6,2,1,-154.61259308,-154.60699633,-154.36640647
0214_7,2,1,-154.65896853,-154.65488331,-154.49218604
0214_8,2,1,-154.65305736,-154.65162764,-154.48773223
0215_2,2,1,-154.64363649,-154.63893824,-154.4512275
0215_3,2,1,-154.66874292,-154.66591513,-154.48996925
0216_10,2,1,-154.69523063,-154.69239848,-154.49367138
0216_2,2,3,-154.85904496,-154.5906747,-154.584698
0216_3,3,2,-154.87199567,-154.60420044,-154.59972388
0216_4,3,2,-154.85394181,-154.58614858,-154.58573515
0216_5,2,1,-154.65943478,-154.65249783,-154.47189877
0216_6,3,2,-154.74784717,-154.6253465,-154.61943759
0216_7,2,1,-154.62460623,-154.6187395,-154.45348738
0216_8,2,1,-154.60277068,-154.60226144,-154.42784752
0216_9,2,1,-154.63695244,-154.63286174,-154.46368578
0217_2,2,1,-154.63320873,-154.62658884,-154.44434695
0217_3,2,1,-154.64808931,-154.64117767,-154.47701143
0217_4,2,1,-154.66964854,-154.66797551,-154.49248764
0223_2,2,1,-154.68981515,-154.68747735,-154.4912842
0224_2,2,1,-154.67113674,-154.65132865,-154.51170011
0224_3,2,1,-154.65637607,-154.64727609,-154.48341784
0224_4,2,1,-154.60584751,-154.5979437,-154.42959744
0227_10,1,2,-154.64526563,-154.63113869,-154.48073438
0227_11,2,1,-154.63668811,-154.6319969,-154.42071583
0227_3,3,2,-154.74048019,-154.61938858,-154.61585198
0227_4,3,2,-154.74146699,-154.62178326,-154.61816646
0227_5,2,1,-154.66329223,-154.65395994,-154.45942498
0227_6,2,1,-154.66711938,-154.6579195,-154.46427828
0227_7,2,1,-154.61006785,-154.6082658,-154.43109455
0227_8,2,1,-154.66357915,-154.66067936,-154.49888657
0227_9,2,1,-154.61794998,-154.61720785,-154.47234362
0228_2,2,1,-154.62807483,-154.6204228,-154.46472056
0228_3,2,1,-154.62006349,-154.6133839,-154.46706302
0228_4,2,1,-154.65253384,-154.64504377,-154.46773682
0228_5,2,1,-154.65359553,-154.6458067,-154.46478369
0231_3,2,1,-154.66259368,-154.65865282,-154.48099615
0231_4,2,1,-154.67944923,-154.67276854,-154.49535176
0231_5,2,1,-154.66415469,-154.66116811,-154.45427494
0232_2,2,3,-154.75001989,-154.61325532,-154.59473561
0232_3,2,1,-154.64028384,-154.63615429,-154.48553754
0232_4,2,1,-154.64990807,-154.64547297,-154.46229567
0236_10,3,2,-154.70465517,-154.55691908,-154.55535912
0236_11,2,1,-154.58286075,-154.57639036,-154.40079335
0236_12,2,1,-154.63537102,-154.63436612,-154.4643864
0236_13,3,2,-154.75171007,-154.61705669,-154.61666158
0236_14,2,3,-154.6841567,-154.58493577,-154.58026597
0236_15,2,1,-154.63879376,-154.63375716,-154.47084722
0236_16,2,1,-154.60606147,-154.60308693,-154.45949331
0236_17,2,1,-154.61866662,-154.61785804,-154.46105286
0236_18,2,1,-154.61176302,-154.60695648,-154.3982785
0236_19,2,1,-154.63133031,-154.62896679,-154.46121124
0236_2,2,3,-154.87563112,-154.59992674,-154.59952702
0236_20,2,1,-154.61262089,-154.60759474,-154.43576465
0236_21,2,1,-154.62807461,-154.62293553,-154.43353476
0236_22,2,1,-154.64184077,-154.63648666,-154.44902381
0236_3,3,2,-154.75389622,-154.63073167,-154.62394835
0236_4,3,2,-154.75612061,-154.62705687,-154.62179552
0236_5,2,3,-154.75844027,-154.63048956,-154.62116814
0236_6,3,2,-154.746247,-154.6426397,-154.64042707
0236_7,3,2,-154.76827672,-154.65039697,-154.59876105
0236_8,3,2,-154.76135642,-154.63580893,-154.59784474
0236_9,2,1,-154.61660059,-154.60566169,-154.4170631
0237_2,2,1,-154.67922964,-154.67324119,-154.48427166
0237_3,2,1,-154.68728858,-154.68109828,-154.48757547
0237_4,2,1,-154.64917742,-154.64230312,-154.50024204
0237_5,2,1,-154.65040492,-154.64136499,-154.48382977
0237_6,2,1,-154.65260254,-154.64369352,-154.48695856
0240_10,2,1,-154.63182795,-154.62513032,-154.48862491
0240_11,2,1,-154.63547605,-154.62687457,-154.45470394
0240_12,2,1,-154.65655875,-154.64967336,-154.44644599
0240_13,2,1,-154.62853772,-154.62800158,-154.46757094
0240_14,2,1,-154.61954097,-154.61614628,-154.48124048
0240_2,2,3,-154.81945013,-154.54618645,-154.54284584
0240_3,3,2,-154.7754602,-154.56407469,-154.56263717
0240_4,2,3,-154.83033846,-154.61061888,-154.60627708
0240_5,3,2,-154.83921541,-154.61602678,-154.61174875
0240_6,3,2,-154.80050693,-154.58070904,-154.57677702
0240_7,2,1,-154.60484319,-154.60002621,-154.47493519
0240_8,2,1,-154.59450944,-154.59427135,-154.47517628
0240_9,2,1,-154.57736955,-154.57448871,-154.40615097
0241_2,2,1,-154.63844984,-154.63686027,-154.49986338
0242_10,3,2,-154.75092948,-154.65161929,-154.64740619
0242_11,2,1,-154.66850408,-154.66744779,-154.47098809
0242_12,2,1,-154.64732482,-154.64529208,-154.46367952
0242_13,2,1,-154.66587942,-154.6576254,-154.48903849
0242_2,2,3,-154.89130127,-154.62482748,-154.62222913
0242_3,3,2,-154.78557955,-154.66334492,-154.65604471
0242_4,2,1,-154.66279307,-154.65659928,-154.43615068
0242_5,3,2,-154.78137524,-154.66710382,-154.66193926
0242_6,2,1,-154.68168566,-154.67552408,-154.4800497
0242_7,3,2,-154.79293333,-154.66717964,-154.66383551
0242_8,2,1,-154.66551737,-154.65960195,-154.47464133
0242_9,2,1,-154.65962317,-154.65375546,-154.46478928
0243_10,2,1,-154.63084097,-154.62995391,-154.46484071
0243_11,2,1,-154.63304396,-154.62757935,-154.46326999
0243_12,2,1,-154.64752901,-154.64480637,-154.46891899
0243_2,2,3,-154.88998835,-154.61928283,-154.61538414
0243_3,3,2,-154.87699585,-154.60463029,-154.60293535
0243_4,3,2,-154.84660572,-154.59837111,-154.59407886
0243_5,2,3,-154.77666294,-154.60850952,-154.58902623
0243_6,3,2,-154.77883557,-154.61683691,-154.6164462
0243_7,2,1,-154.69207183,-154.6838257,-154.50426211
0243_8,2,1,-154.64330702,-154.64268077,-154.48265418
0243_9,2,1,-154.66570418,-154.65811023,-154.49794888
0245_10,2,1,-154.69871268,-154.69081627,-154.51315197
0245_11,2,1,-154.72704087,-154.72388924,-154.66306838
0245_12,2,1,-154.71311286,-154.70788857,-154.57631632
0245_13,2,1,-154.637174,-154.63679286,-154.4837276
0245_2,2,3,-154.90835942,-154.63782702,-154.63445516
0245_3,2,3,-154.77607781,-154.63987376,-154.63197797
0245_4,3,2,-154.76025095,-154.62509045,-154.6206954
0245_5,3,2,-154.74366424,-154.64001472,-154.63615881
0245_6,3,2,-154.74362761,-154.63539367,-154.63302569
0245_7,2,1,-154.69297911,-154.6836755,-154.49517538
0245_8,2,1,-154.66684749,-154.65993382,-154.54180943
0245_9,2,1,-154.66285321,-154.65266277,-154.48251643
0246_2,2,1,-154.62202181,-154.62076133,-154.47087471
0247_10,2,3,-154.76699941,-154.6256581,-154.6060533
0247_11,2,1,-154.6261457,-154.62118825,-154.48234757
0247_12,2,1,-154.64576526,-154.64009321,-154.48381472
0247_13,2,1,-154.66244741,-154.65335441,-154.45597299
0247_14,2,1,-154.64542731,-154.63964033,-154.44413393
0247_15,2,1,-154.72455754,-154.71865001,-154.63260348
0247_16,2,1,-154.64498768,-154.62892104,-154.44434077
0247_17,2,1,-154.60566452,-154.60212087,-154.42113384
0247_18,2,1,-154.60923,-154.60817001,-154.42976554
0247_19,2,1,-154.65179772,-154.65141537,-154.476404
0247_2,2,3,-154.86570456,-154.60123766,-154.59664302
0247_3,3,2,-154.83835515,-154.59885385,-154.595439
0247_4,3,2,-154.83152248,-154.60158888,-154.60066265
0247_5,2,3,-154.83317579,-154.61445539,-154.61249405
0247_6,3,2,-154.71402573,-154.60982385,-154.60848883
0247_7,3,2,-154.7325203,-154.6287635,-154.62260079
0247_8,3,2,-154.72268735,-154.61369393,-154.61285615
0247_9,2,1,-154.66299603,-154.65274519,-154.44478125
0248_10,2,1,-154.64708074,-154.64020955,-154.49088274
0248_11,2,1,-154.63757515,-154.62763332,-154.43641669
0248_12,2,1,-154.66019248,-154.65806948,-154.49726577
0248_2,2,3,-154.90902053,-154.63540198,-154.63409873
0248_3,3,2,-154.88818967,-154.61921375,-154.61785356
0248_4,3,2,-154.74195724,-154.62786685,-154.62694899
0248_5,3,2,-154.74329534,-154.62787246,-154.62494424
0248_6,2,1,-154.6722064,-154.66869906,-154.50971677
0248_7,2,1,-154.66871392,-154.66567774,-154.4985233
0248_8,2,1,-154.62637045,-154.62029075,-154.49710692
0248_9,2,1,-154.65077558,-154.64788598,-154.47973709
0249_2,2,3,-154.89875469,-154.62654561,-154.6250987
0249_3,3,2,-154.86765357,-154.63292045,-154.63068247
0249_4,3,2,-154.85841271,-154.63638959,-154.63609223
0249_5,2,1,-154.65770249,-154.64798867,-154.46890489
0249_6,2,1,-154.69999134,-154.69018102,-154.50837206
0249_7,2,1,-154.66111406,-154.65032708,-154.45453819
0249_8,2,1,-154.67042073,-154.66921999,-154.48985549
0249_9,2,1,-154.64902298,-154.64511185,-154.47984401
0251_2,2,1,-154.64274733,-154.64163538,-154.4216098
0252_10,3,2,-154.78211665,-154.62718298,-154.62528444
0252_11,2,1,-154.63696786,-154.63606155,-154.46241391
0252_12,3,2,-154.78630177,-154.59809462,-154.59798603
0252_13,2,1,-154.63242742,-154.63062192,-154.45932566
0252_14,2,1,-154.63256841,-154.62422382,-154.45815655
0252_15,2,1,-154.65820893,-154.6482243,-154.45962958
0252_16,2,1,-154.64874355,-154.64696052,-154.46139318
0252_17,2,1,-154.6386317,-154.63320896,-154.46036737
0252_18,2,1,-154.63146135,-154.62705298,-154.45510104
0252_2,2,3,-154.86970556,-154.59950282,-154.59722963
0252_3,3,2,-154.76117051,-154.62403047,-154.61614815
0252_4,2,3,-154.72375041,-154.62247423,-154.61931282
0252_5,2,3,-154.76566621,-154.61780878,-154.59552727
0252_6,3,2,-154.78051539,-154.65079454,-154.6172951
0252_7,2,3,-154.7654442,-154.63232928,-154.60438286
0252_8,3,2,-154.77187204,-154.5903879,-154.59015353
0252_9,3,2,-154.74723078,-154.58828943,-154.58763754
0253_2,2,3,-154.89381431,-154.62345091,-154.61864104
0253_3,3,2,-154.75188857,-154.61993829,-154.61782841
0253_4,2,1,-154.67229076,-154.66807038,-154.489061
0253_5,2,1,-154.67363937,-154.66541744,-154.49498883
0253_6,2,1,-154.67562365,-154.66867052,-154.48273235
0253_7,2,1,-154.68121601,-154.67119459,-154.50323311
0253_8,2,1,-154.67215487,-154.66495975,-154.49431776
0254_10,2,1,-154.56538619,-154.56272993,-154.38854467
0254_2,2,3,-154.87350272,-154.60522755,-154.60283065
0254_3,3,2,-154.81569515,-154.58458257,-154.58379753
0254_4,2,3,-154.67127707,-154.56457481,-154.55957413
0254_5,3,2,-154.76680902,-154.63347934,-154.62933208
0254_6,2,1,-154.64114433,-154.63962001,-154.5063537
0254_7,2,1,-154.63227905,-154.62500045,-154.4889012
0254_8,2,3,-154.70598959,-154.59229749,-154.59040477
0254_9,2,1,-154.62993253,-154.61376432,-154.4192394
0255_10,2,1,-154.63136704,-154.6250226,-154.49450688
0255_11,2,1,-154.64466589,-154.64339426,-154.43450266
0255_2,2,3,-154.88829876,-154.61885299,-154.6136364
0255_3,3,2,-154.8585819,-154.62314121,-154.61950961
0255_4,3,2,-154.86868081,-154.62613698,-154.62033702
0255_5,2,1,-154.6179699,-154.61690602,-154.45313223
0255_6,2,1,-154.62188537,-154.61748498,-154.44884051
0255_7,3,2,-154.70420977,-154.60926661,-154.60878428
0255_8,2,1,-154.66482748,-154.65997673,-154.47421386
0255_9,2,1,-154.64068416,-154.63603777,-154.50958314
0256_10,2,1,-154.6647,-154.66116997,-154.46662089
0256_11,2,3,-154.7968565,-154.63489222,-154.62535434
0256_12,2,1,-154.66079943,-154.65029836,-154.49359612
0256_13,2,1,-154.65724393,-154.65290796,-154.50352266
0256_2,2,3,-154.88127915,-154.62008184,-154.61435931
0256_3,3,2,-154.74186184,-154.6269048,-154.6258587
0256_4,2,1,-154.66021474,-154.65301761,-154.46357131
0256_5,2,1,-154.60904983,-154.60350536,-154.40916434
0256_6,2,1,-154.65759297,-154.64752346,-154.48296205
0256_7,2,3,-154.74424492,-154.63189347,-154.62377933
0256_8,3,2,-154.74711094,-154.61862805,-154.61681534
0256_9,2,1,-154.63933741,-154.63435184,-154.4377117
0257_2,2,1,-154.66714441,-154.66288837,-154.50797449
0257_3,2,1,-154.66567647,-154.66307095,-154.49488932
0258_2,2,3,-154.76434405,-154.63634831,-154.61167927
0258_3,3,2,-154.78855942,-154.6492838,-154.64666204
0258_4,2,1,-154.64795193,-154.64663519,-154.46652645
0259_10,2,1,-154.67070776,-154.6675394,-154.50048411
0259_2,2,3,-154.8762279,-154.60718698,-154.60348528
0259_3,2,1,-154.65624162,-154.65131523,-154.49967509
0259_4,3,2,-154.75029033,-154.6445316,-154.64300669
0259_5,3,2,-154.75682783,-154.62940944,-154.62756065
0259_6,3,2,-154.74299506,-154.63554898,-154.632262
0259_7,3,2,-154.77053633,-154.63709941,-154.63305638
0259_8,2,1,-154.64394785,-154.64028094,-154.40130879
0259_9,2,1,-154.67037555,-154.66797112,-154.48586379
0260_10,2,1,-154.64418899,-154.64104475,-154.47911826
0260_11,2,1,-154.68538111,-154.68341771,-154.48643794
0260_2,2,3,-154.89177926,-154.619348,-154.61460579
0260_3,3,2,-154.83410687,-154.62373511,-154.6210499
0260_4,2,1,-154.65767677,-154.65044466,-154.48693513
0260_5,3,2,-154.85860366,-154.62934191,-154.62081826
0260_6,3,2,-154.86902399,-154.62634942,-154.62411424
0260_7,2,1,-154.69195594,-154.68609967,-154.52123828
0260_8,2,1,-154.69644986,-154.68903706,-154.52104438
0260_9,2,1,-154.65082353,-154.64318091,-154.47906673
0261_2,2,3,-154.87977372,-154.61046366,-154.60632784
0261_3,3,2,-154.75238181,-154.62283744,-154.62223933
0261_4,2,1,-154.61803093,-154.60629923,-154.39520156
0261_5,2,1,-154.6623053,-154.66149533,-154.51426278
0261_6,2,1,-154.67836828,-154.67471946,-154.48448339
0262_2,2,1,-154.64391305,-154.64345001,-154.45991026
0262_3,2,1,-154.66105638,-154.66024684,-154.48019664
0263_10,2,1,-154.66683728,-154.6598427,-154.47272188
0263_11,3,2,-154.76759239,-154.62818521,-154.62073133
0263_12,2,1,-154.64173558,-154.63313825,-154.47945653
0263_13,2,1,-154.68354409,-154.66966047,-154.51962047
0263_14,2,1,-154.65584823,-154.65117979,-154.50863334
0263_15,2,1,-154.68347547,-154.67593754,-154.50452826
0263_16,2,1,-154.64196527,-154.6388284,-154.50717365
0263_17,2,1,-154.64415896,-154.64156207,-154.45404444
0263_18,2,1,-154.67709679,-154.67072708,-154.52931246
0263_2,2,3,-154.88823942,-154.61400563,-154.61322683
0263_3,3,2,-154.84144898,-154.60736638,-154.60559249
0263_4,3,2,-154.76029868,-154.62425267,-154.61867406
0263_5,3,2,-154.77019863,-154.62994196,-154.62877665
0263_6,2,3,-154.75217485,-154.60880939,-154.60437376
0263_7,3,2,-154.77638398,-154.64980288,-154.64447541
0263_8,3,2,-154.73968152,-154.63223176,-154.62781462
0263_9,2,1,-154.64440315,-154.63375069,-154.45213709
0266_10,2,1,-154.65798616,-154.65737266,-154.46825182
0266_11,2,1,-154.65611979,-154.6510271,-154.45411047
0266_12,2,1,-154.67170335,-154.66852203,-154.48890549
0266_13,2,1,-154.64482123,-154.64376125,-154.47439746
0266_2,2,3,-154.88062374,-154.61340742,-154.61123479
0266_3,3,2,-154.76067018,-154.64155178,-154.63974055
0266_4,3,2,-154.74982352,-154.62876088,-154.62565795
0266_5,3,2,-154.77478035,-154.65820925,-154.65518149
0266_6,2,3,-154.76251109,-154.62956574,-154.60159307
0266_7,3,2,-154.77995935,-154.6528814,-154.64974068
0266_8,2,1,-154.66446426,-154.6542041,-154.4558002
0266_9,2,1,-154.64136722,-154.64107107,-154.4538325
0267_2,2,1,-154.66732242,-154.657094,-154.48401986
0267_3,2,1,-154.66179182,-154.65110929,-154.48988381
0267_4,2,1,-154.68878953,-154.68380477,-154.50400543
0267_5,2,1,-154.67969769,-154.6745225,-154.49122104
0267_6,2,1,-154.66143662,-154.65594394,-154.50775061
0268_2,2,3,-154.88016884,-154.60713895,-154.60512729
0268_3,3,2,-154.7350627,-154.6263608,-154.62489519
0268_4,2,1,-154.62710782,-154.62015428,-154.44309357
0268_5,2,1,-154.72992001,-154.72236962,-154.63805174
0268_6,2,1,-154.67462826,-154.67231573,-154.50408383
0268_7,2,1,-154.70288118,-154.70031032,-154.62979808
0269_10,1,2,-154.63603037,-154.61181343,-154.43195388
0269_11,2,1,-154.62087997,-154.61534133,-154.39656198
0269_12,2,1,-154.63982865,-154.632625,-154.4870916
0269_13,2,1,-154.64263102,-154.6332018,-154.50085249
0269_14,2,1,-154.7048612,-154.70465292,-154.63284955
0269_2,2,3,-154.88235347,-154.61055836,-154.60802506
0269_3,2,1,-154.65102456,-154.64552361,-154.47180992
0269_4,3,2,-154.74068216,-154.61818727,-154.61064155
0269_5,3,2,-154.71805284,-154.60456081,-154.60059431
0269_6,3,2,-154.73180082,-154.61278531,-154.60696532
0269_7,2,1,-154.6369257,-154.62395438,-154.48643729
0269_8,2,1,-154.63293193,-154.63023008,-154.45224419
0269_9,2,1,-154.62262664,-154.62197231,-154.43698595
0271_2,2,1,-154.64618769,-154.63630095,-154.47819645
0271_3,2,1,-154.63824223,-154.63381806,-154.4718535
0271_4,2,1,-154.67206118,-154.66540358,-154.45358657
0271_5,2,1,-154.622679,-154.62037396,-154.42244003
0272_10,2,1,-154.65936946,-154.6535147,-154.46873236
0272_11,2,1,-154.6304399,-154.62480808,-154.51673625
0272_12,2,3,-154.78229023,-154.61696957,-154.61512079
0272_13,3,2,-154.75570375,-154.59591619,-154.59179947
0272_14,2,1,-154.62940211,-154.62329835,-154.46058033
0272_15,2,1,-154.65520917,-154.64720423,-154.51493579
0272_16,2,1,-154.66848308,-154.6667699,-154.49563056
0272_2,2,3,-154.88620825,-154.6177003,-154.61219017
0272_3,3,2,-154.84447269,-154.5953904,-154.59179237
0272_4,2,1,-154.6513649,-154.64240214,-154.45775412
0272_5,2,1,-154.62895764,-154.62373358,-154.46866434
0272_6,3,2,-154.81839984,-154.63431229,-154.63116323
0272_7,3,2,-154.78505344,-154.61183445,-154.60941766
0272_8,2,1,-154.67092862,-154.67027277,-154.47819079
0272_9,2,1,-154.64795949,-154.63897079,-154.49372313
0273_10,2,1,-154.63049581,-154.625225,-154.57307122
0273_11,2,1,-154.65529302,-154.64928163,-154.47994537
0273_2,2,3,-154.86147033,-154.59329154,-154.58741636
0273_3,3,2,-154.71367247,-154.62071719,-154.61901353
0273_4,3,2,-154.73136675,-154.62657847,-154.62399966
0273_5,2,1,-154.65802378,-154.65307263,-154.43175977
0273_6,2,1,-154.6739721,-154.66947034,-154.61143812
0273_7,2,1,-154.67972299,-154.6719738,-154.46478727
0273_8,2,1,-154.66685664,-154.66398393,-154.50774295
0273_9,2,1,-154.62960469,-154.62350525,-154.57410633
0274_2,2,1,-154.66894079,-154.66722439,-154.49661163
0274_3,2,1,-154.65770389,-154.65457781,-154.47833538
0274_4,2,1,-154.66773639,-154.66600217,-154.49128938
0274_5,2,1,-154.67221624,-154.66786507,-154.4644579
0275_2,2,3,-154.89779863,-154.62979492,-154.62392008
0275_3,3,2,-154.88147028,-154.62638399,-154.62558096
0275_4,2,1,-154.63956992,-154.63526258,-154.48202055
0275_5,2,1,-154.61937113,-154.6185904,-154.56743737
0275_6,2,1,-154.64515954,-154.64171147,-154.45539429
0275_7,2,1,-154.68796693,-154.67892982,-154.51354122
0275_8,2,1,-154.60615153,-154.60207392,-154.44247696
0276_10,2,1,-154.59199598,-154.58342812,-154.4323581
0276_11,2,1,-154.59025704,-154.58455643,-154.41367217
0276_12,2,1,-154.59628956,-154.59572212,-154.44758736
0276_2,2,3,-154.82824339,-154.56897033,-154.56227046
0276_3,2,3,-154.74075133,-154.5654622,-154.56011388
0276_4,3,2,-154.73364678,-154.57739726,-154.56801695
0276_5,3,2,-154.82508547,-154.60088437,-154.59803625
0276_6,3,2,-154.69425605,-154.56088079,-154.56045536
0276_7,2,1,-154.60554852,-154.60421495,-154.44973616
0276_8,2,1,-154.61273114,-154.60888799,-154.46309415
0276_9,2,1,-154.61338961,-154.60871101,-154.45560995
0277_2,2,1,-154.60188978,-154.59696225,-154.44294745
0277_3,2,1,-154.63915168,-154.63345394,-154.46950165
0277_4,2,1,-154.60900255,-154.60526923,-154.41513944
0278_10,2,1,-154.63736999,-154.62877195,-154.44544746
0278_11,2,1,-154.66551829,-154.65437018,-154.48416714
0278_12,2,1,-154.66456329,-154.66433077,-154.49635834
0278_2,2,3,-154.87537884,-154.60004776,-154.59523066
0278_3,3,2,-154.85962868,-154.60200146,-154.60045261
0278_4,2,1,-154.63134012,-154.63007226,-154.47211691
0278_5,2,1,-154.6251477,-154.61616003,-154.46946413
0278_6,3,2,-154.74615044,-154.61816999,-154.61503697
0278_7,3,2,-154.74705878,-154.63648439,-154.63359271
0278_8,2,1,-154.63066502,-154.62525433,-154.45620013
0278_9,2,1,-154.62616995,-154.62444124,-154.43454704
0280_2,2,3,-154.89625066,-154.62777894,-154.62323589
0280_3,3,2,-154.77708276,-154.63838135,-154.62899733
0280_4,3,2,-154.72268678,-154.61663819,-154.61616277
0280_5,2,1,-154.65991987,-154.65755242,-154.47029843
0280_6,3,2,-154.78911278,-154.63230705,-154.63202421
0280_7,2,1,-154.66852218,-154.66397216,-154.4669836
0280_8,2,1,-154.64675715,-154.64552307,-154.48153433
0281_2,2,1,-154.66417502,-154.65825161,-154.51593991
0281_3,2,1,-154.6528319,-154.64492561,-154.46388659
0281_5,2,1,-154.66534441,-154.65791297,-154.51521963
0282_2,2,1,-154.63856029,-154.6283591,-154.44451081
0282_3,2,1,-154.6883544,-154.68025316,-154.45452169
0282_4,2,1,-154.62776228,-154.62413071,-154.48799602
0282_5,2,1,-154.65258869,-154.64438423,-154.43706211
