IC_Spawn,from_state,to_state,singlet_1,singlet_2,singlet_3
0059_2,2,3,-154.84224685,-154.57549161,-154.57251406
0059_3,2,1,-154.65026975,-154.64864162,-154.46503234
0059_4,3,2,-154.78355548,-154.64519127,-154.62821634
0059_5,2,3,-154.7247926,-154.63201499,-154.63082823
0059_6,3,2,-154.74737026,-154.62239119,-154.61779868
0059_7,2,3,-154.75751894,-154.63654813,-154.60728716
0059_8,3,2,-154.77660317,-154.59002046,-154.58255967
0059_9,3,2,-154.80478432,-154.60522831,-154.59841843
0060_10,2,1,-154.65951389,-154.65663095,-154.5634039
0060_11,2,1,-154.65098984,-154.63715747,-154.46729715
0060_12,2,1,-154.61810769,-154.61635523,-154.47684806
0060_2,2,3,-154.85907624,-154.58138153,-154.57774851
0060_3,2,1,-154.67170067,-154.66766322,-154.48881183
0060_4,2,1,-154.68755528,-154.68182128,-154.51689568
0060_5,3,2,-154.84139252,-154.60931053,-154.60491368
0060_6,3,2,-154.7806341,-154.63121784,-154.62698045
0060_7,3,2,-154.72980848,-154.61810759,-154.61137891
0060_8,2,1,-154.65075246,-154.64243423,-154.48393784
0060_9,3,2,-154.73379914,-154.63709605,-154.63061311
0061_10,2,1,-154.64164582,-154.63258531,-154.48236497
0061_2,2,3,-154.8831874,-154.60632147,-154.60383532
0061_3,3,2,-154.88625884,-154.61511617,-154.61455888
0061_4,2,1,-154.63227849,-154.62700249,-154.44294762
0061_5,2,3,-154.74468511,-154.61702292,-154.61471626
0061_6,3,2,-154.7752058,-154.63427015,-154.63348831
0061_7,2,1,-154.63918213,-154.6327695,-154.45899788
0061_8,2,1,-154.654142,-154.6519021,-154.49365716
0061_9,2,1,-154.68476569,-154.67296838,-154.47120812
0062_2,2,1,-154.6731518,-154.66559847,-154.49190176
0062_3,2,1,-154.68304221,-154.67314114,-154.51706017
0062_4,2,1,-154.67966414,-154.67429685,-154.48395926
0062_5,2,1,-154.68309372,-154.68016053,-154.50796713
0063_2,2,3,-154.90415553,-154.6300242,-154.62981134
0063_3,3,2,-154.86439354,-154.61141746,-154.60862118
0063_4,2,1,-154.63156917,-154.62069608,-154.46967443
0063_5,2,1,-154.67795544,-154.67508713,-154.46748383
0063_6,3,2,-154.79042206,-154.61741368,-154.61637062
0063_7,2,1,-154.64369304,-154.63637055,-154.47326117
0063_8,2,1,-154.62049414,-154.61751346,-154.44362696
0064_2,2,1,-154.6727124,-154.6702032,-154.4747081
0065_10,2,1,-154.69135318,-154.68657491,-154.53812496
0065_2,2,3,-154.88187231,-154.60778511,-154.60288229
0065_3,3,2,-154.7838434,-154.63364006,-154.62866818
0065_4,2,1,-154.63732171,-154.63073265,-154.45764474
0065_5,3,2,-154.79857504,-154.6348009,-154.63448852
0065_6,2,1,-154.67458928,-154.67233842,-154.47833059
0065_7,2,1,-154.6577426,-154.6552077,-154.54565258
0065_8,2,1,-154.66934562,-154.65986333,-154.45814259
0065_9,2,1,-154.69229409,-154.68742699,-154.5309388
0066_2,2,1,-154.6140562,-154.61268464,-154.49478517
0066_3,2,1,-154.66477884,-154.66365625,-154.49946975
0067_10,2,1,-154.63760832,-154.63385027,-154.44849088
0067_2,2,3,-154.89694269,-154.62217758,-154.6185345
0067_3,3,2,-154.85705119,-154.64286776,-154.64073055
0067_4,3,2,-154.82123169,-154.62900366,-154.62468782
0067_5,2,3,-154.79358014,-154.63859033,-154.61477314
0067_6,2,3,-154.77003269,-154.64701047,-154.64254191
0067_7,2,1,-154.67871507,-154.67387078,-154.50329181
0067_8,2,1,-154.66288405,-154.64997839,-154.52209475
0067_9,2,1,-154.68366327,-154.67650174,-154.56822974
0068_10,2,1,-154.6315346,-154.62592269,-154.49402377
0068_11,2,1,-154.65067633,-154.64681064,-154.47971044
0068_2,2,3,-154.82838046,-154.56110463,-154.556491
0068_3,2,1,-154.60101982,-154.59601615,-154.43035253
0068_4,2,1,-154.62095504,-154.61068571,-154.45671702
0068_5,3,2,-154.70979229,-154.58531168,-154.58498713
0068_6,2,3,-154.72682784,-154.61738012,-154.61448611
0068_7,3,2,-154.67014694,-154.57283946,-154.56970134
0068_8,2,1,-154.62017967,-154.61693959,-154.43750159
0068_9,2,1,-154.63508699,-154.62850751,-154.49378245
0069_10,2,1,-154.66789377,-154.6627573,-154.47582569
0069_11,2,1,-154.68088156,-154.67677316,-154.48394771
0069_12,2,1,-154.66005808,-154.65195727,-154.49316005
0069_13,2,1,-154.66942309,-154.66127177,-154.48953271
0069_14,2,1,-154.66521359,-154.66213395,-154.45579495
0069_15,3,2,-154.82555605,-154.62471566,-154.62436704
0069_16,2,1,-154.68051484,-154.67216175,-154.50270036
0069_17,2,1,-154.65184635,-154.64449182,-154.49962515
0069_18,2,1,-154.64166168,-154.63823197,-154.47289118
0069_19,2,1,-154.63725632,-154.63136769,-154.47227711
0069_2,2,3,-154.9000698,-154.61738428,-154.61279995
0069_20,2,1,-154.63452041,-154.63382885,-154.49197865
0069_21,2,1,-154.67223589,-154.66623313,-154.48894861
0069_3,3,2,-154.88559589,-154.61474378,-154.61205044
0069_4,2,3,-154.87895326,-154.60968347,-154.60503069
0069_5,3,2,-154.86313819,-154.63378902,-154.63181552
0069_6,3,2,-154.7915814,-154.65902319,-154.65626379
0069_7,3,2,-154.79106841,-154.65406611,-154.65186988
0069_8,3,2,-154.75898452,-154.62227454,-154.61700593
0069_9,3,2,-154.76624345,-154.64343086,-154.63925299
0070_2,2,1,-154.67077296,-154.66773918,-154.476945
0070_3,2,1,-154.66291606,-154.65919221,-154.50079746
0071_2,2,1,-154.66060429,-154.65081652,-154.468075
0071_3,2,1,-154.6289061,-154.62495686,-154.43135128
0071_4,2,1,-154.64233319,-154.63448012,-154.44550597
0071_5,2,1,-154.63258163,-154.62113094,-154.45179737
0071_6,2,1,-154.64416228,-154.64160724,-154.4639713
0072_10,2,3,-154.72687537,-154.61521574,-154.61212098
0072_11,2,3,-154.78210503,-154.65225276,-154.6264534
0072_12,2,3,-154.76795237,-154.6450917,-154.6203915
0072_13,3,2,-154.74183273,-154.62276893,-154.62220406
0072_14,2,1,-154.66168156,-154.65517578,-154.49453198
0072_15,2,1,-154.67182774,-154.67088768,-154.51209549
0072_16,2,1,-154.66008205,-154.65762872,-154.49162431
0072_2,2,3,-154.88229233,-154.60990458,-154.60930468
0072_3,3,2,-154.86739497,-154.61132098,-154.60555843
0072_4,2,1,-154.66306073,-154.65392259,-154.49317129
0072_5,3,2,-154.76257844,-154.64940776,-154.64536492
0072_6,3,2,-154.75532284,-154.63976654,-154.63785114
0072_7,2,1,-154.65794638,-154.65639471,-154.49727577
0072_8,3,2,-154.77150734,-154.64517949,-154.64131324
0072_9,3,2,-154.78543561,-154.65904151,-154.65531905
0073_2,2,1,-154.61924127,-154.61885948,-154.4724009
0073_3,2,1,-154.67947096,-154.67732423,-154.49152463
0073_4,2,1,-154.64845718,-154.64567761,-154.48452115
0074_2,2,1,-154.63911464,-154.63804091,-154.4826108
0074_3,2,1,-154.65577241,-154.65284569,-154.49319619
0074_4,2,1,-154.64620245,-154.63932958,-154.48497408
0075_2,2,1,-154.66806171,-154.66207906,-154.51204203
0075_3,2,1,-154.60571065,-154.60436321,-154.44966482
0076_2,2,1,-154.658537,-154.65518492,-154.46106045
0076_3,2,3,-154.76489737,-154.63744343,-154.6132996
0076_4,2,1,-154.67844438,-154.67086238,-154.49025168
0077_2,2,3,-154.89955114,-154.63310349,-154.62948071
0077_3,3,2,-154.86611928,-154.62231915,-154.62037783
0077_4,3,2,-154.79638714,-154.62086467,-154.61755991
0077_5,2,1,-154.69183977,-154.68872199,-154.50571919
0077_6,2,1,-154.61144071,-154.61113185,-154.44626668
0077_7,2,1,-154.70128777,-154.69969723,-154.64988966
0077_8,2,1,-154.66419914,-154.6602958,-154.50786798
0077_9,2,1,-154.66795299,-154.66320211,-154.4953995
0078_3,2,1,-154.65733982,-154.64425931,-154.47962119
0078_4,2,1,-154.64337327,-154.6378587,-154.47384934
0078_5,2,1,-154.67519653,-154.67153436,-154.49832931
0080_10,2,1,-154.67978691,-154.67801196,-154.4964998
0080_11,2,3,-154.76200962,-154.63815617,-154.6355159
0080_12,3,2,-154.76164274,-154.63794235,-154.6345292
0080_13,3,2,-154.75019698,-154.62998155,-154.62750784
0080_14,3,2,-154.7599673,-154.63529602,-154.63172681
0080_15,2,1,-154.68482918,-154.67578205,-154.50261372
0080_16,2,1,-154.6839809,-154.67057611,-154.49864251
0080_17,2,1,-154.66105446,-154.65441709,-154.46652561
0080_18,3,2,-154.78015969,-154.65526224,-154.64869397
0080_19,2,1,-154.65084538,-154.64803536,-154.46175155
0080_2,2,3,-154.87544797,-154.6032408,-154.60130021
0080_20,2,1,-154.67460422,-154.66566745,-154.51690072
0080_21,2,1,-154.67427132,-154.66787381,-154.48908271
0080_22,2,1,-154.65360683,-154.64668832,-154.44208947
0080_3,2,1,-154.68766939,-154.67579032,-154.49954119
0080_4,2,1,-154.643199,-154.63585715,-154.48084065
0080_5,3,2,-154.75171884,-154.6387382,-154.63286788
0080_6,2,3,-154.80565146,-154.66246663,-154.64917401
0080_7,2,1,-154.66693594,-154.65878638,-154.50275221
0080_8,3,2,-154.78640749,-154.65754973,-154.65285069
0080_9,3,2,-154.74276026,-154.62886945,-154.62391782
0082_2,2,3,-154.85700022,-154.58751123,-154.58682718
0082_3,3,2,-154.86826483,-154.623096,-154.61854499
0082_4,3,2,-154.77296056,-154.60330505,-154.60121178
0082_5,3,2,-154.78414486,-154.64132322,-154.63565101
0082_6,2,1,-154.64798534,-154.64197635,-154.38284672
0082_7,2,1,-154.64286011,-154.64052772,-154.45723689
0082_8,2,1,-154.66371069,-154.65548131,-154.46954237
0083_2,2,3,-154.89089966,-154.62364266,-154.61694994
0083_3,3,2,-154.81279767,-154.62393644,-154.62229984
0083_4,2,1,-154.66759208,-154.65950185,-154.47696381
0083_5,2,1,-154.66816569,-154.66542267,-154.4970546
0083_6,2,1,-154.66412699,-154.65486739,-154.43229091
0083_7,2,1,-154.68055163,-154.67619981,-154.50234095
0083_8,2,1,-154.64733854,-154.64212447,-154.4397641
0084_10,2,1,-154.67575607,-154.66563733,-154.48640618
0084_11,2,1,-154.64953813,-154.64556794,-154.48058475
0084_2,2,3,-154.88406258,-154.61659088,-154.61352895
0084_3,3,2,-154.78063023,-154.61824063,-154.61656029
0084_4,2,1,-154.67718663,-154.66692215,-154.4954907
0084_5,2,1,-154.64121069,-154.63328878,-154.46573349
0084_6,2,1,-154.65128455,-154.64166355,-154.44752392
0084_7,2,1,-154.64441633,-154.63500202,-154.45321999
0084_8,2,1,-154.66125196,-154.6537181,-154.48863682
0084_9,2,1,-154.65086772,-154.64550587,-154.46260831
0085_2,2,1,-154.61742171,-154.61508469,-154.45413481
0086_2,2,3,-154.88932337,-154.61593393,-154.61048422
0086_3,3,2,-154.74180851,-154.61495476,-154.61346523
0086_4,2,1,-154.67567294,-154.67288106,-154.47267277
0086_5,2,1,-154.65971957,-154.65002238,-154.46576578
0086_6,2,1,-154.66557757,-154.658609,-154.46445678
0086_7,2,1,-154.68518968,-154.67173697,-154.50802866
0086_8,2,1,-154.67792687,-154.67273575,-154.5011101
0087_2,2,1,-154.62365314,-154.6222894,-154.44624382
0088_10,3,2,-154.7704996,-154.64508413,-154.63113988
0088_11,3,2,-154.73279042,-154.60721769,-154.60552912
0088_12,2,1,-154.66684222,-154.66547467,-154.49024119
0088_2,2,3,-154.90907759,-154.63097786,-154.62967242
0088_3,3,2,-154.87875798,-154.6133015,-154.61297632
0088_4,2,3,-154.87842247,-154.62337344,-154.62283934
0088_5,3,2,-154.77830187,-154.63263351,-154.62916149
0088_6,3,2,-154.76593891,-154.65264356,-154.61227942
0088_7,3,2,-154.8398475,-154.62739857,-154.6226711
0088_9,2,1,-154.65152545,-154.64755606,-154.48745462
0090_2,2,1,-154.65749388,-154.65681881,-154.45534436
0091_2,2,1,-154.66806815,-154.65646436,-154.47331237
0091_3,2,1,-154.6329517,-154.6240852,-154.45827964
0091_4,2,3,-154.73207544,-154.61511886,-154.59271908
0091_5,2,1,-154.63283505,-154.62535888,-154.42404196
0091_6,2,1,-154.62741466,-154.62625088,-154.45460344
0092_10,2,1,-154.63918157,-154.63833138,-154.4738933
0092_2,2,3,-154.87443626,-154.61431999,-154.6134359
0092_3,3,2,-154.78595913,-154.63681684,-154.62919157
0092_4,3,2,-154.75605206,-154.61776106,-154.61721491
0092_5,2,1,-154.67877321,-154.66775399,-154.45720401
0092_6,2,1,-154.66379177,-154.65746825,-154.5010823
0092_7,2,1,-154.69203931,-154.68315667,-154.51090329
0092_8,2,1,-154.63364487,-154.62870746,-154.52785289
0092_9,2,1,-154.63283455,-154.63201573,-154.442168
0093_2,2,3,-154.90648049,-154.63669363,-154.63305556
0093_3,3,2,-154.85252629,-154.64028753,-154.63935612
0093_4,2,3,-154.760832,-154.6439141,-154.63896283
0093_5,2,1,-154.62171704,-154.61991746,-154.47735633
0093_6,2,1,-154.66256094,-154.65864388,-154.46697233
0093_7,2,1,-154.62083836,-154.61887344,-154.47185235
0094_10,2,1,-154.64303669,-154.63334371,-154.48987819
0094_11,2,1,-154.63090374,-154.62170308,-154.42384821
0094_12,2,3,-154.74648104,-154.62159206,-154.61894029
0094_13,3,2,-154.75221669,-154.64438913,-154.64111493
0094_14,2,1,-154.63573045,-154.61835461,-154.4292835
0094_15,2,1,-154.61924687,-154.61508943,-154.47416496
0094_2,2,3,-154.89901312,-154.62826736,-154.62487408
0094_3,3,2,-154.81566149,-154.61191204,-154.6067092
0094_4,2,3,-154.82740272,-154.6415105,-154.6097083
0094_5,3,2,-154.78536006,-154.60957201,-154.60907225
0094_6,2,1,-154.66361214,-154.65386967,-154.50295129
0094_7,2,1,-154.66546918,-154.65530521,-154.4851088
0094_8,2,1,-154.66822448,-154.66281116,-154.48365605
0094_9,2,1,-154.65256653,-154.64869984,-154.50648375
0095_2,2,3,-154.88249174,-154.60990211,-154.60754256
0095_3,3,2,-154.88990904,-154.62439645,-154.62334034
0095_4,2,1,-154.67566607,-154.67287352,-154.4860891
0095_5,2,1,-154.6286408,-154.62322356,-154.44504148
0096_2,2,1,-154.66557013,-154.65301834,-154.49305298
0096_3,2,1,-154.640173,-154.63709897,-154.47874042
0096_4,2,1,-154.61224369,-154.61088864,-154.46724117
0097_2,2,1,-154.65892089,-154.65392804,-154.50101272
0097_3,2,1,-154.66901133,-154.66722433,-154.50679164
0098_10,2,1,-154.67134625,-154.6707441,-154.48115153
0098_11,3,2,-154.75515348,-154.63261752,-154.63042334
0098_12,2,1,-154.65130645,-154.64541435,-154.49961831
0098_13,2,1,-154.61782309,-154.61629109,-154.44664898
0098_14,2,1,-154.65687601,-154.65659798,-154.47776713
0098_15,1,2,-154.64520639,-154.62602629,-154.44190268
0098_2,2,3,-154.89671832,-154.62922649,-154.62428519
0098_3,3,2,-154.80959425,-154.61191295,-154.60988385
0098_4,3,2,-154.76267161,-154.62792578,-154.62482716
0098_5,2,1,-154.65603166,-154.65193802,-154.48312269
0098_6,2,3,-154.79385117,-154.6110359,-154.58537657
0098_7,2,1,-154.6358421,-154.63207838,-154.4680962
0098_8,2,3,-154.71477098,-154.58759155,-154.58567638
0098_9,3,2,-154.7891108,-154.58927107,-154.58577324
0100_2,2,3,-154.8830425,-154.61680643,-154.61572908
0100_3,3,2,-154.80691189,-154.5921437,-154.59065306
0100_4,2,1,-154.64614031,-154.63913042,-154.44426972
0100_5,2,1,-154.60695941,-154.59967601,-154.43239486
0100_6,2,1,-154.58067674,-154.5767557,-154.41557764
0100_7,2,1,-154.64972397,-154.64666156,-154.6013039
0101_2,2,1,-154.67542793,-154.66845917,-154.48941278
0101_3,2,1,-154.66511191,-154.6636827,-154.52727476
0102_10,2,1,-154.64843211,-154.64060237,-154.49812126
0102_11,3,2,-154.78635993,-154.59917215,-154.5942428
0102_12,2,1,-154.68450537,-154.68415215,-154.58116337
0102_13,1,2,-154.67644829,-154.6614688,-154.56616061
0102_14,3,2,-154.74534204,-154.6232419,-154.61418236
0102_15,3,2,-154.73704196,-154.61403484,-154.60349202
0102_16,2,1,-154.65845792,-154.64995151,-154.51861362
0102_17,2,1,-154.62402449,-154.61769946,-154.44640797
0102_18,2,1,-154.70630175,-154.7000348,-154.63728191
0102_19,2,1,-154.6364319,-154.63458454,-154.58065233
0102_2,2,3,-154.8834055,-154.61592232,-154.61315281
0102_20,2,1,-154.64713884,-154.64479133,-154.47235542
0102_21,3,2,-154.73980331,-154.62470951,-154.62007652
0102_22,2,1,-154.68867618,-154.6868921,-154.62971694
0102_3,3,2,-154.83036881,-154.61175029,-154.60588453
0102_4,3,2,-154.82218576,-154.60999224,-154.60449914
0102_5,3,2,-154.74432604,-154.60759895,-154.60560296
0102_6,3,2,-154.77287082,-154.66083179,-154.65782517
0102_7,2,1,-154.65363357,-154.64403514,-154.47187006
0102_8,2,1,-154.64563105,-154.63832509,-154.49504459
0102_9,2,1,-154.66474252,-154.66396052,-154.48496821
0103_2,2,1,-154.68421408,-154.68271391,-154.51970019
0104_2,2,1,-154.64776942,-154.64653081,-154.46964685
0105_10,2,1,-154.59632303,-154.5918682,-154.42539292
0105_11,2,1,-154.59064376,-154.58616024,-154.37789619
0105_2,2,3,-154.85186102,-154.5802208,-154.57510122
0105_3,3,2,-154.85844522,-154.6132709,-154.6071811
0105_4,3,2,-154.74038098,-154.59457906,-154.59260137
0105_5,3,2,-154.73810251,-154.6184629,-154.61231021
0105_6,3,2,-154.70261842,-154.61276017,-154.60894991
0105_7,3,2,-154.72312188,-154.61262514,-154.60786945
0105_8,2,1,-154.61742404,-154.60991473,-154.44910001
0105_9,2,1,-154.6621425,-154.65981697,-154.48141872
0107_2,2,1,-154.67075209,-154.65999957,-154.47697582
0107_3,2,1,-154.68641757,-154.67793926,-154.51175656
0107_4,2,1,-154.62231994,-154.61740794,-154.46368668
0107_5,2,1,-154.63526871,-154.62991753,-154.47262481
0107_6,2,1,-154.67177334,-154.66671226,-154.51293635
0107_7,2,1,-154.62838894,-154.62625817,-154.43992388
0108_2,2,3,-154.89639593,-154.62097258,-154.61603048
0108_3,3,2,-154.89514967,-154.6284124,-154.62448061
0108_4,2,1,-154.7000245,-154.6988394,-154.51109631
0108_5,3,2,-154.73496916,-154.63346983,-154.63050387
0108_6,3,2,-154.72528318,-154.60836414,-154.60235597
0108_7,2,1,-154.65824678,-154.656907,-154.43871256
0108_8,2,1,-154.6676899,-154.66652809,-154.48262942
0109_2,2,1,-154.64180466,-154.63224483,-154.44492395
0109_3,2,1,-154.62138515,-154.61618889,-154.45356252
0109_4,2,1,-154.63246517,-154.62913624,-154.45596846
0109_5,2,1,-154.62150537,-154.62011438,-154.45673828
0110_2,2,1,-154.67549693,-154.66514199,-154.472245
0110_3,2,1,-154.6241515,-154.62372171,-154.42230423
0110_4,2,1,-154.63309341,-154.61931797,-154.48348476
0110_5,2,1,-154.66665989,-154.6641363,-154.54324651
0111_10,3,2,-154.76463449,-154.64319663,-154.63966663
0111_11,2,1,-154.65777684,-154.65455074,-154.45492743
0111_12,2,1,-154.65859999,-154.65460241,-154.47065026
0111_13,2,1,-154.65677496,-154.64553377,-154.45396103
0111_14,2,1,-154.68584345,-154.67646723,-154.48948161
0111_15,2,1,-154.67344216,-154.67281608,-154.48764493
0111_16,2,1,-154.65377453,-154.65043592,-154.47364301
0111_17,2,1,-154.64705413,-154.64239619,-154.47224976
0111_18,2,1,-154.68754607,-154.68461779,-154.4882832
0111_19,2,1,-154.6580972,-154.65609286,-154.51155842
0111_2,2,3,-154.89768233,-154.6289863,-154.62622249
0111_3,3,2,-154.75482421,-154.64656576,-154.64136951
0111_4,3,2,-154.75707353,-154.65690341,-154.65477858
0111_5,2,3,-154.76786523,-154.64271091,-154.63984942
0111_6,3,2,-154.78123438,-154.6372943,-154.63318616
0111_7,3,2,-154.78829767,-154.65539639,-154.6515055
0111_8,3,2,-154.75859699,-154.6345989,-154.63157434
0111_9,3,2,-154.75183133,-154.63395461,-154.63001288
0112_10,2,1,-154.6576638,-154.64988163,-154.51068725
0112_11,2,1,-154.64498973,-154.64166657,-154.41296439
0112_12,2,1,-154.65491054,-154.6485593,-154.4896909
0112_2,2,3,-154.87182958,-154.60065275,-154.59677598
0112_3,3,2,-154.8277903,-154.60641064,-154.60519883
0112_4,3,2,-154.79381832,-154.59321407,-154.58785729
0112_5,2,3,-154.7465632,-154.61872835,-154.60407853
0112_6,2,1,-154.6479439,-154.64665911,-154.46249375
0112_7,2,3,-154.72262277,-154.60311687,-154.59492147
0112_8,3,2,-154.80296694,-154.60874299,-154.60458251
0112_9,3,2,-154.81409051,-154.59958185,-154.59483329
0113_2,2,1,-154.65592375,-154.65374001,-154.47440813
0113_3,2,1,-154.65466614,-154.64481188,-154.49342332
0114_2,2,1,-154.67764663,-154.67372528,-154.51733018
0114_3,2,1,-154.6504882,-154.64812435,-154.49308582
0115_10,3,2,-154.7984389,-154.63681625,-154.63005167
0115_11,3,2,-154.7940542,-154.62996994,-154.62798
0115_12,2,1,-154.64895945,-154.64117052,-154.48359932
0115_13,2,1,-154.64170257,-154.63919964,-154.46766205
0115_14,2,1,-154.67539386,-154.66700221,-154.44616675
0115_15,2,1,-154.66260911,-154.65676586,-154.47092756
0115_2,2,3,-154.8628646,-154.59592813,-154.59277393
0115_3,3,2,-154.76212703,-154.6440699,-154.64168133
0115_4,3,2,-154.75463599,-154.61877111,-154.61672612
0115_5,2,3,-154.74725295,-154.60731657,-154.5846921
0115_6,2,3,-154.77201576,-154.63579355,-154.61262771
0115_7,2,1,-154.68380725,-154.68325875,-154.50155989
0115_8,2,1,-154.64116962,-154.63670074,-154.4099276
0115_9,2,1,-154.66770564,-154.66243601,-154.4763999
0116_10,2,1,-154.59293318,-154.5886482,-154.4635621
0116_11,2,1,-154.63292965,-154.62159494,-154.4101583
0116_2,2,3,-154.86033777,-154.59300591,-154.58891054
0116_3,3,2,-154.82969586,-154.60459635,-154.6008467
0116_4,2,1,-154.64245841,-154.64154636,-154.53415806
0116_5,3,2,-154.76512583,-154.60326731,-154.6023873
0116_6,2,1,-154.65943796,-154.65357036,-154.47661903
0116_7,2,1,-154.64077333,-154.63757751,-154.53762275
0116_8,2,1,-154.59400257,-154.5915335,-154.49180876
0116_9,2,1,-154.6562915,-154.64463449,-154.4700466
0118_10,2,1,-154.62471194,-154.61626251,-154.41313391
0118_11,3,2,-154.73058485,-154.61267201,-154.60824824
0118_12,2,1,-154.64388965,-154.64047331,-154.4481374
0118_13,2,3,-154.77373692,-154.64176506,-154.61805057
0118_14,3,2,-154.75934596,-154.63987211,-154.6367184
0118_15,2,1,-154.62052873,-154.61351695,-154.42894982
0118_16,2,1,-154.65394085,-154.64749298,-154.48425353
0118_17,2,1,-154.6093005,-154.60777284,-154.43837336
0118_18,2,1,-154.61135187,-154.60643737,-154.44382949
0118_19,2,1,-154.65686621,-154.65423618,-154.50054443
0118_2,2,3,-154.84608798,-154.57532476,-154.57357573
0118_20,2,1,-154.67744837,-154.66709056,-154.51033307
0118_21,2,1,-154.67234133,-154.66904281,-154.50932896
0118_3,3,2,-154.81420487,-154.60431869,-154.59818511
0118_4,2,3,-154.74395618,-154.60751251,-154.60235862
0118_5,3,2,-154.7958613,-154.65019518,-154.64489303
0118_6,3,2,-154.75408763,-154.61700105,-154.60997841
0118_7,3,2,-154.72009144,-154.60643062,-154.60462746
0118_8,2,3,-154.75138064,-154.62399586,-154.61773991
0118_9,2,1,-154.6158021,-154.60874442,-154.42169397
0120_2,2,1,-154.64302685,-154.64144306,-154.46841223
0120_3,2,1,-154.65353264,-154.65332418,-154.5128789
0121_2,2,1,-154.6699066,-154.65935889,-154.4640568
0121_3,2,1,-154.65807317,-154.65542434,-154.47023691
0122_10,2,1,-154.63971445,-154.63678614,-154.45687366
0122_11,2,1,-154.67743397,-154.6703254,-154.50290242
0122_12,2,1,-154.64267002,-154.63416468,-154.4381966
0122_13,2,1,-154.6354699,-154.63416666,-154.46671551
0122_14,2,1,-154.66978351,-154.66474839,-154.50348488
0122_15,2,1,-154.64732228,-154.64534537,-154.45708214
0122_16,2,1,-154.61431693,-154.60626202,-154.43539451
0122_17,2,1,-154.6139676,-154.60378658,-154.44333458
0122_18,2,1,-154.6352329,-154.62740403,-154.46155687
0122_2,2,3,-154.89065699,-154.61797083,-154.61310113
0122_3,3,2,-154.8697972,-154.60005075,-154.59693778
0122_4,3,2,-154.86408909,-154.60233188,-154.59934089
0122_5,3,2,-154.74363114,-154.64396947,-154.63979128
0122_6,2,1,-154.66209349,-154.65675708,-154.48268345
0122_7,2,1,-154.63770202,-154.63414848,-154.44804784
0122_8,2,1,-154.60485322,-154.59467703,-154.41069139
0122_9,3,2,-154.73938734,-154.62946534,-154.6269116
0123_2,2,1,-154.63337452,-154.63215141,-154.43234959
0123_3,2,1,-154.6211178,-154.61588259,-154.50417885
0124_10,2,1,-154.63302394,-154.62658767,-154.38509246
0124_2,2,3,-154.73458444,-154.61311228,-154.60773593
0124_3,3,2,-154.70486503,-154.59366307,-154.59144647
0124_4,3,2,-154.74760538,-154.63582295,-154.6308979
0124_5,3,2,-154.74839585,-154.62780935,-154.62575434
0124_6,2,1,-154.66047532,-154.65539061,-154.47883146
0124_7,2,1,-154.64474379,-154.6397652,-154.51739237
0124_8,2,3,-154.73821962,-154.62849949,-154.62618036
0124_9,3,2,-154.73068917,-154.61752219,-154.61419777
0125_2,2,1,-154.66856834,-154.66792452,-154.49747663
0125_3,2,1,-154.67729285,-154.67443839,-154.5184962
0127_2,2,3,-154.88103599,-154.62405553,-154.61960236
0127_3,3,2,-154.82325426,-154.63503871,-154.63394318
0127_4,2,1,-154.65505217,-154.64829396,-154.48062263
0127_5,2,1,-154.64016708,-154.63604149,-154.47816028
0127_6,2,1,-154.64539375,-154.62593667,-154.45923059
0127_7,2,1,-154.64999076,-154.64316877,-154.50111022
0127_8,2,1,-154.66373511,-154.6596505,-154.4746051
0128_10,2,1,-154.66288775,-154.6564136,-154.49074448
0128_11,2,1,-154.67564516,-154.66882209,-154.50007314
0128_2,2,3,-154.77420662,-154.64228451,-154.62428935
0128_3,3,2,-154.77264942,-154.65371399,-154.64953885
0128_4,2,1,-154.68103552,-154.67297956,-154.51347446
0128_5,3,2,-154.74552087,-154.6305776,-154.62842669
0128_6,2,1,-154.68665628,-154.65457247,-154.48506112
0128_7,2,1,-154.63658615,-154.63086391,-154.46615452
0128_8,2,1,-154.67877578,-154.66988818,-154.49222118
0128_9,2,1,-154.66291689,-154.65761248,-154.48608723
0129_10,3,2,-154.8156198,-154.60767049,-154.60519856
0129_11,3,2,-154.73110456,-154.5557507,-154.55494255
0129_12,2,3,-154.71101281,-154.56767936,-154.54970697
0129_13,2,1,-154.58737686,-154.58155855,-154.38342712
0129_14,3,2,-154.72324478,-154.58813223,-154.58384708
0129_15,2,1,-154.5967314,-154.59364823,-154.42945331
0129_16,3,2,-154.73834641,-154.59795419,-154.59209502
0129_17,2,1,-154.65314926,-154.64827303,-154.52577469
0129_2,2,3,-154.82228751,-154.56167689,-154.5574012
0129_3,3,2,-154.75471788,-154.59705346,-154.59476138
0129_4,2,3,-154.67738823,-154.59420076,-154.59098375
0129_5,2,1,-154.61338222,-154.60833487,-154.44748886
0129_6,3,2,-154.72115138,-154.6016968,-154.57056702
0129_7,2,1,-154.57602959,-154.57250127,-154.38523198
0129_9,2,3,-152.01347849,-151.91129916,-151.89859625
0130_2,2,1,-154.65833532,-154.65257619,-154.46623103
0130_3,2,1,-154.64118853,-154.63824995,-154.43097187
0130_4,2,1,-154.65560077,-154.64849648,-154.43178773
0130_5,2,1,-154.61947181,-154.614879,-154.40875039
0130_6,2,1,-154.64950994,-154.64167463,-154.44242545
