idx,cluster
0190_3,2
0541_3,0
0504_3,0
0406_4,0
0894_4,0
0443_4,2
0552_9,2
0950_5,2
0229_3,1
0011_2,2
0852_2,1
0485_2,1
0933_6,2
0054_2,0
0817_2,0
0723_5,1
0664_2,0
0419_3,1
0621_2,0
0334_3,2
0149_2,1
0371_3,1
0598_2,0
0273_4,0
0565_2,2
0520_2,0
0718_3,0
0876_3,0
0035_3,2
0699_2,2
0833_3,0
0248_2,0
0931_4,1
0662_4,2
0627_4,2
0189_2,1
0558_2,2
0275_2,0
0780_6,2
0230_2,1
0008_3,2
0332_5,0
0563_4,1
0659_2,1
0288_2,0
0461_3,2
0937_2,0
0481_6,2
0174_2,0
0309_3,2
0131_2,1
0835_5,2
0539_3,0
0701_2,0
0395_2,0
0744_2,0
0353_4,0
0928_5,2
0839_8,2
0680_3,2
0069_2,0
0251_3,2
0214_3,2
0400_2,2
0892_2,0
0638_3,2
0759_7,2
0445_2,0
0094_2,0
0547_5,2
0502_5,2
0483_4,0
0913_3,0
0368_2,1
0115_3,2
0956_3,0
0483_6,2
0935_2,0
0176_2,0
0133_2,1
0759_5,2
0502_7,0
0426_3,0
0277_2,0
0232_2,2
0849_3,2
0108_4,1
0625_4,2
0727_3,1
0762_3,0
0015_4,0
0268_5,0
0481_4,0
0911_3,0
0583_3,2
0117_3,2
0954_3,2
0402_2,1
0890_2,2
0013_19,2
0447_2,0
0563_6,2
0096_2,2
0194_5,2
0738_4,2
0780_4,0
0828_2,0
0253_3,2
0703_2,2
0397_2,2
0662_6,0
0746_2,2
0644_5,2
0710_8,2
0601_5,2
0585_5,0
0952_5,0
0329_4,0
0013_2,2
0850_2,0
0487_2,0
0056_2,2
0815_2,0
0192_3,2
0543_3,0
0506_3,1
0441_4,0
0312_2,0
0357_2,0
0786_2,2
0273_6,2
0642_3,0
0293_3,2
0705_4,1
0740_4,2
0874_3,2
0037_3,2
0950_7,2
0831_3,0
0933_4,0
0618_4,2
0567_2,2
0443_6,0
0522_2,2
0336_3,1
0908_2,0
0373_3,2
0234_4,2
0721_5,1
0764_5,2
0666_2,0
0623_2,2
0666_3,2
0623_3,2
0889_2,2
0721_4,1
0764_4,2
0498_4,2
0234_5,0
0336_2,1
0373_2,0
0908_3,0
0443_7,2
0567_3,2
0522_3,0
0420_4,2
0465_4,2
0933_5,2
0950_6,2
0037_2,1
0874_2,2
0072_2,2
0831_2,0
0759_14,2
0705_5,1
0578_4,2
0293_2,2
0642_2,0
0607_2,1
0312_3,2
0273_7,2
0357_3,0
0684_4,0
0210_4,2
0679_4,2
0543_2,0
0192_2,2
0506_2,1
0850_3,0
0013_3,2
0815_3,2
0056_3,2
0487_3,2
0585_4,2
0952_4,2
0644_4,2
0601_4,2
0710_9,2
0703_3,2
0746_3,0
0253_2,0
0682_2,2
0216_2,0
0332_6,2
0780_5,0
0194_4,2
0013_18,2
0890_3,2
0402_3,1
0563_7,0
0583_2,2
0911_2,2
0152_2,2
0954_2,2
0710_10,2
0117_2,0
0481_5,2
0268_4,0
0727_2,1
0762_2,0
0089_4,1
0625_5,2
0330_4,0
0108_5,1
0277_3,2
0849_2,2
0232_3,2
0426_2,0
0502_6,2
0463_2,0
0759_4,2
0388_4,2
0031_4,2
0837_4,2
0176_3,0
0133_3,1
0400_5,0
0445_5,2
0547_2,0
0196_2,2
0502_2,2
0854_3,1
0017_3,2
0811_3,1
0052_3,2
0483_3,2
0956_4,2
0115_4,0
0539_4,0
0395_5,0
0297_2,0
0646_2,0
0603_2,0
0928_2,2
0782_3,1
0353_3,0
0251_4,0
0680_4,2
0214_4,0
0563_3,2
0013_20,2
0309_4,2
0033_2,0
0870_2,0
0076_2,1
0835_2,2
0583_6,0
0662_3,0
0746_7,0
0627_3,2
0558_5,2
0275_5,0
0332_2,0
0377_2,2
0422_2,2
0506_6,1
0467_2,1
0192_6,0
0565_5,0
0520_5,2
0035_4,2
0876_4,0
0172_3,0
0931_3,1
0013_7,2
0723_2,1
0766_2,0
0419_4,1
0334_4,0
0371_4,0
0808_2,0
0273_3,2
0541_4,0
0190_4,0
0894_3,0
0406_3,0
0092_3,0
0443_3,1
0759_10,2
0587_2,0
0915_2,2
0156_2,0
0874_6,0
0950_2,2
0113_2,0
0605_4,0
0707_3,2
0742_3,2
0393_3,0
0257_2,0
0075_10,0
0686_2,1
0212_2,2
0869_3,2
0128_4,0
0686_3,0
0257_3,0
0869_2,2
0212_3,1
0707_2,1
0393_2,2
0742_2,2
0478_4,0
0852_4,1
0485_4,1
0054_4,0
0915_3,0
0759_11,2
0587_3,0
0113_3,2
0950_3,2
0874_7,2
0406_2,0
0894_2,2
0443_2,1
0092_2,2
0779_4,2
0273_2,0
0236_2,2
0334_5,2
0149_4,0
0371_5,2
0723_3,1
0766_3,0
0815_6,0
0056_6,0
0931_2,1
0172_2,2
0013_6,2
0137_2,0
0248_4,0
0565_4,0
0520_4,2
0422_3,0
0467_3,1
0949_2,0
0332_3,0
0377_3,0
0275_4,0
0558_4,2
0746_6,0
0662_2,0
0627_2,0
0033_3,2
0835_3,0
0076_3,1
0174_4,2
0309_5,2
0659_4,1
0563_2,1
0680_5,0
0316_2,0
0353_2,0
0782_2,1
0928_3,2
0646_3,2
0297_3,0
0603_3,2
0395_4,0
0956_5,0
0017_2,2
0854_2,1
0483_2,0
0052_2,0
0811_2,1
0196_3,2
0547_3,2
0502_3,0
0400_4,2
0445_4,2
0426_5,2
0388_3,2
0561_2,0
0445_6,2
0759_3,2
0524_2,1
0872_3,2
0031_3,2
0956_7,2
0209_2,0
0837_3,0
0133_4,1
0762_5,0
0458_3,0
0660_2,0
0089_3,1
0625_2,2
0108_2,1
0330_3,0
0375_3,0
0232_4,2
0194_3,0
0738_2,0
0500_3,1
0583_5,0
0006_8,0
0015_2,0
0856_2,1
0268_3,2
0481_2,0
0050_2,1
0813_2,0
0644_3,0
0558_6,2
0295_3,2
0601_3,0
0439_2,2
0703_4,2
0746_4,0
0314_2,0
0351_2,2
0780_2,0
0169_3,2
0275_6,0
0404_2,0
0896_2,0
0441_2,0
0679_3,2
0090_2,2
0192_5,2
0506_5,1
0013_4,2
0850_4,0
0056_4,2
0815_4,0
0917_3,0
0585_3,2
0952_3,0
0329_2,2
0705_2,1
0391_2,2
0578_3,0
0740_2,0
0642_5,0
0293_5,2
0382_8,0
0357_4,0
0684_3,0
0028_2,0
0210_3,0
0522_4,0
0618_2,0
0420_3,2
0465_3,0
0348_3,2
0933_2,2
0170_2,0
0135_2,2
0874_5,0
0759_13,2
0721_3,1
0519_2,2
0764_3,2
0271_2,2
0498_3,0
0049_3,0
0234_2,2
0336_5,1
0336_4,1
0373_4,0
0049_2,0
0498_2,2
0271_3,2
0234_3,0
0519_3,0
0721_2,1
0764_2,2
0874_4,0
0759_12,2
0831_4,0
0170_3,0
0933_3,0
0799_2,1
0348_2,0
0420_2,2
0618_3,0
0465_2,0
0522_5,1
0255_2,0
0684_2,1
0210_2,0
0334_6,2
0028_3,2
0382_9,0
0293_4,2
0642_4,0
0705_3,1
0740_3,2
0578_2,0
0585_2,0
0917_2,2
0154_2,2
0329_3,2
0952_2,2
0111_2,2
0013_5,2
0815_5,2
0056_5,2
0192_4,0
0506_4,1
0896_3,0
0404_3,2
0090_3,0
0679_2,2
0441_3,2
0314_3,2
0169_2,0
0780_3,2
0746_5,2
0295_2,2
0644_2,0
0439_3,2
0601_2,2
0015_3,2
0481_3,2
0268_2,0
0583_4,2
0954_4,2
0117_4,2
0513_8,0
0545_2,0
0194_2,0
0500_2,1
0738_3,2
0849_4,2
0330_2,1
0108_3,1
0375_2,1
0089_2,1
0660_3,2
0458_2,0
0625_3,2
0762_4,0
0133_5,1
0956_6,0
0031_2,2
0872_2,2
0074_2,1
0837_2,0
0759_2,2
0388_2,0
0524_3,1
0426_4,0
