IC_Spawn,from_state,to_state,singlet_1,singlet_2,singlet_3,meci_type
0035_3,3,2,-230.44045696,-230.32123994,-230.32021625,Type_1
0037_2,3,2,-230.36051136,-230.29264091,-230.28837941,Type_2
0037_3,3,2,-230.36481914,-230.31172846,-230.30902308,Type_2
0037_7,3,2,-230.41418571,-230.29612369,-230.29379649,Type_2
0038_2,3,2,-230.46170125,-230.28792769,-230.28315769,Type_1
0038_3,3,2,-230.40351519,-230.32067252,-230.31969114,Type_1
0039_2,3,2,-230.48511527,-230.33000886,-230.321293,Type_1
0039_3,3,2,-230.49616957,-230.3455441,-230.34271933,Type_1
0039_4,3,2,-230.47675421,-230.34105428,-230.3399136,Type_1
0040_11,3,2,-230.42322703,-230.32198897,-230.3211069,Type_1
0040_2,3,2,-230.47625328,-230.31171446,-230.29893985,Type_1
0040_3,3,2,-230.48945121,-230.3471085,-230.3410432,Type_1
0040_5,3,2,-230.43069807,-230.32654115,-230.31637917,Type_1
0040_7,3,2,-230.43366321,-230.322836,-230.31792439,Type_1
0040_8,3,2,-230.43840186,-230.31999476,-230.30947177,Type_1
0041_2,3,2,-230.41526684,-230.32533294,-230.32156833,Type_1
0041_3,3,2,-230.40335032,-230.31577502,-230.31141862,Type_1
0041_4,3,2,-230.40200178,-230.32186325,-230.32141374,Type_1
0042_2,3,2,-230.4108823,-230.32894687,-230.32569685,Type_1
0042_3,3,2,-230.40445001,-230.32622451,-230.32430427,Type_1
0043_2,3,2,-230.39580836,-230.32179427,-230.31889141,Type_2
0043_6,3,2,-230.44110438,-230.34097565,-230.33897,Type_2
0044_2,3,2,-230.43695713,-230.31807359,-230.31264912,Type_1
0044_3,3,2,-230.43357231,-230.3253377,-230.32073364,Type_1
0044_4,3,2,-230.43624546,-230.33799559,-230.33565803,Type_1
0044_6,3,2,-230.39845815,-230.31982883,-230.31354603,Type_1
0046_2,3,2,-230.37395626,-230.29619542,-230.29594369,Type_1
0046_7,3,2,-230.48287463,-230.31453706,-230.31381792,Type_1
0047_2,3,2,-230.41703895,-230.28550105,-230.28283776,Type_1
0047_3,3,2,-230.4109776,-230.32996474,-230.32903812,Type_1
0048_10,3,2,-230.5109274,-230.32671121,-230.32049474,Type_1
0048_11,3,2,-230.49004673,-230.33218008,-230.33026697,Type_1
0048_2,3,2,-230.49824964,-230.32083378,-230.31638658,Type_2
0048_3,3,2,-230.4727221,-230.32250561,-230.31946612,Type_2
0048_4,3,2,-230.4312985,-230.32582322,-230.31929445,Type_2
0048_6,3,2,-230.40576134,-230.33426982,-230.32756339,Type_2
0048_8,3,2,-230.40292141,-230.33090439,-230.32407484,Type_2
0049_2,3,2,-230.41668306,-230.34836794,-230.34827278,Type_2
0049_5,3,2,-230.42328998,-230.34106158,-230.33506311,Type_2
0049_7,3,2,-230.44209942,-230.3571411,-230.34948151,Type_2
0051_2,3,2,-230.41113863,-230.32993846,-230.32546921,Type_1
0051_3,3,2,-230.42047724,-230.3256006,-230.32032356,Type_1
0051_4,3,2,-230.46753914,-230.35047592,-230.34335082,Type_1
0051_5,3,2,-230.48261994,-230.34703411,-230.33636585,Type_1
0051_8,3,2,-230.41046366,-230.32733217,-230.32614948,Type_1
0052_11,3,2,-230.4339202,-230.30985751,-230.30197886,Type_1
0052_12,3,2,-230.45318092,-230.32313071,-230.31617005,Type_1
0052_2,3,2,-230.44926697,-230.32628637,-230.31422379,Type_1
0052_3,3,2,-230.45931511,-230.33127802,-230.32056132,Type_1
0052_4,3,2,-230.4544525,-230.33847328,-230.33813795,Type_1
0052_7,3,2,-230.41352131,-230.30466018,-230.30096603,Type_1
0053_2,3,2,-230.47407527,-230.31482205,-230.30824843,Type_1
0053_3,3,2,-230.44963821,-230.31122244,-230.3051769,Type_1
0053_4,3,2,-230.44280422,-230.3232378,-230.31407551,Type_1
0053_7,3,2,-230.3952683,-230.31638219,-230.31515488,Type_1
0054_2,3,2,-230.39029416,-230.33237748,-230.32628345,Type_2
0054_3,3,2,-230.39943149,-230.33691058,-230.3281615,Type_2
0054_7,3,2,-230.44975997,-230.34490368,-230.34383333,Type_2
0055_2,3,2,-230.47953381,-230.32898558,-230.32838363,Type_1
0055_4,2,3,-230.44082652,-230.32561021,-230.31868791,Type_1
0055_5,3,2,-230.40759847,-230.32709816,-230.32530975,Type_2
0056_2,3,2,-230.40641886,-230.31061189,-230.31034953,Type_2
0056_3,3,2,-230.40887455,-230.32450452,-230.31539605,Type_2
0056_5,3,2,-230.40432339,-230.32291567,-230.3179566,Type_2
0056_7,3,2,-230.37228883,-230.29243865,-230.2922047,Type_2
0057_2,3,2,-230.43017264,-230.33413305,-230.33119613,Type_1
0057_3,3,2,-230.42783647,-230.33508988,-230.32852955,Type_1
0057_6,3,2,-230.43725148,-230.34180287,-230.34075864,Type_1
0057_7,3,2,-230.44403922,-230.34266531,-230.33979829,Type_1
0058_2,3,2,-230.45150843,-230.33515005,-230.32920855,Type_1
0058_4,3,2,-230.42428906,-230.34033759,-230.33365288,Type_1
0058_5,3,2,-230.42600592,-230.33884574,-230.33205759,Type_1
0058_7,3,2,-230.46231361,-230.34392579,-230.34306902,Type_1
0059_2,3,2,-230.49797011,-230.33554807,-230.33364648,Type_1
0059_3,3,2,-230.45087076,-230.35245002,-230.34997249,Type_1
0059_4,3,2,-230.40499367,-230.33144031,-230.33033811,Type_1
0061_2,3,2,-230.35531351,-230.2873133,-230.28177329,Type_2
0061_4,3,2,-230.42644622,-230.32934667,-230.32593496,Type_1
0061_7,3,2,-230.40410442,-230.31971619,-230.31889063,Type_1
0062_10,3,2,-230.45148525,-230.33935365,-230.33391438,Type_1
0062_11,3,2,-230.44908007,-230.33593021,-230.33387169,Type_1
0062_2,3,2,-230.47580191,-230.34052728,-230.33461557,Type_1
0062_3,3,2,-230.46140161,-230.33437668,-230.32795378,Type_1
0062_4,3,2,-230.42327731,-230.32374589,-230.32306695,Type_1
0062_9,2,3,-230.42572956,-230.31237948,-230.30813314,Type_1
0063_2,3,2,-230.4567486,-230.3452918,-230.33233051,Type_1
0063_5,3,2,-230.45883998,-230.30463621,-230.30368941,Type_1
0064_2,3,2,-230.4052817,-230.31865403,-230.30520593,Type_1
0064_3,3,2,-230.42194198,-230.30610132,-230.30055406,Type_1
0064_4,3,2,-230.45501159,-230.31625411,-230.31058376,Type_1
0064_8,3,2,-230.377868,-230.29525626,-230.29150173,Type_2
0065_2,3,2,-230.36735011,-230.28955548,-230.28728046,Type_2
0066_2,3,2,-230.46079347,-230.33731052,-230.32581206,Type_1
0066_3,3,2,-230.39943307,-230.29747888,-230.29666461,Type_2
0066_4,3,2,-230.38755143,-230.31950084,-230.31458851,Type_2
0066_5,3,2,-230.35761918,-230.28603812,-230.28523752,Type_2
0067_2,3,2,-230.45384805,-230.30490078,-230.30304682,Type_2
0067_3,3,2,-230.44088836,-230.29540142,-230.2912282,Type_2
0068_2,3,2,-230.44193126,-230.31455635,-230.31238208,Type_2
0068_3,3,2,-230.44776642,-230.31444285,-230.30923317,Type_2
0068_4,3,2,-230.41454386,-230.32352909,-230.31321835,Type_1
0068_6,3,2,-230.4231773,-230.32567015,-230.31943928,Type_1
0068_7,3,2,-230.44483389,-230.32791441,-230.32461332,Type_1
0069_2,3,2,-230.40106249,-230.31962384,-230.31577695,Type_1
0069_3,3,2,-230.40940158,-230.3244336,-230.32392512,Type_1
0069_4,3,2,-230.39285978,-230.30940409,-230.30479296,Type_1
0069_7,3,2,-230.44807186,-230.28389011,-230.28117561,Type_1
0070_2,3,2,-230.41508634,-230.31686001,-230.3144244,Type_2
0070_3,3,2,-230.41209377,-230.32152998,-230.31715148,Type_2
0070_4,3,2,-230.39186104,-230.32774054,-230.32743163,Type_2
0071_10,3,2,-230.41981404,-230.3111274,-230.30711122,Type_2
0071_11,3,2,-230.38484396,-230.30433772,-230.30321781,Type_2
0071_2,3,2,-230.39254435,-230.31824417,-230.30402193,Type_1
0071_4,3,2,-230.39297321,-230.31433671,-230.30922625,Type_1
0071_6,3,2,-230.40757247,-230.32763864,-230.32120675,Type_1
0072_2,3,2,-230.48655472,-230.33808659,-230.3340578,Type_1
0072_3,3,2,-230.49188716,-230.34168178,-230.34100934,Type_1
0073_2,3,2,-230.40588993,-230.33368024,-230.33077985,Type_1
0073_3,3,2,-230.40686129,-230.29588398,-230.29430132,Type_1
0073_5,3,2,-230.44964568,-230.32994398,-230.32076197,Type_1
0074_2,3,2,-230.5035916,-230.31277501,-230.30991875,Type_1
0074_4,3,2,-230.4473434,-230.32558049,-230.32355343,Type_1
0075_2,3,2,-230.45708832,-230.33526407,-230.33439215,Type_1
0075_3,3,2,-230.42293003,-230.32195381,-230.31775476,Type_1
0075_5,3,2,-230.41310951,-230.33540543,-230.33075703,Type_1
0075_7,3,2,-230.41228227,-230.32273776,-230.31659019,Type_1
0075_8,3,2,-230.42175008,-230.32542343,-230.32314159,Type_1
0076_2,3,2,-230.44626831,-230.32448593,-230.32337877,Type_1
0076_4,3,2,-230.35858536,-230.27316322,-230.27259483,Type_1
0077_2,3,2,-230.39663628,-230.32813277,-230.32600339,Type_2
0077_3,3,2,-230.40914369,-230.34259574,-230.34018752,Type_2
0077_4,3,2,-230.41080923,-230.32209142,-230.32022647,Type_2
0078_2,3,2,-230.45837791,-230.33744804,-230.33630586,Type_1
0078_3,3,2,-230.43159801,-230.32108862,-230.31416291,Type_1
0078_5,3,2,-230.42199157,-230.33739479,-230.3328005,Type_1
0079_10,3,2,-230.41513214,-230.33006497,-230.32803718,Type_1
0079_2,3,2,-230.46186344,-230.32284919,-230.31966899,Type_1
0079_3,3,2,-230.4500604,-230.30899671,-230.30829818,Type_1
0079_4,3,2,-230.49392702,-230.33443289,-230.33224755,Type_1
0079_8,2,3,-230.40877507,-230.30243543,-230.30095501,Type_1
0079_9,3,2,-230.4183014,-230.33206459,-230.32799559,Type_1
0080_2,3,2,-230.44257204,-230.3220861,-230.31833932,Type_1
0080_5,3,2,-230.46726154,-230.32989562,-230.32560503,Type_1
0080_7,3,2,-230.41478759,-230.32397146,-230.31347927,Type_1
0080_9,3,2,-230.42561953,-230.31525421,-230.31414254,Type_1
0081_2,3,2,-230.46403975,-230.30668389,-230.30038074,Type_1
0081_3,3,2,-230.4536854,-230.34073697,-230.33504325,Type_1
0081_4,3,2,-230.46141978,-230.32687225,-230.32459999,Type_1
0081_5,3,2,-230.44731472,-230.30704325,-230.30317826,Type_1
0082_2,3,2,-230.46441659,-230.26464067,-230.25777666,Type_2
0082_3,3,2,-230.4918551,-230.30089976,-230.2982724,Type_2
0082_4,2,3,-230.4660241,-230.28427504,-230.28368379,Type_2
0082_5,3,2,-230.36632042,-230.27460104,-230.27389616,Type_2
0082_6,3,2,-230.36772489,-230.26748531,-230.26655144,Type_2
0083_2,3,2,-230.49177475,-230.33973134,-230.33495404,Type_1
0083_3,3,2,-230.45713209,-230.3308691,-230.32141805,Type_1
0083_5,3,2,-230.46872614,-230.35369534,-230.35256616,Type_1
0084_2,3,2,-230.39328136,-230.31909334,-230.30634195,Type_1
0084_3,3,2,-230.37679258,-230.3068558,-230.29640451,Type_1
0084_6,3,2,-230.3836188,-230.3045694,-230.30253871,Type_1
0084_7,3,2,-230.38023196,-230.30006562,-230.2985495,Type_1
0085_2,3,2,-230.41411794,-230.31099263,-230.30792693,Type_2
0085_3,3,2,-230.42104911,-230.32901436,-230.32847846,Type_2
0086_2,3,2,-230.42587382,-230.31772378,-230.31456212,Type_1
0086_3,3,2,-230.43086905,-230.3266594,-230.32558576,Type_1
0086_4,3,2,-230.43393772,-230.33252356,-230.33057416,Type_1
0086_5,3,2,-230.40672738,-230.30428262,-230.30198055,Type_1
0087_12,3,2,-230.41002383,-230.31577835,-230.30815262,Type_1
0087_2,3,2,-230.46779539,-230.33608169,-230.32950254,Type_1
0087_3,3,2,-230.4147804,-230.29609892,-230.28985201,Type_1
0087_4,3,2,-230.4174377,-230.30585481,-230.29835637,Type_1
0087_7,3,2,-230.39027274,-230.30555139,-230.30137648,Type_1
0087_8,3,2,-230.38417161,-230.30697625,-230.3027045,Type_1
0088_2,3,2,-230.46479216,-230.33490601,-230.33220531,Type_1
0088_3,3,2,-230.42644867,-230.33256418,-230.3304093,Type_1
0089_2,3,2,-230.53069089,-230.3048933,-230.30431134,Type_2
0090_2,3,2,-230.48828983,-230.32954903,-230.32850546,Type_1
0091_2,3,2,-230.42172483,-230.33038819,-230.32880953,Type_2
0091_3,3,2,-230.39076568,-230.31739218,-230.31434777,Type_2
0094_2,3,2,-230.40594303,-230.31331828,-230.30643474,Type_2
0094_3,3,2,-230.41673387,-230.31275975,-230.30950069,Type_2
0094_7,3,2,-230.4675541,-230.3481641,-230.34430845,Type_1
0094_8,3,2,-230.4581273,-230.328036,-230.32364484,Type_1
0094_9,3,2,-230.4118029,-230.28508088,-230.28331442,Type_1
0095_2,3,2,-230.35584784,-230.29300713,-230.29232881,Type_2
0096_2,3,2,-230.42631748,-230.33330576,-230.32870219,Type_2
0096_3,3,2,-230.38806406,-230.32260884,-230.31796174,Type_2
0096_5,3,2,-230.38940716,-230.33204313,-230.33126989,Type_2
0096_7,3,2,-230.38150828,-230.31712145,-230.31446406,Type_2
0097_2,3,2,-230.45765761,-230.29034217,-230.2846767,Type_1
0097_3,3,2,-230.48737548,-230.31787669,-230.31399093,Type_1
0097_4,3,2,-230.49326674,-230.32631983,-230.32222412,Type_1
0097_5,3,2,-230.47212694,-230.32163505,-230.32106428,Type_1
0097_8,3,2,-230.41478177,-230.33110097,-230.32980915,Type_1
0098_10,3,2,-230.38326835,-230.30747297,-230.3064368,Type_2
0098_2,3,2,-230.38449716,-230.30826913,-230.30080057,Type_2
0098_3,3,2,-230.38274096,-230.30720254,-230.29691882,Type_2
0098_4,3,2,-230.43064749,-230.31308986,-230.30602255,Type_2
0098_9,3,2,-230.35982868,-230.30519114,-230.29986581,Type_2
0099_2,3,2,-230.45511604,-230.30727896,-230.30507886,Type_1
0099_4,3,2,-230.41308548,-230.30671071,-230.29976621,Type_1
0099_6,3,2,-230.402616,-230.31985493,-230.31319032,Type_1
0099_7,3,2,-230.4061097,-230.32697162,-230.32223469,Type_1
0099_9,3,2,-230.40666988,-230.31210569,-230.305972,Type_1
0104_10,3,2,-230.40569231,-230.30135652,-230.29774245,Type_1
0104_2,3,2,-230.48123871,-230.33804965,-230.32875946,Type_1
0104_3,3,2,-230.47507708,-230.33318825,-230.3270594,Type_1
0104_5,3,2,-230.48371239,-230.34015306,-230.33323997,Type_1
0104_7,3,2,-230.42023798,-230.32355967,-230.3197434,Type_1
0104_9,3,2,-230.41133574,-230.31789109,-230.31550109,Type_1
0105_10,3,2,-230.43460353,-230.3516491,-230.34344996,Type_1
0105_11,3,2,-230.46569118,-230.34826682,-230.34810032,Type_1
0105_2,3,2,-230.46677889,-230.35667853,-230.35133367,Type_1
0105_3,3,2,-230.45289731,-230.34877878,-230.34181428,Type_1
0105_5,3,2,-230.47362391,-230.33723634,-230.33340568,Type_1
0105_6,3,2,-230.48724243,-230.33730928,-230.33304274,Type_1
0106_2,3,2,-230.44094145,-230.32323115,-230.31874101,Type_1
0106_3,3,2,-230.45307042,-230.34729137,-230.33631693,Type_1
0106_5,3,2,-230.48163296,-230.30012931,-230.29898195,Type_2
0108_2,3,2,-230.44568501,-230.30205736,-230.29968228,Type_1
0108_4,3,2,-230.39873793,-230.316479,-230.31526927,Type_1
0108_7,3,2,-230.42060262,-230.31084488,-230.30982137,Type_1
0109_2,3,2,-230.40380799,-230.3153997,-230.31369747,Type_1
0109_3,3,2,-230.44516315,-230.31984679,-230.31876942,Type_1
0109_5,3,2,-230.45461479,-230.31281392,-230.31164445,Type_1
0111_2,3,2,-230.47322326,-230.35172571,-230.33719188,Type_1
0111_4,3,2,-230.44946225,-230.34418534,-230.3398451,Type_1
0111_6,3,2,-230.45712051,-230.34326652,-230.34264156,Type_1
0112_2,3,2,-230.48179339,-230.34635508,-230.34166069,Type_1
0112_3,3,2,-230.47500124,-230.35398413,-230.34636464,Type_1
0112_5,3,2,-230.46446454,-230.34969225,-230.34413066,Type_1
0112_7,3,2,-230.4692794,-230.36009305,-230.35425119,Type_1
0112_9,3,2,-230.4569186,-230.34103183,-230.33914115,Type_1
0114_2,3,2,-230.40293659,-230.33442308,-230.334072,Type_2
0116_12,3,2,-230.38882183,-230.33091526,-230.32978041,Type_2
0116_14,3,2,-230.33930527,-230.30411465,-230.29626704,Type_2
0116_17,3,2,-230.37073924,-230.32213104,-230.31810595,Type_2
0116_2,3,2,-230.49082245,-230.3003397,-230.29799654,Type_2
0116_3,3,2,-230.47910911,-230.30093013,-230.30010096,Type_2
0116_4,2,3,-230.48717641,-230.31940751,-230.31855571,Type_2
0116_5,3,2,-230.40023956,-230.32203276,-230.31784766,Type_2
0116_6,3,2,-230.4456125,-230.31904544,-230.31481431,Type_2
0116_7,3,2,-230.37549043,-230.32525216,-230.32116582,Type_2
0116_9,3,2,-230.39154281,-230.2915709,-230.28768754,Type_2
0117_2,3,2,-230.45329535,-230.32839141,-230.32152446,Type_1
0117_4,3,2,-230.44120489,-230.333047,-230.32997548,Type_1
0117_6,3,2,-230.44114308,-230.32965662,-230.32663512,Type_1
0118_10,3,2,-230.45318097,-230.33778205,-230.33569346,Type_1
0118_2,3,2,-230.46000978,-230.35390391,-230.34002143,Type_1
0118_3,3,2,-230.45179787,-230.35011519,-230.33847019,Type_1
0118_5,3,2,-230.45701257,-230.35288902,-230.34745237,Type_1
0118_9,3,2,-230.42329366,-230.33058707,-230.32254142,Type_1
0119_2,3,2,-230.47502822,-230.33217037,-230.32866803,Type_1
0119_4,3,2,-230.37809139,-230.3073026,-230.30478304,Type_1
0120_2,3,2,-230.43130001,-230.32663168,-230.32437544,Type_1
0120_4,3,2,-230.39799977,-230.31713662,-230.31382535,Type_1
0122_2,3,2,-230.45186986,-230.34197599,-230.33862451,Type_1
0122_3,3,2,-230.4176769,-230.32175111,-230.32141733,Type_1
0122_4,3,2,-230.44321368,-230.35335281,-230.3479046,Type_1
0123_2,3,2,-230.45709245,-230.29737189,-230.2885946,Type_1
0123_3,3,2,-230.45458225,-230.3188512,-230.30969472,Type_1
0123_5,3,2,-230.44545223,-230.28234211,-230.27956683,Type_1
0123_6,3,2,-230.43578441,-230.29598842,-230.29273234,Type_1
0123_7,3,2,-230.4124867,-230.28002914,-230.27752309,Type_1
0124_2,3,2,-230.4287703,-230.33940575,-230.33329784,Type_1
0124_4,3,2,-230.40931503,-230.32586857,-230.32004079,Type_1
0124_8,3,2,-230.35341545,-230.30327446,-230.30095133,Type_2
0126_2,3,2,-230.47831789,-230.32435887,-230.31730866,Type_1
0126_3,3,2,-230.458529,-230.32312288,-230.31405218,Type_1
0126_4,3,2,-230.47337759,-230.32666656,-230.32494495,Type_1
0126_6,3,2,-230.42756416,-230.32724763,-230.32383688,Type_1
0127_2,3,2,-230.44921349,-230.34114968,-230.33997906,Type_1
0127_3,3,2,-230.41509245,-230.33961413,-230.33844832,Type_1
0128_2,3,2,-230.47741155,-230.30371296,-230.30253478,Type_2
0128_3,3,2,-230.47132268,-230.30909875,-230.30367422,Type_2
0128_4,3,2,-230.39564823,-230.32394898,-230.31770601,Type_2
0129_2,3,2,-230.47798401,-230.34093583,-230.34004734,Type_1
0129_3,3,2,-230.43872649,-230.33365309,-230.33063415,Type_1
0130_2,3,2,-230.42351309,-230.31702042,-230.31544098,Type_1
0130_3,3,2,-230.41099072,-230.30681067,-230.30322844,Type_1
0130_4,3,2,-230.44181475,-230.33535289,-230.3348162,Type_1
0131_2,3,2,-230.43492556,-230.33339666,-230.33166195,Type_1
0131_3,3,2,-230.43944551,-230.3374086,-230.3320427,Type_1
0131_4,3,2,-230.4396888,-230.34142993,-230.33537792,Type_1
0131_6,3,2,-230.41712528,-230.3242999,-230.31722251,Type_1
0131_8,3,2,-230.43834719,-230.33795596,-230.33693609,Type_1
0132_2,3,2,-230.36184369,-230.30485786,-230.30092154,Type_2
0132_3,3,2,-230.39179783,-230.30677149,-230.30570675,Type_2
0132_4,3,2,-230.37989767,-230.3145616,-230.30931827,Type_2
0134_2,3,2,-230.42848068,-230.3409408,-230.33687553,Type_1
0134_3,3,2,-230.43326209,-230.348647,-230.34464538,Type_1
0134_6,3,2,-230.45585965,-230.3335414,-230.33031819,Type_1
0134_8,3,2,-230.46715677,-230.34491183,-230.34266681,Type_1
0134_9,3,2,-230.46875797,-230.34766669,-230.34692747,Type_1
0135_2,3,2,-230.43021944,-230.35264625,-230.3424362,Type_1
0135_4,3,2,-230.40519327,-230.32270744,-230.31693398,Type_1
0135_6,3,2,-230.46601126,-230.32756418,-230.32636778,Type_1
0137_2,3,2,-230.459536,-230.31603918,-230.30958382,Type_1
0137_3,3,2,-230.47342689,-230.34317865,-230.33178277,Type_1
0137_5,3,2,-230.42336463,-230.32831598,-230.32699173,Type_1
0138_2,3,2,-230.43182381,-230.32000733,-230.31953675,Type_1
0139_3,3,2,-230.48998573,-230.31181136,-230.31162765,Type_1
0139_4,3,2,-230.48150221,-230.30936483,-230.3017298,Type_1
0139_5,3,2,-230.42687783,-230.31421684,-230.30942482,Type_1
0140_2,3,2,-230.47439381,-230.33564658,-230.32649878,Type_1
0140_5,3,2,-230.42841178,-230.34450817,-230.34126771,Type_1
0140_6,3,2,-230.40110041,-230.3247442,-230.31963764,Type_1
0140_9,3,2,-230.45179163,-230.33947587,-230.33578405,Type_1
0141_2,3,2,-230.42179305,-230.34304674,-230.33926838,Type_2
