IC_Spawn,from_state,to_state,singlet_1,singlet_2,singlet_3,meci_type
0141_4,3,2,-230.42679892,-230.33737836,-230.33267218,Type_2
0141_5,3,2,-230.43732075,-230.33006681,-230.32986486,Type_2
0141_8,3,2,-230.42698983,-230.33707989,-230.33372623,Type_2
0142_2,3,2,-230.46921058,-230.33115485,-230.32514497,Type_1
0142_4,3,2,-230.41164184,-230.32788873,-230.32464543,Type_1
0142_6,3,2,-230.40751965,-230.33154095,-230.3314887,Type_1
0142_7,3,2,-230.3946251,-230.31383735,-230.30780207,Type_1
0142_8,3,2,-230.42554195,-230.3189972,-230.31750894,Type_1
0142_9,3,2,-230.46149568,-230.34888307,-230.34708607,Type_1
0143_3,3,2,-230.40768319,-230.34183421,-230.34163932,Type_2
0143_4,3,2,-230.39611911,-230.31040104,-230.30666813,Type_2
0143_5,3,2,-230.39592234,-230.3116617,-230.31062923,Type_2
0144_2,3,2,-230.44558955,-230.34370197,-230.33739021,Type_2
0144_5,3,2,-230.44052616,-230.33439543,-230.3295856,Type_1
0144_6,3,2,-230.447919,-230.3270083,-230.3259776,Type_1
0144_7,3,2,-230.45227792,-230.32117731,-230.31986173,Type_1
0146_10,3,2,-230.4338929,-230.33927056,-230.33855735,Type_1
0146_2,3,2,-230.46663173,-230.35762196,-230.34629561,Type_1
0146_4,3,2,-230.42962115,-230.33884363,-230.32696676,Type_1
0146_6,3,2,-230.41810173,-230.30855337,-230.30285109,Type_1
0147_2,3,2,-230.45124436,-230.33899238,-230.33741945,Type_1
0147_3,3,2,-230.43894029,-230.33624517,-230.33522234,Type_1
0148_2,3,2,-230.48985358,-230.36556224,-230.35656916,Type_1
0148_4,3,2,-230.41957613,-230.33889522,-230.32707161,Type_1
0148_6,3,2,-230.41955413,-230.34076617,-230.33316984,Type_1
0148_8,3,2,-230.41905206,-230.32818974,-230.32404173,Type_1
0148_9,3,2,-230.40788173,-230.3166218,-230.31299447,Type_1
0149_10,3,2,-230.46137303,-230.31646897,-230.31516584,Type_1
0149_2,3,2,-230.4497596,-230.30108853,-230.29678312,Type_2
0149_4,3,2,-230.44003474,-230.35444764,-230.35131288,Type_1
0149_5,3,2,-230.41931642,-230.30786486,-230.30539591,Type_1
0149_7,3,2,-230.51025423,-230.33382597,-230.3308088,Type_1
0149_8,3,2,-230.49309874,-230.30513317,-230.3038845,Type_1
0150_2,3,2,-230.47823974,-230.33021819,-230.32405511,Type_2
0150_4,3,2,-230.43773463,-230.31456399,-230.31247992,Type_2
0150_5,3,2,-230.44939113,-230.32391363,-230.32144708,Type_2
0150_6,3,2,-230.43099873,-230.30155195,-230.30077322,Type_2
0151_2,3,2,-230.40817604,-230.31600565,-230.31202478,Type_2
0151_3,3,2,-230.42066515,-230.32621368,-230.31945026,Type_2
0151_4,3,2,-230.41037702,-230.34096941,-230.33421802,Type_2
0151_5,3,2,-230.40081317,-230.32652337,-230.32066621,Type_2
0151_8,3,2,-230.41475566,-230.30656205,-230.30573642,Type_2
0152_2,3,2,-230.48492251,-230.34240189,-230.33973339,Type_1
0152_3,3,2,-230.40879399,-230.31754631,-230.31436445,Type_1
0152_4,3,2,-230.40719614,-230.31860929,-230.31821876,Type_1
0153_10,3,2,-230.46739717,-230.33637672,-230.33274411,Type_1
0153_19,3,2,-230.42749689,-230.31079193,-230.31011381,Type_1
0153_2,3,2,-230.46894823,-230.30913479,-230.30252316,Type_2
0153_3,3,2,-230.45335903,-230.31074304,-230.30990082,Type_2
0153_4,2,3,-230.45540055,-230.31967527,-230.31850221,Type_2
0153_5,3,2,-230.42141432,-230.30953326,-230.30649558,Type_1
0153_6,3,2,-230.4563344,-230.33524554,-230.33332096,Type_1
0153_7,3,2,-230.46206955,-230.34049479,-230.33606934,Type_1
0153_8,3,2,-230.44952672,-230.32239715,-230.31639288,Type_1
0153_9,3,2,-230.4453058,-230.3235255,-230.31756666,Type_1
0154_11,3,2,-230.36981657,-230.28404025,-230.27846205,Type_2
0154_2,3,2,-230.38555648,-230.28330325,-230.27876218,Type_2
0154_3,3,2,-230.40754417,-230.32670263,-230.32431019,Type_2
0154_4,3,2,-230.35642066,-230.29272099,-230.28091264,Type_2
0154_6,3,2,-230.38250916,-230.31785722,-230.31150541,Type_2
0154_8,3,2,-230.42308516,-230.33016771,-230.3215685,Type_2
0155_11,3,2,-230.39074782,-230.3112089,-230.30437067,Type_1
0155_12,3,2,-230.39508671,-230.30381024,-230.30309718,Type_1
0155_13,3,2,-230.40614622,-230.32439492,-230.3165938,Type_1
0155_14,3,2,-230.43229897,-230.31838624,-230.31773892,Type_1
0155_2,3,2,-230.48653282,-230.34244571,-230.33292911,Type_1
0155_4,3,2,-230.45632867,-230.33667971,-230.33180959,Type_1
0155_6,2,3,-230.44227101,-230.32984074,-230.32619149,Type_1
0155_7,3,2,-230.39902144,-230.31528372,-230.31425567,Type_1
0155_8,3,2,-230.41204575,-230.309309,-230.3092372,Type_1
0155_9,3,2,-230.3827837,-230.29218936,-230.28759814,Type_1
0156_2,3,2,-230.45414967,-230.33026553,-230.33019952,Type_1
0156_3,3,2,-230.44396836,-230.34757108,-230.34730833,Type_1
0157_13,3,2,-230.4481574,-230.33990812,-230.3358612,Type_1
0157_14,3,2,-230.44963492,-230.34054024,-230.33551054,Type_1
0157_18,3,2,-230.44781984,-230.34848336,-230.34735411,Type_1
0157_2,3,2,-230.46385965,-230.33605165,-230.32277456,Type_1
0157_4,3,2,-230.45392582,-230.36748275,-230.34668706,Type_1
0157_6,2,3,-230.39248662,-230.30898899,-230.29791522,Type_1
0157_7,3,2,-230.39712473,-230.32082143,-230.31528369,Type_1
0157_8,3,2,-230.42080367,-230.32700853,-230.32679682,Type_1
0158_2,3,2,-230.43376519,-230.27968595,-230.27928302,Type_1
0158_3,3,2,-230.44442867,-230.31948389,-230.31493779,Type_1
0158_4,3,2,-230.44205485,-230.32093299,-230.3177183,Type_1
0159_2,3,2,-230.40232874,-230.32349021,-230.32277044,Type_2
0159_3,3,2,-230.41056305,-230.33645089,-230.33083672,Type_2
0159_4,3,2,-230.41359397,-230.32602817,-230.32073213,Type_2
0160_2,3,2,-230.42828029,-230.32444946,-230.32147864,Type_2
0160_3,3,2,-230.43252407,-230.35142361,-230.341052,Type_2
0160_6,3,2,-230.40653674,-230.33706954,-230.33004599,Type_2
0160_8,3,2,-230.41216367,-230.32600779,-230.32505154,Type_2
0161_2,3,2,-230.41471584,-230.33237451,-230.33119441,Type_2
0161_3,3,2,-230.39259781,-230.31068335,-230.30891233,Type_2
0162_2,3,2,-230.31688899,-230.24168752,-230.23984319,Type_1
0162_3,3,2,-230.40550496,-230.30600762,-230.29913936,Type_1
0162_4,3,2,-230.38703319,-230.27071157,-230.26593069,Type_1
0163_2,3,2,-230.41590277,-230.32107411,-230.32057786,Type_1
0164_2,3,2,-230.40164579,-230.30553439,-230.30420305,Type_2
0164_3,3,2,-230.37552776,-230.29341037,-230.29202777,Type_2
0164_5,3,2,-230.39535781,-230.32077025,-230.31856895,Type_2
0165_2,3,2,-230.39496119,-230.32854095,-230.31830297,Type_2
0165_3,3,2,-230.41174913,-230.33915226,-230.33822903,Type_2
0166_2,3,2,-230.43705044,-230.33458003,-230.3322096,Type_1
0166_3,3,2,-230.45563347,-230.33924484,-230.33439411,Type_1
0166_4,3,2,-230.4711304,-230.3369181,-230.33412905,Type_1
0167_2,3,2,-230.51377824,-230.35725792,-230.3535338,Type_1
0167_3,3,2,-230.47878571,-230.3496567,-230.3460228,Type_1
0167_6,3,2,-230.43092055,-230.33500665,-230.33422553,Type_1
0168_2,3,2,-230.45875218,-230.29969089,-230.29805274,Type_2
0168_5,3,2,-230.48411786,-230.36053146,-230.35989357,Type_1
0169_2,3,2,-230.47294586,-230.32875596,-230.3258957,Type_1
0169_4,3,2,-230.45247445,-230.33876256,-230.32897791,Type_1
0169_6,2,3,-230.42438598,-230.34504492,-230.32462401,Type_1
0169_7,3,2,-230.41442319,-230.32329554,-230.32051096,Type_1
0170_2,3,2,-230.35989974,-230.27538601,-230.27411418,Type_1
0170_3,3,2,-230.37960741,-230.30725855,-230.30054251,Type_1
0170_5,3,2,-230.42425515,-230.31635058,-230.29963621,Type_1
0170_6,3,2,-230.47061019,-230.33255445,-230.32891334,Type_1
0171_2,3,2,-230.42900442,-230.31954017,-230.31374049,Type_2
0171_3,3,2,-230.41804404,-230.32701956,-230.32327622,Type_2
0171_4,3,2,-230.36610178,-230.3121425,-230.31073854,Type_2
0171_5,3,2,-230.37936224,-230.32722324,-230.32525738,Type_2
0171_7,3,2,-230.3973079,-230.33632882,-230.33498129,Type_2
0171_9,3,2,-230.40965895,-230.32619404,-230.3212932,Type_2
0172_2,3,2,-230.39104923,-230.31758207,-230.30664764,Type_1
0172_3,3,2,-230.36743244,-230.27218592,-230.2703146,Type_1
0172_4,3,2,-230.44075974,-230.33507337,-230.33285524,Type_1
0173_10,2,3,-230.45883924,-230.33770413,-230.33248591,Type_1
0173_11,3,2,-230.47167587,-230.33141813,-230.32534688,Type_1
0173_12,3,2,-230.46891575,-230.33731912,-230.33673264,Type_1
0173_2,3,2,-230.47366013,-230.33713461,-230.33172942,Type_1
0173_4,3,2,-230.44770532,-230.3316946,-230.32903982,Type_1
0173_5,3,2,-230.44750084,-230.3388797,-230.33764959,Type_1
0174_2,3,2,-230.42456263,-230.30927682,-230.3079636,Type_1
0174_3,3,2,-230.44885924,-230.33316145,-230.32814066,Type_1
0174_4,3,2,-230.44227163,-230.3218407,-230.31830855,Type_1
0175_2,3,2,-230.41166967,-230.31916014,-230.31480575,Type_1
0175_3,3,2,-230.40630968,-230.326983,-230.32055405,Type_1
0175_6,3,2,-230.45917065,-230.3234931,-230.32286874,Type_1
0175_7,3,2,-230.46830402,-230.33844134,-230.33574475,Type_1
0176_10,3,2,-230.45526375,-230.33906589,-230.33863634,Type_1
0176_2,3,2,-230.46725187,-230.32355432,-230.3172253,Type_3
0176_6,3,2,-230.44839199,-230.32763165,-230.32013653,Type_1
0176_7,3,2,-230.47346728,-230.34871715,-230.3389431,Type_1
0176_8,3,2,-230.44637869,-230.33894695,-230.32945901,Type_1
0177_2,3,2,-230.39469124,-230.31303002,-230.31000928,Type_1
0177_3,3,2,-230.40524704,-230.31926078,-230.30820969,Type_1
0177_4,3,2,-230.44598391,-230.34707499,-230.33784967,Type_1
0177_6,3,2,-230.41446153,-230.31372268,-230.30626828,Type_1
0177_8,3,2,-230.4447637,-230.33344514,-230.33105293,Type_1
0178_2,3,2,-230.49493626,-230.34598137,-230.34319867,Type_1
0178_3,3,2,-230.41453144,-230.3170594,-230.30768446,Type_1
0178_4,3,2,-230.39171542,-230.29804586,-230.29707055,Type_1
0180_2,3,2,-230.45442101,-230.30684779,-230.29779411,Type_1
0180_4,3,2,-230.42001312,-230.33944076,-230.33902337,Type_1
0180_6,2,3,-230.40867902,-230.32715289,-230.30643045,Type_1
0180_7,3,2,-230.39584035,-230.30667484,-230.30635396,Type_1
0181_2,3,2,-230.44012494,-230.32450522,-230.32210691,Type_1
0182_2,3,2,-230.49396099,-230.36216614,-230.35601301,Type_1
0182_3,3,2,-230.47435033,-230.34117174,-230.33682247,Type_1
0182_5,3,2,-230.46698294,-230.34734295,-230.34626451,Type_1
0183_2,3,2,-230.40425167,-230.32423026,-230.32147459,Type_2
0183_3,3,2,-230.38425853,-230.3200221,-230.31706269,Type_2
0183_6,3,2,-230.39238814,-230.32536622,-230.32160963,Type_2
0184_2,3,2,-230.44515825,-230.3003299,-230.29665735,Type_1
0184_4,3,2,-230.40148405,-230.3012342,-230.29840326,Type_1
0185_2,3,2,-230.44389109,-230.34806425,-230.33956647,Type_1
0185_3,3,2,-230.42737828,-230.33310057,-230.33068611,Type_1
0185_4,3,2,-230.44358312,-230.34461932,-230.33816151,Type_1
0185_7,3,2,-230.44164338,-230.34720346,-230.34627016,Type_1
0186_10,3,2,-230.40321009,-230.31714256,-230.31394943,Type_1
0186_2,3,2,-230.45749361,-230.30590203,-230.29593906,Type_1
0186_3,3,2,-230.45432624,-230.31759434,-230.31087735,Type_1
0186_4,3,2,-230.43160293,-230.3178791,-230.3072612,Type_1
0186_7,3,2,-230.42666483,-230.32191487,-230.31462362,Type_1
0186_9,2,3,-230.46063988,-230.34589217,-230.33779007,Type_1
0187_2,3,2,-230.4481535,-230.29582503,-230.29328243,Type_1
0187_4,3,2,-230.3938827,-230.30377468,-230.29690733,Type_1
0187_6,3,2,-230.37701242,-230.29890536,-230.29827073,Type_1
0188_10,3,2,-230.47462261,-230.35472595,-230.3536339,Type_1
0188_2,3,2,-230.46191473,-230.3157538,-230.31438261,Type_3
0188_4,2,3,-230.48169891,-230.32866823,-230.32522736,Type_3
0188_5,3,2,-230.46019794,-230.34481589,-230.33802247,Type_1
0188_6,3,2,-230.44089297,-230.33677842,-230.33358613,Type_1
0188_9,3,2,-230.46799676,-230.33402313,-230.33393799,Type_1
0189_2,3,2,-230.41123283,-230.32003407,-230.31583026,Type_2
0189_3,3,2,-230.38069147,-230.32458753,-230.32255485,Type_2
0189_5,3,2,-230.37491196,-230.31844793,-230.31565856,Type_2
0189_7,3,2,-230.42665679,-230.32331395,-230.31878158,Type_2
0190_2,3,2,-230.49468215,-230.32715888,-230.32602048,Type_2
0190_3,3,2,-230.51082287,-230.33666553,-230.33294329,Type_2
0190_8,3,2,-230.38807934,-230.32120396,-230.31928913,Type_2
0191_2,3,2,-230.46651036,-230.32230496,-230.3202619,Type_1
0191_3,3,2,-230.44687431,-230.34389143,-230.33689319,Type_1
0191_6,3,2,-230.39757335,-230.31345114,-230.31116181,Type_1
0191_7,3,2,-230.41201738,-230.3226104,-230.32082868,Type_1
0192_2,3,2,-230.47017539,-230.34852603,-230.34724369,Type_1
0192_3,3,2,-230.47794915,-230.34042086,-230.33404666,Type_1
0192_4,3,2,-230.47776479,-230.34088321,-230.33455984,Type_1
0192_5,3,2,-230.48381032,-230.36222292,-230.36149599,Type_1
0193_11,3,2,-230.40409052,-230.31637014,-230.30886407,Type_1
0193_13,3,2,-230.40636916,-230.29436948,-230.29061853,Type_1
0193_14,3,2,-230.41560775,-230.3050554,-230.30215397,Type_1
0193_2,3,2,-230.44365122,-230.30941761,-230.30362712,Type_1
0193_5,3,2,-230.45647332,-230.33100147,-230.32128537,Type_1
0193_8,3,2,-230.39823566,-230.30712796,-230.29554522,Type_1
0193_9,3,2,-230.40211638,-230.31685179,-230.31166169,Type_1
0194_2,3,2,-230.51644748,-230.33620969,-230.33209933,Type_1
0194_3,3,2,-230.50665322,-230.36026584,-230.35399041,Type_1
0194_5,3,2,-230.47918541,-230.35070749,-230.34821308,Type_1
0196_2,3,2,-230.39683049,-230.32907601,-230.32712753,Type_2
0196_5,3,2,-230.44052406,-230.3254172,-230.3201878,Type_1
0196_6,3,2,-230.42213172,-230.32566814,-230.32435075,Type_1
0198_2,3,2,-230.40458929,-230.31200658,-230.30029508,Type_1
0198_5,3,2,-230.41566807,-230.31186506,-230.30357282,Type_1
0198_6,3,2,-230.42121381,-230.29347206,-230.28743443,Type_1
0198_7,3,2,-230.42354712,-230.32122807,-230.31954066,Type_1
0199_2,3,2,-230.38784248,-230.32293422,-230.31392721,Type_2
0199_3,3,2,-230.37542685,-230.30287174,-230.29353691,Type_2
0199_4,3,2,-230.39219513,-230.32167056,-230.31422438,Type_2
0199_5,3,2,-230.40597665,-230.31357798,-230.31242357,Type_2
0199_9,3,2,-230.37295803,-230.32994949,-230.32715274,Type_2
0200_2,3,2,-230.38635786,-230.31958783,-230.31146908,Type_2
0200_4,3,2,-230.38816434,-230.32132178,-230.31495196,Type_2
0200_5,3,2,-230.38382416,-230.29750729,-230.29257583,Type_2
0200_6,3,2,-230.41158415,-230.32902287,-230.32866229,Type_2
