IC_Spawn,singlet_1,singlet_2,meci_type
0657_2,-77.75395914,-77.74834237,Twist
0657_3,-77.79974242,-77.7975751,Twist
0658_2,-77.73615939,-77.73455018,Twist
0659_2,-77.67679181,-77.67282292,Ethylidene_Bent
0659_3,-77.69012947,-77.68597349,H_Dissociation
0660_2,-77.78112742,-77.77788293,Twist
0660_3,-77.75615916,-77.75591216,Ethylidene_Bent
0661_2,-77.70458864,-77.69352861,Twist
0662_2,-77.67214109,-77.67112992,Ethylidene_Straight
0662_3,-77.6833109,-77.67752966,Twist
0662_4,-77.78122779,-77.77060593,Twist
0662_5,-77.74525421,-77.74397475,Twist
0662_6,-77.70491138,-77.7046805,Ethylidene_Bent
0663_2,-77.69571101,-77.69199003,Ethylidene_Straight
0663_3,-77.74259191,-77.73721864,Twist
0664_2,-77.70960166,-77.70711043,Ethylidene_Straight
0664_3,-77.70282009,-77.69703955,Ethylidene_Bent
0665_2,-77.7765715,-77.77323089,Twist
0665_3,-77.76812707,-77.75966415,Twist
0665_4,-77.73459385,-77.73179096,Twist
0666_2,-77.73311476,-77.728713,Twist
0666_3,-77.77978873,-77.77764571,Ethylidene_Bent
0667_2,-77.66937517,-77.66494616,H_Dissociation
0667_3,-77.67076661,-77.66760856,Ethylidene_Straight
0668_2,-77.70747277,-77.70594211,Ethylidene_Bent
0669_2,-77.7672472,-77.76281685,Twist
0669_3,-77.8474069,-77.847127,Ethylidene_Straight
0669_4,-77.7787874,-77.77805089,Ethylidene_Straight
0669_5,-77.79532283,-77.79280896,Ethylidene_Bent
0670_2,-77.78076295,-77.77477625,Twist
0670_3,-77.79163359,-77.78519686,Twist
0670_4,-77.75711682,-77.74749757,Twist
0670_5,-77.80440412,-77.80035701,Ethylidene_Bent
0671_2,-77.78322388,-77.78259721,Twist
0671_3,-77.73824229,-77.73405353,Twist
0672_2,-77.72810361,-77.72376853,Twist
0672_3,-77.72739674,-77.72164619,Twist
0673_2,-77.77265293,-77.76576271,Twist
0673_3,-77.69885591,-77.69346029,Twist
0673_4,-77.79415369,-77.7940557,Ethylidene_Straight
0673_5,-77.7420584,-77.74146075,Ethylidene_Bent
0674_2,-77.82192629,-77.82008779,Ethylidene_Bent
0674_3,-77.78286822,-77.78082636,Ethylidene_Bent
0674_4,-77.78701993,-77.78598031,Ethylidene_Bent
0675_2,-77.7119669,-77.70501966,H_Dissociation
0675_3,-77.70345402,-77.69932939,H_Dissociation
0675_4,-77.70010043,-77.69779466,Ethylidene_Bent
0676_2,-77.76345016,-77.7615317,Twist
0677_2,-77.82675294,-77.82643734,Ethylidene_Straight
0677_3,-77.82680335,-77.82494097,Ethylidene_Straight
0677_4,-77.81020153,-77.80351943,Twist
0678_2,-77.75056303,-77.74296719,Twist
0678_3,-77.72086574,-77.71748354,Ethylidene_Straight
0678_4,-77.70218895,-77.69613792,Ethylidene_Straight
0679_2,-77.6884581,-77.68338858,H_Dissociation
0679_3,-77.68600903,-77.68352129,H_Dissociation
0679_4,-77.71461163,-77.71194741,Twist
0680_2,-77.73572501,-77.73364098,Ethylidene_Bent
0680_3,-77.74394803,-77.74352795,Ethylidene_Straight
0680_4,-77.71087988,-77.70453631,H_Dissociation_Ethylidene
0680_5,-77.71288884,-77.71179124,Ethylidene_Bent
0682_2,-77.75126958,-77.74771093,Twist
0683_2,-77.68172666,-77.67478557,H_Dissociation
0683_3,-77.72900579,-77.72282702,Ethylidene_Bent
0683_4,-77.82084604,-77.82020916,Ethylidene_Bent
0683_5,-77.84988534,-77.84927076,Ethylidene_Bent
0684_2,-77.72142889,-77.71507112,H_Dissociation
0684_3,-77.7975032,-77.78813473,Twist
0684_4,-77.77315682,-77.77070286,Twist
0685_2,-77.75282406,-77.75229853,Ethylidene_Bent
0685_3,-77.76847372,-77.76602546,Ethylidene_Bent
0686_2,-77.72363163,-77.71527881,Ethylidene_Bent
0686_3,-77.76840378,-77.75957377,Twist
0686_4,-77.84083921,-77.84069851,Ethylidene_Bent
0686_5,-77.79802399,-77.79281573,Twist
0687_2,-77.82088132,-77.81937033,Ethylidene_Bent
0687_3,-77.80498947,-77.80382199,0032_5
0687_4,-77.77648439,-77.77569018,Ethylidene_Straight
0687_5,-77.812155,-77.80978589,Ethylidene_Bent
0688_2,-77.82055933,-77.82005233,Ethylidene_Bent
0688_3,-77.77908438,-77.77864444,Ethylidene_Bent
0689_2,-77.71456805,-77.71230627,H_Dissociation
0689_3,-77.70280287,-77.69854253,H_Dissociation
0691_2,-77.71384141,-77.71184319,Twist
0691_3,-77.69583371,-77.6952614,Twist
0692_2,-77.75980105,-77.75699635,Twist
0693_2,-77.73081431,-77.7303432,Ethylidene_Straight
0693_3,-77.72131027,-77.71653341,Ethylidene_Bent
0693_4,-77.69167828,-77.69078793,Ethylidene_Bent
0693_5,-77.72111753,-77.71921002,Ethylidene_Bent
0694_2,-77.76039187,-77.75904331,Twist
0695_2,-77.80179019,-77.79753618,Twist
0695_3,-77.72428278,-77.722168,Twist
0696_2,-77.78738578,-77.78727769,Ethylidene_Straight
0697_2,-77.8102623,-77.80987485,Ethylidene_Straight
0698_2,-77.72144381,-77.71608334,H_Dissociation
0698_3,-77.68174745,-77.67428424,H_Dissociation
0698_4,-77.70974872,-77.69911868,H_Dissociation
0699_2,-77.73133116,-77.72576649,Twist
0699_3,-77.75911207,-77.75676686,Twist
0700_2,-77.72843558,-77.72361291,Twist
0700_3,-77.68242044,-77.68154544,Twist
0701_2,-77.70514554,-77.70459382,Twist
0702_2,-77.78745006,-77.78507498,Ethylidene_Straight
0702_3,-77.72105416,-77.71905419,Twist
0703_2,-77.78764182,-77.7857135,Ethylidene_Bent
0703_3,-77.76477591,-77.76259356,Ethylidene_Straight
0703_4,-77.72696671,-77.72377488,Ethylidene_Straight
0704_2,-77.73838386,-77.73008312,Twist
0704_3,-77.7623901,-77.75866575,Twist
0705_3,-77.72269753,-77.71853235,H_Dissociation
0705_4,-77.6963765,-77.68800705,Ethylidene_Bent
0705_5,-77.70197759,-77.69874067,Ethylidene_Straight
0706_2,-77.7247541,-77.72197839,CC_Dissociation
0707_2,-77.69775964,-77.68864216,Ethylidene_Straight
0707_3,-77.70188265,-77.69992743,Twist
0708_2,-77.73577654,-77.73343484,Twist
0709_2,-77.70054544,-77.6926218,H_Dissociation
0709_3,-77.67982476,-77.67703074,H_Dissociation
0709_4,-77.68790058,-77.68685776,H_Dissociation
0710_10,-77.68037504,-77.68006908,CC_Dissociation
0710_2,-77.70063996,-77.70039758,CC_Dissociation
0710_3,-77.68426212,-77.68396099,CC_Dissociation
0710_4,-77.69941383,-77.69911268,CC_Dissociation
0710_5,-77.70821441,-77.70789288,CC_Dissociation
0710_6,-77.69726458,-77.69696401,CC_Dissociation
0710_7,-77.69867915,-77.69840124,CC_Dissociation
0710_8,-77.69876279,-77.69846465,CC_Dissociation
0710_9,-77.69047268,-77.69015901,CC_Dissociation
0711_2,-77.84187272,-77.84100231,Ethylidene_Straight
0712_2,-77.75858865,-77.74990985,Twist
0712_3,-77.76271958,-77.76041468,Ethylidene_Straight
0712_4,-77.73041726,-77.72981926,Ethylidene_Straight
0712_5,-77.77347054,-77.77293207,Ethylidene_Bent
0713_2,-77.72438455,-77.71931528,H_Dissociation
0713_3,-77.68835375,-77.68578391,Ethylidene_Straight
0714_2,-77.73584729,-77.73181828,Twist
0714_3,-77.76112692,-77.75965541,Ethylidene_Straight
0715_2,-77.7484061,-77.73780061,Twist
0715_3,-77.7904256,-77.78118089,Twist
0715_4,-77.73976533,-77.73066926,Twist
0715_5,-77.78893102,-77.78045525,Twist
0715_6,-77.77868809,-77.77860894,Ethylidene_Bent
0715_7,-77.83047153,-77.8293365,Ethylidene_Bent
0717_2,-77.76876181,-77.76504488,Ethylidene_Bent
0717_3,-77.83940183,-77.83554013,Ethylidene_Bent
0718_2,-77.76004094,-77.75577855,Twist
0718_3,-77.76530346,-77.75737846,Twist
0719_2,-77.7061454,-77.70190903,Twist
0719_3,-77.75055989,-77.74395533,Twist
0720_2,-77.71489329,-77.70793333,H_Dissociation
0720_3,-77.70312649,-77.69565922,Ethylidene_Bent
0720_4,-77.68904712,-77.68182125,H_Dissociation
0720_5,-77.72080138,-77.71697614,H_Dissociation
0721_2,-77.70234793,-77.6979929,H_Dissociation
0721_3,-77.70740015,-77.69876869,H_Dissociation
0721_4,-77.69780086,-77.68940488,H_Dissociation
0721_5,-77.66934235,-77.66061915,Ethylidene_Straight
0722_2,-77.77643158,-77.77616011,Ethylidene_Straight
0722_3,-77.75988767,-77.75976457,Ethylidene_Bent
0722_4,-77.70451612,-77.7041701,Ethylidene_Bent
0722_5,-77.75463949,-77.75454638,Ethylidene_Bent
0722_6,-77.79350563,-77.79343504,Ethylidene_Bent
0722_7,-77.82515691,-77.82334314,Ethylidene_Bent
0723_2,-77.68249725,-77.67844539,H_Dissociation
0723_3,-77.70443956,-77.69697434,H_Dissociation
0723_4,-77.7070165,-77.69866417,H_Dissociation
0723_5,-77.69067147,-77.68836627,Twist
0724_2,-77.70578765,-77.70080719,Ethylidene_Straight
0724_3,-77.67316341,-77.67267355,H_Dissociation
0725_2,-77.69697722,-77.69499908,Twist
0726_2,-77.71426143,-77.70725117,Twist
0726_3,-77.78607417,-77.78323012,Ethylidene_Bent
0726_4,-77.715208,-77.71333024,Ethylidene_Straight
0727_2,-77.71159773,-77.71062149,Ethylidene_Bent
0727_3,-77.71730515,-77.7123382,Ethylidene_Bent
0728_2,-77.82583007,-77.82560508,Ethylidene_Bent
0728_3,-77.79472607,-77.78643562,Twist
0728_4,-77.79695409,-77.78970578,Twist
0728_5,-77.78290106,-77.77505715,Twist
0728_6,-77.74918015,-77.74655458,Ethylidene_Straight
0729_2,-77.73435494,-77.73399956,Twist
0729_3,-77.76743718,-77.76498963,Twist
0730_2,-77.78090689,-77.77623102,Twist
0730_3,-77.72270055,-77.72059352,Twist
0731_2,-77.7062157,-77.6985197,Ethylidene_Bent
0731_3,-77.81536464,-77.8100283,Twist
0732_2,-77.70781171,-77.70653159,Ethylidene_Bent
0733_2,-77.81218705,-77.80916039,Ethylidene_Bent
0734_2,-77.71831799,-77.71031783,Twist
0734_3,-77.73417224,-77.73139208,Ethylidene_Straight
0734_4,-77.72915672,-77.72815005,Ethylidene_Straight
0735_2,-77.7542429,-77.75300654,Twist
0736_2,-77.76316784,-77.76072976,Ethylidene_Bent
0736_3,-77.73719586,-77.73668734,Ethylidene_Bent
0737_2,-77.71950299,-77.71007128,H_Dissociation
0737_3,-77.84676191,-77.84614522,Ethylidene_Bent
0738_2,-77.73089166,-77.72954957,Twist
0738_3,-77.71075758,-77.70779633,Ethylidene_Bent
0738_4,-77.65091104,-77.64720396,Ethylidene_Bent
0739_2,-77.77435814,-77.76531327,Twist
0739_3,-77.69015308,-77.68321288,Twist
0739_4,-77.68853072,-77.68827707,Twist
0739_5,-77.69940037,-77.69506614,H_Dissociation
0740_2,-77.8089925,-77.80225087,Twist
0740_3,-77.79602933,-77.79549911,Ethylidene_Straight
0740_4,-77.80487365,-77.80473229,Ethylidene_Straight
0741_2,-77.74871783,-77.74442362,Twist
0741_3,-77.71876621,-77.71381854,Twist
0742_2,-77.67271166,-77.67252765,CC_Dissociation
0742_3,-77.66184862,-77.66176884,CC_Dissociation
0742_4,-77.66700951,-77.66700399,CC_Dissociation
0743_2,-77.72088858,-77.72021104,H_Dissociation
0743_3,-77.72091431,-77.71084891,H_Dissociation
0743_4,-77.70509029,-77.7032156,Ethylidene_Bent
0744_2,-77.80300998,-77.80079147,Twist
0745_2,-77.77017942,-77.76482767,Twist
0745_3,-77.81976575,-77.81305575,Twist
0746_2,-77.72502983,-77.72234911,Twist
0746_3,-77.76955232,-77.7686466,Ethylidene_Straight
0746_4,-77.74459808,-77.74242581,Ethylidene_Straight
0746_5,-77.82365363,-77.81949816,Ethylidene_Bent
0746_6,-77.73190994,-77.72936901,Ethylidene_Bent
0748_2,-77.72956959,-77.72562347,Twist
0748_3,-77.72840067,-77.72618189,Twist
0749_2,-77.74281239,-77.7331588,Twist
0749_3,-77.7921533,-77.78991866,Twist
0750_2,-77.75339114,-77.75302911,Twist
0750_3,-77.85190721,-77.85031542,Ethylidene_Straight
0751_2,-77.72372025,-77.71962256,Twist
0751_3,-77.74104666,-77.74051999,Ethylidene_Bent
0751_4,-77.80158939,-77.79938308,Ethylidene_Straight
0751_5,-77.73449578,-77.73366721,Ethylidene_Straight
0752_2,-77.67043587,-77.66512131,Twist
0752_3,-77.68014526,-77.67085692,Twist
0752_4,-77.68404311,-77.6833411,Twist
0753_2,-77.76524979,-77.76084363,Twist
0753_3,-77.72512276,-77.71973264,Twist
0753_4,-77.71480133,-77.712644,Twist
0754_2,-77.69442893,-77.69086908,Ethylidene_Straight
0754_3,-77.78295533,-77.78256952,Ethylidene_Bent
0755_2,-77.69675829,-77.69580412,Ethylidene_Straight
0756_2,-77.69112079,-77.67787219,H_Dissociation
0756_3,-77.72451653,-77.7241627,Ethylidene_Straight
0756_4,-77.72137096,-77.72109239,Ethylidene_Bent
0756_5,-77.69576277,-77.68852602,Ethylidene_Straight
0757_2,-77.79958227,-77.79008571,Twist
0757_3,-77.73920456,-77.7374373,Twist
0758_2,-77.797962,-77.7975774,Ethylidene_Straight
0758_3,-77.73582483,-77.7351929,Ethylidene_Straight
0759_10,-77.70024079,-77.70000394,CC_Dissociation
0759_11,-77.70176,-77.70155848,CC_Dissociation
0759_12,-77.70609321,-77.70598059,CC_Dissociation
0759_13,-77.69230667,-77.69198509,CC_Dissociation
0759_14,-77.68908941,-77.68879734,CC_Dissociation
0759_2,-77.73560274,-77.72174056,CC_Dissociation
0759_3,-77.69799109,-77.69771648,CC_Dissociation
0759_4,-77.70305332,-77.70278129,CC_Dissociation
0759_5,-77.69780538,-77.69769398,CC_Dissociation
0759_6,-77.69503229,-77.694778,CC_Dissociation
0759_7,-77.69403981,-77.69382174,CC_Dissociation
0759_8,-77.69364045,-77.69348613,CC_Dissociation
0759_9,-77.69130463,-77.69116884,CC_Dissociation
0760_2,-77.70116531,-77.69912778,Ethylidene_Straight
0761_2,-77.7672502,-77.75850654,Twist
0761_3,-77.72721577,-77.72127428,Twist
0761_4,-77.7910918,-77.79072351,Ethylidene_Straight
0761_5,-77.81055586,-77.80919611,Ethylidene_Straight
0762_2,-77.79756625,-77.79659585,Twist
0762_3,-77.7519909,-77.74593847,Twist
0762_4,-77.85119478,-77.84872965,Ethylidene_Bent
0762_5,-77.77539039,-77.77471573,Ethylidene_Bent
0763_2,-77.75097161,-77.74475234,Twist
0763_3,-77.7260115,-77.72594627,Twist
0764_2,-77.69121257,-77.66819513,Twist
0764_3,-77.72858955,-77.71837333,Twist
0764_4,-77.75364802,-77.75255676,Ethylidene_Bent
0764_5,-77.77495758,-77.77240531,Ethylidene_Bent
0765_2,-77.79047548,-77.78364163,Twist
0765_3,-77.81002431,-77.80784483,Ethylidene_Bent
0766_2,-77.70521386,-77.70017551,Twist
0766_3,-77.72051126,-77.71911673,Ethylidene_Bent
0767_2,-77.78927145,-77.77990135,Twist
0767_3,-77.81268664,-77.81117057,Twist
0767_4,-77.79001806,-77.78586952,Ethylidene_Straight
0767_5,-77.77451419,-77.76963625,Ethylidene_Bent
0768_2,-77.72622826,-77.72267356,Twist
0768_3,-77.75803749,-77.75224736,Twist
0769_2,-77.71119723,-77.7005629,Twist
0769_3,-77.73977707,-77.73754924,Twist
0770_2,-77.75133475,-77.74429538,Twist
0770_3,-77.807491,-77.80712359,Ethylidene_Straight
0770_4,-77.74924732,-77.74453237,Ethylidene_Bent
0770_5,-77.8218927,-77.82121857,Ethylidene_Straight
0771_2,-77.75484403,-77.74849542,Twist
0771_3,-77.79644162,-77.78934548,Twist
0771_4,-77.79115805,-77.78476886,Twist
0771_5,-77.78966147,-77.78660274,Twist
0772_2,-77.78200519,-77.77935944,Twist
0773_2,-77.70408038,-77.69137337,CC_Dissociation
0773_3,-77.66510535,-77.66489145,CC_Dissociation
0773_4,-77.67384421,-77.6734554,Twist
0774_2,-77.70728767,-77.70447884,Ethylidene_Straight
0775_2,-77.73608625,-77.73185312,Twist
0775_3,-77.75070262,-77.73984149,Twist
0775_4,-77.75555188,-77.75529416,Twist
0775_5,-77.77183051,-77.77153458,Twist
0776_2,-77.69238815,-77.68923149,Ethylidene_Bent
0776_3,-77.71997151,-77.71833848,Ethylidene_Straight
0776_4,-77.75593252,-77.75589798,Ethylidene_Straight
0776_5,-77.73731059,-77.73430589,Ethylidene_Bent
0776_6,-77.68603991,-77.68509816,Ethylidene_Straight
0777_2,-77.71929219,-77.71205569,H_Dissociation
0777_3,-77.72521895,-77.72366514,H_Dissociation
0777_4,-77.76510162,-77.75994848,Twist
0777_5,-77.7489968,-77.74272584,Twist
0778_2,-77.70173334,-77.69944246,Ethylidene_Bent
0778_3,-77.73042829,-77.73026025,Ethylidene_Straight
0778_4,-77.74581396,-77.74034985,Ethylidene_Bent
0779_2,-77.69267765,-77.68353297,H_Dissociation
0779_3,-77.69292796,-77.68810882,Ethylidene_Straight
0779_4,-77.72309259,-77.72058227,Ethylidene_Bent
0780_2,-77.74266984,-77.73212223,Twist
0780_3,-77.73519826,-77.72694936,Twist
0780_4,-77.74732354,-77.7396878,Twist
0780_5,-77.76851209,-77.75980475,Twist
0780_6,-77.78559439,-77.77743878,Twist
0781_2,-77.78024473,-77.76730453,Ethylidene_Straight
0781_3,-77.73677713,-77.73105974,Twist
0781_4,-77.73454033,-77.72714206,Ethylidene_Bent
0781_5,-77.79743488,-77.79546711,Ethylidene_Bent
0781_6,-77.76908419,-77.76898073,Ethylidene_Bent
0781_7,-77.75941685,-77.75278338,Ethylidene_Bent
0781_8,-77.74692652,-77.73657391,Twist
0782_2,-77.70036639,-77.69715803,H_Dissociation
0782_3,-77.69544472,-77.69018502,H_Dissociation
0783_2,-77.7835525,-77.78136504,Twist
0784_2,-77.75633876,-77.75182181,Twist
0784_3,-77.73101377,-77.7290869,Twist
0785_2,-77.7086661,-77.70414812,Ethylidene_Straight
0785_3,-77.70591502,-77.69833088,Twist
0785_4,-77.76120112,-77.75830446,Twist
0786_2,-77.71544134,-77.71467912,Twist
0787_2,-77.71759228,-77.71670032,H_Dissociation
0788_2,-77.71204761,-77.71065314,H_Dissociation
0789_2,-77.6914355,-77.68663009,Ethylidene_Straight
0789_3,-77.7032729,-77.69695418,H_Dissociation
0790_2,-77.73573696,-77.73057351,Twist
0790_3,-77.75712688,-77.75605254,Ethylidene_Straight
0790_4,-77.80656057,-77.80552799,Ethylidene_Bent
0790_5,-77.78109319,-77.78005384,Ethylidene_Bent
0790_6,-77.69510929,-77.69502753,Ethylidene_Bent
0790_7,-77.74021831,-77.73979631,Ethylidene_Bent
0791_3,-77.72371123,-77.71974924,Ethylidene_Bent
0791_4,-77.71235651,-77.71169329,Ethylidene_Bent
0791_5,-77.80691805,-77.806104,Ethylidene_Straight
0792_2,-77.78872256,-77.78758277,Ethylidene_Straight
0792_3,-77.76380024,-77.76161236,Ethylidene_Bent
0792_4,-77.76099727,-77.75675886,Ethylidene_Straight
0793_2,-77.75029922,-77.74700836,Twist
0793_3,-77.76723473,-77.7640567,Twist
0794_2,-77.75666246,-77.75531088,Ethylidene_Bent
0794_3,-77.71116365,-77.70408979,Ethylidene_Straight
0794_4,-77.74297423,-77.74251929,Ethylidene_Bent
0795_2,-77.69767655,-77.6967431,CC_Dissociation
0796_3,-77.80320202,-77.8008397,Twist
0797_2,-77.70763772,-77.69977143,Ethylidene_Bent
0797_3,-77.69568089,-77.69346901,H_Dissociation
0798_2,-77.72315645,-77.721782,Ethylidene_Straight
0799_2,-77.67294994,-77.67165914,H_Dissociation
0800_2,-77.72601677,-77.72269031,Twist
0800_3,-77.76399182,-77.75966171,Ethylidene_Bent
0801_2,-77.76264009,-77.76157458,Ethylidene_Straight
0801_3,-77.8085511,-77.80750868,Ethylidene_Bent
0802_2,-77.73429455,-77.73286016,Ethylidene_Bent
0802_3,-77.78262593,-77.78196235,Ethylidene_Straight
0802_4,-77.8136552,-77.81121888,Ethylidene_Straight
0803_2,-77.73004098,-77.72226431,H_Dissociation
0803_3,-77.69485137,-77.69168499,H_Dissociation
0804_2,-77.7029486,-77.69136824,Ethylidene_Bent
0804_3,-77.72287552,-77.72024483,Ethylidene_Bent
0805_2,-77.71197904,-77.70970035,Twist
0805_3,-77.69403862,-77.68919903,Twist
0806_2,-77.78098404,-77.77115674,Twist
0806_3,-77.79538776,-77.79379645,Ethylidene_Bent
0806_4,-77.77804413,-77.77709855,Ethylidene_Bent
0807_2,-77.80807999,-77.80304308,Twist
0807_3,-77.79936379,-77.79868581,Twist
0807_4,-77.80269221,-77.79800536,Twist
0808_2,-77.76436221,-77.76191619,Twist
0809_2,-77.77634404,-77.77332725,Twist
0810_2,-77.7312237,-77.71789814,Twist
0810_3,-77.77556329,-77.77334761,Ethylidene_Bent
0810_4,-77.8376363,-77.83638016,Ethylidene_Bent
0811_2,-77.72234293,-77.71942975,Ethylidene_Straight
0811_3,-77.70940159,-77.70884083,H_Dissociation
0812_2,-77.7538674,-77.74983454,Twist
0812_3,-77.78550586,-77.78482057,Ethylidene_Bent
0813_2,-77.73630758,-77.73358815,Twist
0814_2,-77.779237,-77.7779369,Ethylidene_Bent
0814_3,-77.79688778,-77.79672035,Ethylidene_Straight
0814_4,-77.74549181,-77.74089776,Ethylidene_Straight
0814_5,-77.75181746,-77.74412504,Ethylidene_Bent
0814_6,-77.74543553,-77.74459748,Ethylidene_Straight
0815_2,-77.79026023,-77.78876876,Ethylidene_Bent
0815_3,-77.7313967,-77.73037494,Ethylidene_Straight
0815_4,-77.68896332,-77.67802245,Ethylidene_Straight
0815_5,-77.74292571,-77.73736694,Ethylidene_Straight
0815_6,-77.76609752,-77.76461318,Ethylidene_Bent
0816_3,-77.76800909,-77.76378782,Twist
0816_4,-77.80417113,-77.80356271,Twist
0817_2,-77.76728351,-77.76368072,Twist
0817_3,-77.71134175,-77.7108727,0341_3
0818_2,-77.6939171,-77.68647252,H_Dissociation
0818_3,-77.68653469,-77.6832861,Twist
0818_4,-77.67481697,-77.66618553,Twist
0818_5,-77.69178712,-77.68378853,Ethylidene_Bent
0819_2,-77.80689693,-77.79766822,Twist
0819_3,-77.80208787,-77.80106538,Ethylidene_Straight
0820_2,-77.6989359,-77.69208072,Twist
0820_3,-77.71310612,-77.70531315,Twist
0820_4,-77.69487034,-77.69391117,Twist
0820_5,-77.70112804,-77.69914834,Twist
0820_6,-77.67705034,-77.67141088,Ethylidene_Bent
0820_7,-77.72706628,-77.72293725,Twist
0821_2,-77.76622541,-77.76167169,Twist
0821_3,-77.69426602,-77.68502952,Ethylidene_Bent
0821_4,-77.72648927,-77.72077897,Twist
0821_5,-77.71344781,-77.71297143,Ethylidene_Bent
0822_2,-77.73131766,-77.73123253,Ethylidene_Bent
0822_3,-77.7276679,-77.72686697,Ethylidene_Straight
0823_2,-77.74766422,-77.74422297,Twist
0823_3,-77.73158215,-77.72818529,Twist
0824_2,-77.80478094,-77.80443551,Ethylidene_Bent
0824_3,-77.82373425,-77.82222856,Ethylidene_Bent
0824_4,-77.75216327,-77.75173322,Ethylidene_Straight
0825_2,-77.76383636,-77.76004722,Ethylidene_Bent
0825_3,-77.83716345,-77.8362073,Ethylidene_Bent
0826_2,-77.69886223,-77.69043818,Ethylidene_Straight
0826_3,-77.70455684,-77.69921932,Ethylidene_Straight
0826_4,-77.6751361,-77.67199934,H_Dissociation
0827_2,-77.7155714,-77.71002832,H_Dissociation
0827_3,-77.72181926,-77.71336154,Ethylidene_Bent
0827_4,-77.71162792,-77.69992984,H_Dissociation
0827_5,-77.71823557,-77.71106989,H_Dissociation
0827_6,-77.71271907,-77.70496741,H_Dissociation
0827_7,-77.69845195,-77.69707337,H_Dissociation
0828_2,-77.75364379,-77.75226042,Twist
0829_2,-77.75364784,-77.75145438,Ethylidene_Bent
0829_3,-77.81569991,-77.81462287,Ethylidene_Bent
0830_2,-77.70565752,-77.6976906,H_Dissociation
0830_3,-77.7022383,-77.69828423,Ethylidene_Straight
0830_4,-77.69442843,-77.6895115,H_Dissociation
0831_2,-77.75089813,-77.74309711,Twist
0831_3,-77.76067723,-77.75624665,Twist
0831_4,-77.74287878,-77.74034842,Twist
0832_2,-77.70229528,-77.70005804,H_Dissociation
0833_2,-77.77375147,-77.76969714,Twist
0833_3,-77.77302531,-77.76974833,0322_3
0834_2,-77.72187188,-77.71917072,Twist
0834_3,-77.77246597,-77.77172607,Ethylidene_Bent
0835_2,-77.68661064,-77.67990936,Twist
0835_3,-77.74237839,-77.73353612,Twist
0835_4,-77.71131119,-77.70193248,Twist
0835_5,-77.73980002,-77.73356113,Twist
0836_2,-77.72224468,-77.71891947,H_Dissociation
0836_3,-77.71548688,-77.71539781,H_Dissociation
0837_2,-77.76036665,-77.75166444,Twist
0837_3,-77.77086032,-77.7644092,Twist
0837_4,-77.76173485,-77.75978854,Twist
0838_2,-77.74867928,-77.74414907,Twist
0838_3,-77.72312008,-77.72287251,Ethylidene_Straight
0839_3,-77.70935044,-77.69899428,Twist
0839_4,-77.811685,-77.8027124,Twist
0839_5,-77.71964481,-77.71913876,Twist
0839_6,-77.74581514,-77.74562228,Ethylidene_Straight
0839_7,-77.79001143,-77.78984428,Ethylidene_Bent
0839_8,-77.74470969,-77.74418437,Ethylidene_Bent
0839_9,-77.72695689,-77.72426917,Ethylidene_Bent
0840_2,-77.73514686,-77.73205559,Twist
0840_3,-77.75822971,-77.74974994,Twist
0840_4,-77.75263188,-77.74851831,Twist
0841_2,-77.74026137,-77.73346143,Twist
0841_3,-77.81354747,-77.80743902,Twist
0841_4,-77.73226655,-77.72676613,Twist
0842_2,-77.64410866,-77.63637853,H_Dissociation
0842_3,-77.70141319,-77.69215268,H_Dissociation
0842_4,-77.76706237,-77.76474368,Twist
0843_2,-77.72346125,-77.72207383,H_Dissociation
0844_2,-77.80617918,-77.80602742,Ethylidene_Bent
0845_2,-77.76776184,-77.76726453,Twist
0845_3,-77.76901153,-77.76402209,Twist
0845_4,-77.74451048,-77.7376009,Twist
0845_5,-77.79222255,-77.79032207,Twist
0846_2,-77.70498925,-77.69596386,Ethylidene_Straight
0846_3,-77.75719972,-77.75417216,Twist
0846_4,-77.70430953,-77.70123874,Twist
0847_2,-77.68664369,-77.68560856,Twist
0848_2,-77.76970644,-77.7675342,Twist
0849_2,-77.74017306,-77.73607217,Twist
0849_3,-77.76887048,-77.76774598,Ethylidene_Straight
0849_4,-77.73200538,-77.7297723,Ethylidene_Bent
0850_2,-77.77882909,-77.77763049,Ethylidene_Straight
0850_3,-77.73664946,-77.73210549,Ethylidene_Straight
0850_4,-77.82892858,-77.82831944,Ethylidene_Bent
0851_2,-77.72548082,-77.72070143,Ethylidene_Bent
0851_3,-77.72277252,-77.71256921,Ethylidene_Bent
0851_4,-77.70968109,-77.70349697,H_Dissociation
0851_5,-77.70644732,-77.70073788,H_Dissociation
0852_2,-77.69594466,-77.69209575,H_Dissociation
0852_3,-77.72709,-77.7181516,H_Dissociation
0852_4,-77.71518129,-77.71327339,H_Dissociation
0853_2,-77.80741911,-77.80736147,Ethylidene_Bent
0853_3,-77.76577377,-77.76306635,Ethylidene_Straight
0853_4,-77.75076266,-77.75066155,Ethylidene_Bent
0853_5,-77.8175141,-77.8172634,Ethylidene_Bent
0853_6,-77.83296376,-77.83262778,Ethylidene_Straight
0854_2,-77.70603227,-77.70398118,H_Dissociation
0854_3,-77.7020491,-77.69971989,Ethylidene_Bent
0855_2,-77.75637993,-77.75225696,Twist
0855_3,-77.66861867,-77.66856762,Ethylidene_Bent
0856_2,-77.71520172,-77.7124282,Ethylidene_Bent
