IC_Spawn,singlet_1,singlet_2,meci_type
0477_2,-77.70240398,-77.69383715,Ethylidene_Bent
0477_3,-77.66979367,-77.66861408,Twist
0477_4,-77.7218687,-77.71991626,Ethylidene_Straight
0477_5,-77.7125262,-77.70835951,H_Dissociation
0478_2,-77.73785958,-77.7331046,Twist
0478_3,-77.80318026,-77.79552084,Twist
0478_4,-77.70071266,-77.69729214,Ethylidene_Straight
0479_2,-77.77201705,-77.76399476,Twist
0479_3,-77.73421585,-77.73012157,Twist
0479_4,-77.75734912,-77.75025357,Twist
0480_2,-77.71881534,-77.71591055,Ethylidene_Straight
0480_3,-77.80080451,-77.7962921,Twist
0481_2,-77.79742021,-77.79691934,Ethylidene_Straight
0481_3,-77.72686264,-77.72557227,Ethylidene_Bent
0481_4,-77.76811743,-77.76580652,Ethylidene_Bent
0481_5,-77.75786545,-77.75754505,Ethylidene_Straight
0481_6,-77.72512207,-77.72231387,Ethylidene_Straight
0482_2,-77.67735081,-77.67310116,H_Dissociation
0482_3,-77.7041776,-77.6946437,H_Dissociation
0482_4,-77.679401,-77.67913906,H_Dissociation
0482_5,-77.68969884,-77.68873721,Ethylidene_Bent
0483_2,-77.75399605,-77.74599933,Twist
0483_3,-77.77151159,-77.76435496,Twist
0483_4,-77.73447074,-77.72527991,Twist
0483_5,-77.72665143,-77.71548128,CC_Dissociation
0483_6,-77.67920198,-77.67837514,CC_Dissociation
0484_2,-77.81563401,-77.81509304,Ethylidene_Bent
0484_3,-77.80702803,-77.80653397,Ethylidene_Straight
0485_2,-77.71501434,-77.71466925,H_Dissociation
0485_3,-77.67636402,-77.67228533,H_Dissociation
0485_4,-77.69493058,-77.69196725,H_Dissociation
0486_2,-77.76734885,-77.76607527,Ethylidene_Straight
0487_2,-77.72265632,-77.7178426,Twist
0487_3,-77.75740676,-77.75638931,Ethylidene_Bent
0488_2,-77.69136297,-77.6882842,Twist
0488_3,-77.71075055,-77.70488339,Twist
0488_4,-77.72962253,-77.7281346,Twist
0489_2,-77.73436378,-77.72886224,CC_Dissociation
0490_2,-77.75187943,-77.75176852,Ethylidene_Straight
0490_3,-77.76675864,-77.76545213,Ethylidene_Bent
0490_4,-77.7959743,-77.79524138,Ethylidene_Straight
0490_5,-77.77859437,-77.77735002,Ethylidene_Straight
0491_2,-77.66623571,-77.66488065,Twist
0492_2,-77.77361048,-77.77202171,Twist
0492_3,-77.80149793,-77.80113367,Ethylidene_Bent
0493_2,-77.69637107,-77.69498058,Twist
0494_2,-77.7590834,-77.75604595,Twist
0494_3,-77.80999865,-77.80550203,Twist
0495_2,-77.74181499,-77.7329373,Twist
0495_3,-77.71368125,-77.70481937,Twist
0495_4,-77.70264587,-77.69807628,Ethylidene_Bent
0495_5,-77.75682886,-77.72681762,CC_Dissociation
0495_7,-77.76356991,-77.7588301,Twist
0496_2,-77.6984773,-77.6939035,Ethylidene_Straight
0496_3,-77.73348157,-77.7327856,Twist
0496_4,-77.76077073,-77.75440394,Twist
0497_2,-77.77601914,-77.77424228,Ethylidene_Straight
0497_3,-77.76660111,-77.76074009,Twist
0497_4,-77.76777278,-77.76418065,Twist
0498_2,-77.77901626,-77.77223401,Twist
0498_3,-77.67277508,-77.66784822,Ethylidene_Bent
0498_4,-77.78883253,-77.78820392,Ethylidene_Bent
0499_2,-77.71326615,-77.7092263,Ethylidene_Straight
0499_3,-77.75113198,-77.74848624,Ethylidene_Straight
0499_4,-77.71529808,-77.71499109,HH_Dissociation
0500_2,-77.70907097,-77.70670848,H_Dissociation
0500_3,-77.71635218,-77.71544144,H_Dissociation
0502_2,-77.76098541,-77.76084016,Ethylidene_Straight
0502_3,-77.82921578,-77.82897961,Ethylidene_Bent
0502_4,-77.82417797,-77.82407653,Ethylidene_Bent
0502_5,-77.76156587,-77.76108845,Ethylidene_Bent
0502_6,-77.81014167,-77.81010976,Ethylidene_Straight
0502_7,-77.84707895,-77.8466489,Ethylidene_Straight
0503_2,-77.81336069,-77.80666244,Twist
0503_3,-77.75458525,-77.75180702,Ethylidene_Bent
0503_4,-77.77993867,-77.77929279,Ethylidene_Straight
0503_5,-77.7794978,-77.77884918,Ethylidene_Straight
0504_2,-77.69494441,-77.68808111,CC_Dissociation
0504_3,-77.69880287,-77.69820621,CC_Dissociation
0505_2,-77.78897454,-77.78788604,Ethylidene_Straight
0506_2,-77.68662718,-77.67784806,H_Dissociation
0506_3,-77.68514999,-77.67469809,H_Dissociation
0506_4,-77.68293427,-77.67626598,H_Dissociation
0506_5,-77.7042319,-77.69871184,H_Dissociation
0506_6,-77.69321863,-77.68984203,H_Dissociation
0507_2,-77.77935554,-77.77792687,Twist
0507_3,-77.75101996,-77.74823875,Twist
0508_2,-77.7008306,-77.69858598,Ethylidene_Bent
0509_2,-77.73891899,-77.73613791,Ethylidene_Bent
0510_2,-77.8035757,-77.7985873,Twist
0510_3,-77.79163685,-77.78238436,Twist
0510_4,-77.73898192,-77.73717202,Ethylidene_Bent
0511_2,-77.74107195,-77.73239119,Twist
0511_3,-77.77898611,-77.77848669,Ethylidene_Straight
0511_4,-77.72844397,-77.72617923,Ethylidene_Bent
0511_5,-77.79101735,-77.79064472,Ethylidene_Straight
0512_2,-77.71552657,-77.7075506,Twist
0512_3,-77.80682504,-77.80427115,Twist
0513_2,-77.76216338,-77.75152633,Twist
0513_3,-77.78033292,-77.77964439,Ethylidene_Straight
0513_4,-77.81957083,-77.81861577,Ethylidene_Bent
0513_5,-77.7570691,-77.75596355,Ethylidene_Bent
0513_6,-77.79732251,-77.79628354,Ethylidene_Straight
0513_7,-77.79677926,-77.79577032,Ethylidene_Straight
0513_8,-77.78119598,-77.78004668,Ethylidene_Bent
0514_2,-77.7790513,-77.7754598,Twist
0514_3,-77.83411959,-77.83233443,Ethylidene_Straight
0515_2,-77.69680394,-77.69490383,H_Dissociation
0516_2,-77.67936395,-77.67093976,Twist
0516_3,-77.69566749,-77.68488357,Twist
0516_4,-77.73631368,-77.73181333,Twist
0516_5,-77.73827225,-77.72892995,Twist
0517_2,-77.82406879,-77.81784047,Twist
0517_3,-77.75067962,-77.74967527,Ethylidene_Bent
0517_4,-77.75329356,-77.75011666,Ethylidene_Bent
0518_2,-77.71095822,-77.70702732,H_Dissociation
0518_3,-77.71343389,-77.71315362,H_Dissociation
0518_4,-77.70230365,-77.69763765,H_Dissociation
0518_5,-77.71266416,-77.70967462,Ethylidene_Bent
0519_2,-77.77464795,-77.77077624,Twist
0519_3,-77.75156673,-77.74831761,Twist
0520_2,-77.70735529,-77.6993671,Twist
0520_3,-77.68951457,-77.68440873,Twist
0520_4,-77.73733162,-77.72834248,Twist
0520_5,-77.74284807,-77.74049423,Twist
0521_2,-77.76976802,-77.7637696,Twist
0521_3,-77.74307875,-77.73952313,Twist
0522_2,-77.73806194,-77.73044389,Twist
0522_3,-77.71732131,-77.70677052,Twist
0522_4,-77.75886194,-77.7521109,Twist
0522_5,-77.67518492,-77.67326446,H_Dissociation
0523_2,-77.76036605,-77.754074,Twist
0523_3,-77.74015178,-77.73282825,Twist
0523_4,-77.78680222,-77.78526373,Twist
0524_2,-77.692334,-77.68691423,H_Dissociation
0524_3,-77.69258915,-77.68997594,H_Dissociation
0525_2,-77.75858804,-77.75508892,Twist
0525_3,-77.75217329,-77.74509009,Twist
0527_2,-77.72698741,-77.71644049,Twist
0527_3,-77.80670868,-77.80518967,Ethylidene_Bent
0527_4,-77.75073084,-77.74818977,Ethylidene_Straight
0527_5,-77.82438723,-77.82338086,Ethylidene_Bent
0528_2,-77.73465187,-77.73171196,Twist
0529_2,-77.6837657,-77.68012257,Ethylidene_Straight
0529_3,-77.71071329,-77.70690831,H_Dissociation
0530_2,-77.82823029,-77.82699169,Ethylidene_Bent
0530_3,-77.77161641,-77.77034658,Ethylidene_Straight
0530_4,-77.80199597,-77.80087433,Ethylidene_Bent
0530_5,-77.79597888,-77.7936964,Ethylidene_Bent
0530_6,-77.81508883,-77.813777,Ethylidene_Bent
0531_2,-77.73805001,-77.7349959,Twist
0532_2,-77.71463272,-77.71165279,H_Dissociation
0533_2,-77.79038912,-77.78176614,Twist
0533_3,-77.77550401,-77.77394189,Twist
0534_2,-77.70311393,-77.69821639,H_Dissociation
0534_3,-77.68274246,-77.68099878,Twist
0535_2,-77.69905493,-77.69526389,Twist
0535_3,-77.6659948,-77.65510916,H_Dissociation
0535_4,-77.65160846,-77.6394004,H_Dissociation
0535_5,-77.66664087,-77.64968603,H_Dissociation
0535_6,-77.73170666,-77.72503065,HH_Dissociation
0536_2,-77.72550998,-77.71904914,Twist
0536_3,-77.73160022,-77.73097841,Ethylidene_Straight
0537_2,-77.69565185,-77.69227524,H_Dissociation
0537_3,-77.79932546,-77.7977074,Twist
0538_2,-77.72590841,-77.7178567,Twist
0538_3,-77.79091683,-77.78793729,Twist
0539_2,-77.7462003,-77.73576942,Ethylidene_Straight
0539_3,-77.73308819,-77.72689193,Twist
0539_4,-77.724181,-77.71952446,Twist
0540_2,-77.7081424,-77.69904407,Ethylidene_Straight
0540_3,-77.77738462,-77.76896367,Twist
0540_4,-77.7356321,-77.72974255,Ethylidene_Straight
0541_2,-77.75069388,-77.74970701,Ethylidene_Straight
0541_3,-77.82459391,-77.82374896,Ethylidene_Bent
0541_4,-77.77136272,-77.76315746,Twist
0542_2,-77.78076553,-77.77704824,Ethylidene_Straight
0542_3,-77.76567008,-77.76537502,Ethylidene_Bent
0542_4,-77.81038789,-77.80909011,Ethylidene_Bent
0543_2,-77.75426263,-77.7460141,Twist
0543_3,-77.7840764,-77.77970606,Twist
0544_2,-77.77357642,-77.77086275,Twist
0544_3,-77.7807474,-77.77087817,Twist
0544_4,-77.79449491,-77.79118687,Twist
0545_2,-77.77745168,-77.77464907,Twist
0546_2,-77.69283712,-77.68806551,H_Dissociation
0546_3,-77.68822228,-77.68368213,Ethylidene_Bent
0547_2,-77.69079851,-77.68452902,Twist
0547_3,-77.75135961,-77.75090938,Twist
0547_4,-77.76839319,-77.76283342,Twist
0547_5,-77.72305817,-77.7189659,Twist
0548_2,-77.76694947,-77.76207893,Ethylidene_Straight
0548_3,-77.76882502,-77.76453055,Ethylidene_Bent
0548_4,-77.74022806,-77.73988998,Ethylidene_Straight
0548_5,-77.77897441,-77.77880616,Ethylidene_Bent
0549_2,-77.72162912,-77.71595427,Ethylidene_Straight
0549_3,-77.69317064,-77.69289357,H_Dissociation
0549_4,-77.68092756,-77.6713149,H_Dissociation
0549_5,-77.68339705,-77.67662931,Ethylidene_Bent
0549_6,-77.74401616,-77.73833343,Twist
0550_2,-77.71883492,-77.71808282,H_Dissociation
0550_3,-77.7081803,-77.70031783,Ethylidene_Bent
0550_4,-77.69928914,-77.69821614,H_Dissociation
0551_2,-77.74861776,-77.74352971,Twist
0551_3,-77.77288639,-77.76890614,Twist
0551_4,-77.76568097,-77.75640052,Twist
0551_5,-77.80322446,-77.80253765,Ethylidene_Bent
0552_10,-77.73748387,-77.73740322,Ethylidene_Bent
0552_2,-77.75451134,-77.75431908,Ethylidene_Straight
0552_3,-77.7697703,-77.76898089,Ethylidene_Bent
0552_4,-77.79361487,-77.79344526,Ethylidene_Straight
0552_5,-77.72334877,-77.72333136,Ethylidene_Straight
0552_6,-77.76998407,-77.76915983,Ethylidene_Straight
0552_7,-77.82528722,-77.82431203,Ethylidene_Straight
0552_8,-77.72143305,-77.72120654,Ethylidene_Bent
0552_9,-77.78030473,-77.77957605,Ethylidene_Bent
0553_2,-77.75334866,-77.74487102,Twist
0553_3,-77.74698704,-77.74579036,Ethylidene_Bent
0553_4,-77.84581579,-77.8457173,Ethylidene_Straight
0554_2,-77.71519019,-77.70769128,H_Dissociation
0554_3,-77.7115621,-77.7098592,Twist
0555_2,-77.76323304,-77.76276663,Twist
0555_3,-77.7142927,-77.71307879,Ethylidene_Straight
0556_2,-77.79746285,-77.79438274,Twist
0557_2,-77.71174053,-77.71069167,Ethylidene_Bent
0558_2,-77.75929679,-77.75810884,Ethylidene_Bent
0558_3,-77.80316305,-77.79476575,Twist
0558_4,-77.74234535,-77.73745203,Ethylidene_Straight
0558_5,-77.76259614,-77.76181692,Ethylidene_Bent
0558_6,-77.77599951,-77.77531926,Ethylidene_Straight
0559_2,-77.72345436,-77.72090283,H_Dissociation
0559_3,-77.70796897,-77.70472353,Ethylidene_Straight
0560_2,-77.70929187,-77.7065504,H_Dissociation
0560_3,-77.75096134,-77.7417446,Twist
0560_4,-77.75173335,-77.74463903,Twist
0560_5,-77.74225555,-77.74062843,Ethylidene_Bent
0561_2,-77.72582356,-77.7239959,CC_Dissociation
0562_2,-77.74711665,-77.74597442,Ethylidene_Straight
0562_3,-77.78620492,-77.78379872,Ethylidene_Straight
0562_4,-77.74316312,-77.74290231,Ethylidene_Bent
0562_5,-77.75956668,-77.75799688,Ethylidene_Straight
0563_2,-77.70486218,-77.69470419,H_Dissociation
0563_3,-77.71731953,-77.69478092,H_Dissociation
0563_4,-77.69229202,-77.6877541,H_Dissociation
0563_5,-77.71814302,-77.71192913,Ethylidene_Straight
0563_6,-77.74091992,-77.74063369,Ethylidene_Bent
0563_7,-77.79933422,-77.79865862,Ethylidene_Bent
0564_2,-77.71386881,-77.70538848,Twist
0564_3,-77.69366724,-77.69345927,Ethylidene_Straight
0564_4,-77.69453687,-77.69394763,H_Dissociation
0565_2,-77.80142669,-77.79651012,Twist
0565_3,-77.77477568,-77.76636762,Twist
0565_4,-77.74232928,-77.73349018,Twist
0565_5,-77.76501596,-77.76183788,Twist
0566_2,-77.69514203,-77.69287559,H_Dissociation
0566_3,-77.69219538,-77.6905703,H_Dissociation
0567_2,-77.68589145,-77.68561963,Twist
0567_3,-77.67681818,-77.67663066,CC_Dissociation
0568_2,-77.71154407,-77.7068504,H_Dissociation
0568_3,-77.69845105,-77.69365987,Ethylidene_Bent
0569_2,-77.80251528,-77.79395806,Twist
0569_3,-77.73291155,-77.72508907,Twist
0569_4,-77.72498379,-77.72089247,Twist
0570_2,-77.75573125,-77.75317776,Twist
0570_3,-77.76046049,-77.7546975,Twist
0571_2,-77.70251566,-77.70171393,H_Dissociation
0572_2,-77.74639379,-77.74249451,Ethylidene_Bent
0572_3,-77.79940044,-77.79724687,Ethylidene_Straight
0572_4,-77.7919088,-77.79024037,Ethylidene_Bent
0573_2,-77.70392155,-77.69461223,Ethylidene_Straight
0573_3,-77.6776349,-77.67459378,H_Dissociation
0573_4,-77.69686868,-77.69527549,H_Dissociation
0574_2,-77.74597036,-77.74022095,Tilted_saddle
0574_3,-77.76172523,-77.7605759,Ethylidene_Bent
0575_2,-77.71080197,-77.70417415,H_Dissociation
0575_3,-77.7167189,-77.71073156,H_Dissociation
0575_4,-77.71143429,-77.70731823,Ethylidene_Bent
0576_2,-77.79616595,-77.79270295,Ethylidene_Bent
0578_2,-77.77639753,-77.77036664,Twist
0578_3,-77.73888151,-77.73386183,Twist
0578_4,-77.75423101,-77.75254218,Ethylidene_Bent
0579_2,-77.71815512,-77.71476895,H_Dissociation
0579_3,-77.70262088,-77.70203417,Ethylidene_Straight
0580_2,-77.76917019,-77.76729974,Twist
0580_3,-77.75153746,-77.74830978,Twist
0582_2,-77.77122098,-77.77042158,Ethylidene_Bent
0582_3,-77.78053231,-77.77857168,Ethylidene_Bent
0582_4,-77.7315961,-77.72903174,Ethylidene_Straight
0582_5,-77.70590795,-77.7033488,Ethylidene_Bent
0583_2,-77.73719028,-77.73268187,Ethylidene_Straight
0583_3,-77.75270787,-77.74203684,Ethylidene_Straight
0583_4,-77.73688029,-77.73634316,Ethylidene_Bent
0583_5,-77.83609965,-77.83407018,Ethylidene_Bent
0583_6,-77.78616754,-77.78439869,Ethylidene_Bent
0584_2,-77.83656423,-77.83626548,Ethylidene_Bent
0584_3,-77.80596829,-77.80539754,Ethylidene_Bent
0584_4,-77.81059486,-77.80920815,Ethylidene_Bent
0585_2,-77.79222084,-77.79100069,Ethylidene_Straight
0585_3,-77.72360789,-77.72092166,Ethylidene_Straight
0585_4,-77.77502167,-77.77221499,H_Dissociation
0585_5,-77.80972532,-77.80889451,Ethylidene_Bent
0586_2,-77.72363997,-77.71964277,Twist
0586_3,-77.742636,-77.74182137,Ethylidene_Straight
0587_2,-77.7436292,-77.73734908,Twist
0587_3,-77.78834836,-77.78119438,Twist
0587_4,-77.7807265,-77.77903881,Twist
0588_2,-77.75171341,-77.75085879,Twist
0588_3,-77.77735895,-77.7722708,Twist
0588_4,-77.8102343,-77.80828932,Ethylidene_Straight
0589_2,-77.75834571,-77.75829776,Ethylidene_Bent
0589_3,-77.76129779,-77.75464769,Ethylidene_Straight
0590_2,-77.75677882,-77.75325665,Twist
0590_3,-77.785914,-77.78506661,Twist
0591_2,-77.73123935,-77.720228,Twist
0591_3,-77.73327533,-77.7215561,Twist
0591_4,-77.80013652,-77.79969803,Ethylidene_Straight
0592_2,-77.70942453,-77.69437936,Twist
0592_3,-77.64437377,-77.64432997,Twist
0592_4,-77.67144284,-77.67135486,CC_Dissociation
0592_5,-77.65040183,-77.65038962,CC_Dissociation
0593_2,-77.7157233,-77.71156263,Ethylidene_Straight
0593_3,-77.73990492,-77.73608259,Ethylidene_Bent
0593_4,-77.76836634,-77.76628595,Ethylidene_Bent
0593_5,-77.76374271,-77.76272889,Ethylidene_Bent
0594_3,-77.65871042,-77.65021991,H_Dissociation
0594_4,-77.65348294,-77.65030831,Twist
0595_2,-77.73081716,-77.72508002,Twist
0595_3,-77.70779512,-77.70568583,Twist
0596_2,-77.69840985,-77.69765931,H_Dissociation
0596_3,-77.70653873,-77.70386239,H_Dissociation
0597_2,-77.71794916,-77.7134927,Ethylidene_Bent
0597_3,-77.69828673,-77.69554058,Ethylidene_Straight
0598_2,-77.71986576,-77.71687836,Twist
0598_3,-77.71485675,-77.70378645,Twist
0599_2,-77.74410499,-77.74398692,Ethylidene_Bent
0599_3,-77.75063097,-77.75032168,Ethylidene_Bent
0599_4,-77.79031177,-77.78920037,Ethylidene_Bent
0599_5,-77.74858247,-77.7483131,Ethylidene_Bent
0600_2,-77.75903531,-77.75732808,Ethylidene_Bent
0600_3,-77.73935999,-77.73905031,Ethylidene_Straight
0600_4,-77.76947816,-77.76735629,Ethylidene_Straight
0600_5,-77.70342784,-77.69415089,Ethylidene_Straight
0601_2,-77.77423321,-77.76765243,Ethylidene_Bent
0601_3,-77.84310937,-77.83987559,Ethylidene_Bent
0601_4,-77.72927108,-77.72423318,Ethylidene_Straight
0601_5,-77.68514093,-77.68221655,Ethylidene_Bent
0602_2,-77.80423277,-77.79338681,Twist
0602_3,-77.7422158,-77.73789244,Twist
0602_4,-77.70173423,-77.70049738,H_Dissociation
0603_2,-77.79633039,-77.79049633,Twist
0603_3,-77.78553607,-77.78382226,Twist
0604_2,-77.73811213,-77.73484166,Twist
0604_3,-77.73681254,-77.72749705,Twist
0604_4,-77.7613142,-77.76125134,Ethylidene_Straight
0604_5,-77.74748165,-77.74263014,Twist
0605_2,-77.76310275,-77.75201952,Twist
0605_3,-77.76769751,-77.75519502,Twist
0605_4,-77.77823866,-77.77555525,Twist
0606_2,-77.68826636,-77.68178041,H_Dissociation
0606_3,-77.69300943,-77.68915466,H_Dissociation
0606_4,-77.68193449,-77.67843614,H_Dissociation
0607_2,-77.70815338,-77.70553725,H_Dissociation
0608_2,-77.69566865,-77.69472801,Ethylidene_Bent
0608_3,-77.72219269,-77.71281004,H_Dissociation
0608_4,-77.68399341,-77.68369427,H_Dissociation
0609_2,-77.70462721,-77.69563357,Ethylidene_Bent
0609_3,-77.70836829,-77.70737284,Ethylidene_Straight
0609_4,-77.72899536,-77.7218759,Ethylidene_Bent
0610_2,-77.72309422,-77.72291465,H_Dissociation
0610_3,-77.6825953,-77.67537524,H_Dissociation
0610_4,-77.76712955,-77.76634485,Ethylidene_Bent
0610_5,-77.79808236,-77.79464523,Ethylidene_Bent
0611_2,-77.68377472,-77.67693479,H_Dissociation
0611_3,-77.69258948,-77.69040907,H_Dissociation
0612_2,-77.75893136,-77.75310246,Twist
0612_3,-77.75481355,-77.75141912,Twist
0612_4,-77.7902738,-77.78961381,Ethylidene_Bent
0612_5,-77.79144548,-77.7892231,Ethylidene_Bent
0613_2,-77.6941969,-77.69114353,H_Dissociation
0613_3,-77.67342993,-77.67308583,Ethylidene_Straight
0614_2,-77.77624573,-77.77177693,Twist
0615_2,-77.70675822,-77.70499067,H_Dissociation
0616_2,-77.7657541,-77.76469095,Ethylidene_Bent
0616_3,-77.73677885,-77.73607775,Ethylidene_Straight
0616_4,-77.77702015,-77.77666427,Ethylidene_Bent
0617_2,-77.7699255,-77.76055946,Twist
0617_3,-77.77488714,-77.7656976,Twist
0617_4,-77.81257316,-77.80628713,Twist
0617_5,-77.73726399,-77.72989571,Twist
0618_2,-77.71233106,-77.7115641,Ethylidene_Bent
0618_3,-77.80180157,-77.79723556,Twist
0618_4,-77.76142165,-77.76031522,Ethylidene_Bent
0619_2,-77.79536491,-77.7927082,Twist
0620_2,-77.78296424,-77.77539872,Twist
0620_3,-77.76934632,-77.76823946,Ethylidene_Bent
0620_4,-77.76088706,-77.76035461,Ethylidene_Straight
0621_2,-77.79759477,-77.7958791,Ethylidene_Straight
0621_3,-77.77993899,-77.77949885,Ethylidene_Bent
0622_2,-77.7961206,-77.79533319,Ethylidene_Straight
0622_3,-77.7974309,-77.79718802,Ethylidene_Bent
0622_4,-77.82050299,-77.81909796,Ethylidene_Straight
0623_2,-77.80659012,-77.80543102,Ethylidene_Straight
0623_3,-77.79694328,-77.79652106,Ethylidene_Bent
0624_2,-77.78518953,-77.78014783,Twist
0624_3,-77.76048116,-77.75320511,Twist
0624_4,-77.75885546,-77.75554666,Twist
0625_2,-77.74848725,-77.74495766,Twist
0625_3,-77.72493851,-77.71771077,Twist
0625_4,-77.74041866,-77.73533231,Ethylidene_Straight
0625_5,-77.75935076,-77.75505613,Ethylidene_Straight
0626_2,-77.8005515,-77.79378109,Twist
0626_3,-77.75531816,-77.75384274,Twist
0627_2,-77.80218543,-77.79861763,Twist
0627_3,-77.75165957,-77.74826365,Ethylidene_Bent
0627_4,-77.77975559,-77.77929554,Ethylidene_Bent
0628_2,-77.77165554,-77.77071196,Ethylidene_Straight
0628_3,-77.7930533,-77.79237972,Ethylidene_Straight
0628_4,-77.79730149,-77.79704006,Ethylidene_Bent
0628_5,-77.78699795,-77.78633059,Ethylidene_Straight
0629_2,-77.76527086,-77.7635611,Ethylidene_Straight
0629_3,-77.78147172,-77.77868369,Ethylidene_Straight
0629_4,-77.72427008,-77.71386121,Ethylidene_Bent
0629_5,-77.70341632,-77.70241581,HH_Dissociation
0629_6,-77.71569433,-77.71218585,HH_Dissociation
0630_2,-77.78143658,-77.78020888,Ethylidene_Bent
0630_3,-77.78946074,-77.78895004,Ethylidene_Straight
0630_4,-77.78926204,-77.78916738,Ethylidene_Bent
0630_5,-77.791942,-77.79087227,Ethylidene_Straight
0631_2,-77.80036374,-77.79938008,Ethylidene_Bent
0631_3,-77.74462593,-77.74328776,Ethylidene_Straight
0631_4,-77.70134821,-77.69830266,Ethylidene_Straight
0631_5,-77.73059268,-77.72322072,HH_Dissociation
0631_6,-77.71477246,-77.71390517,HH_Dissociation
0631_7,-77.71836584,-77.71381579,HH_Dissociation
0632_2,-77.70029255,-77.69033352,H_Dissociation
0632_3,-77.75931835,-77.75336262,Twist
0632_4,-77.70806781,-77.70757276,Twist
0632_5,-77.77849516,-77.77592109,Twist
0633_2,-77.70198983,-77.69398496,Ethylidene_Straight
0633_3,-77.69960998,-77.69125054,Ethylidene_Straight
0633_4,-77.68134146,-77.67548566,H_Dissociation
0633_5,-77.72915487,-77.72444964,Twist
0634_2,-77.83846737,-77.83790541,Ethylidene_Straight
0634_3,-77.7915573,-77.7910859,Ethylidene_Straight
0634_4,-77.7867107,-77.78492959,Ethylidene_Straight
0634_5,-77.75860531,-77.75801706,Ethylidene_Bent
0635_2,-77.72655315,-77.72021982,H_Dissociation
0635_3,-77.71110427,-77.71061694,H_Dissociation
0635_4,-77.68613521,-77.68458256,H_Dissociation
0636_2,-77.71260092,-77.70546376,H_Dissociation
0636_3,-77.70719774,-77.69899805,Ethylidene_Bent
0636_4,-77.69559261,-77.68619035,Ethylidene_Bent
0636_5,-77.71441796,-77.70812388,Ethylidene_Bent
0636_6,-77.70229913,-77.69841021,H_Dissociation
0637_2,-77.69890056,-77.69779989,Ethylidene_Bent
0638_2,-77.75145952,-77.74512952,Twist
0638_3,-77.81515913,-77.81414638,Ethylidene_Bent
0639_2,-77.73974099,-77.73292547,Twist
0639_3,-77.73328634,-77.72702553,Twist
0639_4,-77.73675656,-77.73105855,Twist
0640_2,-77.81226195,-77.80936423,Twist
0641_2,-77.77534393,-77.76361507,Twist
0641_3,-77.75820402,-77.75605491,Twist
0642_2,-77.78843236,-77.78061992,Twist
0642_3,-77.81490123,-77.80742668,Twist
0642_4,-77.77309014,-77.76609717,Twist
0642_5,-77.78522722,-77.77572794,Twist
0643_2,-77.76112836,-77.74947127,Twist
0643_3,-77.79879516,-77.79573298,Twist
0644_2,-77.77514084,-77.77093407,Ethylidene_Bent
0644_3,-77.76449744,-77.76392784,Ethylidene_Bent
0644_4,-77.76378091,-77.76156944,Ethylidene_Bent
0644_5,-77.75539749,-77.75404419,Ethylidene_Straight
0645_2,-77.76764482,-77.76040629,Twist
0645_3,-77.75921341,-77.74972388,Twist
0645_4,-77.75906039,-77.7535429,Twist
0645_5,-77.8252546,-77.82496482,Ethylidene_Bent
0645_6,-77.80823151,-77.80771963,Ethylidene_Straight
0645_7,-77.70377928,-77.70325373,Ethylidene_Straight
0646_2,-77.75052281,-77.75019705,Twist
0646_3,-77.77580504,-77.77528285,Twist
0647_2,-77.72179668,-77.71633575,Twist
0647_3,-77.79415713,-77.78536947,Twist
0647_4,-77.72991621,-77.72693655,Twist
0648_2,-77.71421224,-77.70862826,H_Dissociation
0648_3,-77.68953855,-77.68499983,Ethylidene_Bent
0648_4,-77.68723409,-77.68229576,Ethylidene_Straight
0649_2,-77.71076796,-77.71025191,Ethylidene_Bent
0649_3,-77.70202855,-77.68293988,H_Dissociation
0649_4,-77.6696592,-77.66204265,H_Dissociation_Ethylidene
0649_5,-77.80194955,-77.80157486,Ethylidene_Straight
0649_6,-77.72823619,-77.72324416,H_Dissociation_Ethylidene
0650_2,-77.67672496,-77.67012806,Ethylidene_Straight
0650_3,-77.69768666,-77.69472343,Ethylidene_Straight
0650_4,-77.70681564,-77.70467801,Ethylidene_Bent
0651_2,-77.7417456,-77.73229211,Twist
0651_3,-77.69038444,-77.68371692,Twist
0651_4,-77.70288903,-77.69869344,Twist
0652_2,-77.74110486,-77.73472339,Twist
0652_3,-77.82756395,-77.81731788,Twist
0652_4,-77.82337497,-77.82292545,Ethylidene_Straight
0652_5,-77.81062706,-77.80976938,Ethylidene_Bent
0653_10,-77.81785056,-77.81681893,Ethylidene_Straight
0653_2,-77.81234645,-77.81086427,Ethylidene_Bent
0653_3,-77.81002471,-77.80957538,Ethylidene_Straight
0653_4,-77.79506008,-77.7943234,Ethylidene_Bent
0653_5,-77.75673631,-77.75582261,Ethylidene_Bent
0653_6,-77.76074286,-77.76031752,Ethylidene_Bent
0653_7,-77.7438757,-77.73819784,Ethylidene_Bent
0653_8,-77.77614536,-77.77298882,Ethylidene_Straight
0653_9,-77.78091637,-77.7808409,Ethylidene_Straight
0654_2,-77.73072472,-77.72717532,Ethylidene_Straight
0654_3,-77.79243118,-77.78945586,Twist
0655_2,-77.7225351,-77.71642161,Ethylidene_Bent
0655_3,-77.71742313,-77.71632382,H_Dissociation
0656_2,-77.7182333,-77.71181479,Ethylidene_Straight
0656_3,-77.6905526,-77.68517833,H_Dissociation
0656_4,-77.68840816,-77.68753203,H_Dissociation
