IC_Spawn,from_state,to_state,singlet_1,singlet_2,singlet_3,meci_type
0150_13,2,1,-230.3407325,-230.33295797,-230.20667384,Type_2
0150_14,2,1,-230.34715603,-230.34550846,-230.23277965,Type_2
0150_15,2,1,-230.31601569,-230.31201868,-230.20344007,0200_15
0150_3,2,1,-230.34767812,-230.34267322,-230.2340447,Type_2
0150_7,2,1,-230.36151998,-230.35174289,-230.23176208,Type_2
0150_8,2,1,-230.33432177,-230.33151588,-230.21677838,Type_2
0150_9,2,1,-230.31748776,-230.30961329,-230.19415658,Type_2
0151_10,2,1,-230.35816047,-230.35446827,-230.24576442,Type_3
0151_11,2,1,-230.36206181,-230.35600632,-230.23288753,Type_2
0151_12,2,1,-230.34840032,-230.34650789,-230.23713311,Type_1
0151_13,2,1,-230.35601141,-230.35529923,-230.23534763,Type_1
0151_14,2,1,-230.32504239,-230.31999368,-230.2135206,Type_1
0151_15,2,1,-230.34254413,-230.33658851,-230.23349197,Type_1
0151_6,2,1,-230.33369429,-230.33230542,-230.20398467,Type_2
0151_7,2,1,-230.3722899,-230.37026783,-230.25449076,Type_2
0151_9,2,1,-230.32828637,-230.3270365,-230.20743767,Type_1
0152_10,2,1,-230.32469639,-230.32279028,-230.19672804,Type_1
0152_5,2,1,-230.32523477,-230.32230223,-230.19542861,Type_3
0152_6,2,1,-230.34988217,-230.34385215,-230.2066259,Type_1
0152_8,2,1,-230.33421173,-230.32925264,-230.2245772,Type_2
0152_9,2,1,-230.33309929,-230.33190007,-230.20432061,Type_1
0153_11,2,1,-230.34714757,-230.34172403,-230.23545953,Type_3
0153_12,2,1,-230.35097477,-230.34821823,-230.24404698,Type_3
0153_13,2,1,-230.36330986,-230.35280281,-230.21028329,Type_1
0153_14,2,1,-230.3363128,-230.32764063,-230.21432857,Type_2
0153_15,2,1,-230.32086857,-230.32077366,-230.20911404,Type_2
0153_16,2,1,-230.33698499,-230.33251382,-230.22838152,Type_1
0153_17,2,1,-230.34440482,-230.34374785,-230.23432848,Type_2
0153_18,2,1,-230.33314104,-230.33024892,-230.22243623,Type_2
0153_20,2,1,-230.35377843,-230.3527885,-230.24105985,Type_1
0153_21,2,1,-230.34058884,-230.33978311,-230.25059285,Type_3
0153_22,2,1,-230.35876737,-230.35657168,-230.22417686,Type_1
0153_23,2,1,-230.33759522,-230.33016101,-230.22131017,Type_2
0153_24,2,1,-230.35452247,-230.34351706,-230.23025314,Type_1
0153_25,2,1,-230.29660086,-230.29373512,-230.21356441,Type_1
0154_10,2,1,-230.32653777,-230.32452283,-230.21517868,Type_2
0154_12,2,1,-230.29862022,-230.29189692,-230.20287654,Type_1
0154_13,2,1,-230.33345116,-230.33179354,-230.22244775,Type_3
0154_5,2,1,-230.32427286,-230.32267068,-230.2044372,Type_2
0154_7,2,1,-230.3398596,-230.33741748,-230.21551881,Type_2
0154_9,2,1,-230.29783908,-230.29373922,-230.18610112,Type_2
0155_10,2,1,-230.32994253,-230.31807419,-230.24018793,Type_3
0155_15,2,1,-230.32951483,-230.32329768,-230.20727219,Type_3
0155_16,2,1,-230.31636436,-230.31420807,-230.21640007,Type_3
0155_17,2,1,-230.30950743,-230.30784388,-230.1842572,Type_3
0155_18,2,1,-230.34433699,-230.34229327,-230.23853166,Type_3
0155_19,2,1,-230.34533178,-230.34137976,-230.20978421,Type_1
0155_20,2,1,-230.34818252,-230.3388019,-230.24986854,Type_1
0155_21,2,1,-230.31840985,-230.31163467,-230.22115133,Type_1
0155_22,2,1,-230.32037914,-230.31614537,-230.22675189,Type_2
0155_23,2,1,-230.31713105,-230.31647729,-230.20794804,Type_1
0155_24,2,1,-230.33791805,-230.33592696,-230.21073885,Type_1
0155_3,2,1,-230.36569114,-230.34017867,-230.24624956,Type_3
0155_5,2,1,-230.37527119,-230.36248947,-230.27250185,Type_3
0156_10,2,1,-230.37266053,-230.36503896,-230.26122572,Type_2
0156_11,2,1,-230.35675041,-230.3537716,-230.26545124,Type_2
0156_12,2,1,-230.37527416,-230.3654587,-230.24969248,Type_1
0156_13,2,1,-230.36594524,-230.36440463,-230.2308458,Type_1
0156_4,2,1,-230.38335173,-230.37000601,-230.23456228,Type_1
0156_5,2,1,-230.37809195,-230.37171783,-230.21288152,Type_1
0156_6,2,1,-230.36454768,-230.35806905,-230.20346848,Type_1
0156_7,2,1,-230.37096369,-230.35995662,-230.23236284,Type_1
0156_8,2,1,-230.34138896,-230.33466047,-230.22139736,Type_1
0156_9,2,1,-230.37060714,-230.36988107,-230.23888957,Type_1
0157_10,2,1,-230.36310422,-230.36021083,-230.24374126,Type_3
0157_11,2,1,-230.36825966,-230.35297654,-230.23982443,Type_3
0157_12,2,1,-230.34389468,-230.33613288,-230.2100761,Type_3
0157_15,2,1,-230.32850205,-230.32116269,-230.21995384,Type_3
0157_16,2,1,-230.35553988,-230.3481856,-230.22173335,Type_1
0157_17,2,1,-230.3409174,-230.33932084,-230.24581847,Type_3
0157_19,2,1,-230.36939969,-230.34861142,-230.25062615,Type_3
0157_20,2,1,-230.36811042,-230.35871321,-230.26927218,Type_3
0157_21,2,1,-230.32468369,-230.31857807,-230.21758667,Type_1
0157_22,2,1,-230.34705501,-230.34622078,-230.23667408,Type_1
0157_23,2,1,-230.37138377,-230.36370295,-230.26387212,Type_3
0157_24,2,1,-230.35654475,-230.34972089,-230.22783532,Type_2
0157_3,2,1,-230.3524026,-230.33912549,-230.22175506,Type_3
0157_5,2,1,-230.35341973,-230.35313982,-230.25552135,Type_3
0157_9,2,1,-230.35700288,-230.35303379,-230.26741777,Type_3
0158_10,2,1,-230.33587726,-230.32161138,-230.24865472,Type_3
0158_11,2,1,-230.34374035,-230.33495294,-230.25627225,Type_3
0158_5,2,1,-230.33862831,-230.33135964,-230.23758994,Type_3
0158_6,2,1,-230.31050016,-230.30939511,-230.21973346,Type_3
0158_7,2,1,-230.35004565,-230.34191183,-230.23125005,Type_3
0158_8,2,1,-230.34725735,-230.33362706,-230.23456236,Type_3
0158_9,2,1,-230.35462829,-230.34230879,-230.23205977,Type_3
0159_5,2,1,-230.32469705,-230.32130245,-230.20399986,Type_2
0159_6,2,1,-230.35694802,-230.35260548,-230.24964044,Type_2
0159_7,2,1,-230.34859432,-230.33888275,-230.22764931,Type_2
0159_8,2,1,-230.35417172,-230.35261974,-230.22171213,Type_2
0160_10,2,1,-230.38373111,-230.37719987,-230.27954853,Type_2
0160_11,2,1,-230.35562996,-230.35177471,-230.27281371,Type_1
0160_12,2,1,-230.34894753,-230.34307456,-230.23379679,Type_2
0160_13,2,1,-230.34328534,-230.34200665,-230.224193,Type_2
0160_14,2,1,-230.34909585,-230.34225839,-230.21253614,Type_1
0160_15,2,1,-230.3596793,-230.35542216,-230.21853497,Type_1
0160_16,2,1,-230.34182062,-230.33833719,-230.19655798,Type_1
0160_17,2,1,-230.33254935,-230.33009102,-230.20573707,Type_1
0160_4,2,1,-230.3827253,-230.36316096,-230.29789713,Type_2
0160_5,2,1,-230.36078078,-230.3605287,-230.23787984,Type_1
0160_9,2,1,-230.37138292,-230.36231097,-230.24104236,Type_2
0161_4,2,1,-230.36199074,-230.36018754,-230.27400052,Type_2
0161_5,2,1,-230.32908534,-230.32466977,-230.20177289,Type_2
0161_6,2,1,-230.3345235,-230.33197362,-230.24912936,Type_3
0161_7,2,1,-230.34702638,-230.34565006,-230.26466055,Type_3
0162_10,2,1,-230.29502015,-230.29002829,-230.16074492,Type_1
0162_5,2,1,-230.30320771,-230.29274585,-230.16077653,Type_1
0162_6,2,1,-230.33679985,-230.32925817,-230.20935039,Type_1
0162_7,2,1,-230.27424188,-230.26766889,-230.18610116,Type_3
0162_8,2,1,-230.27932696,-230.26834268,-230.18015149,Type_3
0162_9,2,1,-230.30673574,-230.3058766,-230.17306448,Type_1
0163_10,2,1,-230.32522336,-230.32396114,-230.23666535,Type_2
0163_3,2,1,-230.35190178,-230.34549534,-230.22929483,Type_3
0163_4,2,1,-230.36654569,-230.36071513,-230.25071301,Type_3
0163_5,2,1,-230.36764471,-230.3578804,-230.24977196,Type_2
0163_6,2,1,-230.37393329,-230.36882863,-230.27418732,Type_2
0163_7,2,1,-230.35049783,-230.33766209,-230.26358519,Type_2
0163_8,2,1,-230.34109629,-230.33462133,-230.20571309,Type_2
0163_9,2,1,-230.3660638,-230.35998771,-230.27476082,Type_2
0164_10,2,1,-230.3169194,-230.31633169,-230.19347719,Type_1
0164_4,2,1,-230.34588761,-230.33350507,-230.23541432,Type_2
0164_6,2,1,-230.3531265,-230.34985636,-230.25294787,Type_2
0164_7,2,1,-230.34907248,-230.34096586,-230.22429728,Type_2
0164_8,2,1,-230.30855229,-230.30575065,-230.20164164,Type_2
0164_9,2,1,-230.35203321,-230.34300996,-230.25985376,Type_2
0165_4,2,1,-230.3268592,-230.32651326,-230.23336709,Type_2
0165_5,2,1,-230.35629156,-230.35476368,-230.25100712,Type_2
0165_6,2,1,-230.36561159,-230.3525882,-230.23664645,Type_2
0165_7,2,1,-230.33221294,-230.32960662,-230.21818715,Type_1
0166_10,2,1,-230.34463183,-230.33397286,-230.19859567,Type_1
0166_11,2,1,-230.36667935,-230.35879909,-230.2243902,Type_1
0166_12,2,1,-230.35950583,-230.35614487,-230.22583917,Type_1
0166_13,2,1,-230.33504651,-230.33115933,-230.23181222,Type_1
0166_14,2,1,-230.35666259,-230.35041157,-230.23382795,Type_1
0166_15,2,1,-230.34754438,-230.34613686,-230.21105679,Type_1
0166_5,2,1,-230.38503334,-230.37030927,-230.2844483,Type_3
0166_6,2,1,-230.3529099,-230.35228869,-230.26145323,Type_3
0166_7,2,1,-230.35310698,-230.34607256,-230.23429009,Type_1
0166_8,2,1,-230.35423538,-230.34541346,-230.23903197,Type_1
0166_9,2,1,-230.36107522,-230.35606008,-230.24447641,Type_2
0167_4,2,1,-230.36856264,-230.36673505,-230.28241422,Type_3
0167_5,2,1,-230.35440513,-230.34682969,-230.25359648,Type_3
0167_7,2,1,-230.37382386,-230.37179945,-230.25561002,Type_3
0167_8,2,1,-230.36477143,-230.36422658,-230.23699045,Type_2
0168_3,2,1,-230.32479299,-230.32044541,-230.219397,Type_2
0168_4,2,1,-230.36689451,-230.36521272,-230.25268597,Type_2
0168_6,2,1,-230.33351202,-230.33281659,-230.19033046,Type_1
0168_7,2,1,-230.33178292,-230.33086538,-230.19200266,Type_1
0169_10,2,1,-230.34584825,-230.34290478,-230.23039725,Type_2
0169_11,2,1,-230.32810545,-230.3186556,-230.19813035,Type_2
0169_12,2,1,-230.34278687,-230.33928765,-230.22519933,Type_2
0169_13,2,1,-230.3580068,-230.34903076,-230.26697158,Type_3
0169_3,2,1,-230.37559678,-230.35276556,-230.24860778,Type_3
0169_5,2,1,-230.3540937,-230.34626998,-230.26336697,Type_3
0169_8,2,1,-230.33357923,-230.32351321,-230.24424187,Type_3
0169_9,2,1,-230.35249842,-230.34858342,-230.25029957,Type_3
0170_4,2,1,-230.35768473,-230.35620199,-230.26429864,Type_3
0170_7,2,1,-230.32706572,-230.32505132,-230.22935033,Type_2
0170_8,2,1,-230.34578214,-230.34560633,-230.23859727,Type_2
0170_9,2,1,-230.33099163,-230.33026511,-230.23987463,Type_3
0171_10,2,1,-230.35140952,-230.34866069,-230.22368479,Type_2
0171_11,2,1,-230.33391178,-230.32987506,-230.20161336,Type_2
0171_12,2,1,-230.3167928,-230.31597471,-230.22135444,Type_2
0171_13,2,1,-230.33246821,-230.32484309,-230.20209777,Type_2
0171_14,2,1,-230.34585635,-230.34091192,-230.21155636,Type_2
0171_15,2,1,-230.3277573,-230.32750624,-230.23680013,Type_2
0171_16,2,1,-230.34028005,-230.33907521,-230.22834273,Type_2
0171_17,2,1,-230.34921223,-230.3490044,-230.23929669,Type_2
0171_6,2,1,-230.36072306,-230.35191191,-230.26311486,Type_2
0171_8,2,1,-230.32487102,-230.3241089,-230.21100592,Type_2
0172_5,2,1,-230.34595161,-230.34252995,-230.21851403,Type_3
0172_6,2,1,-230.32973428,-230.32230964,-230.20079394,Type_3
0172_7,2,1,-230.32227632,-230.32119883,-230.19676393,Type_1
0172_8,2,1,-230.32565823,-230.32170707,-230.22387179,Type_2
0172_9,2,1,-230.3053728,-230.30298158,-230.18800535,Type_2
0173_13,2,1,-230.34905762,-230.34443597,-230.22767993,Type_1
0173_14,2,1,-230.36022093,-230.35168847,-230.23532266,Type_1
0173_15,2,1,-230.36462944,-230.36256565,-230.26642206,Type_3
0173_16,2,1,-230.35768763,-230.35524029,-230.25303674,Type_1
0173_3,2,1,-230.37070199,-230.34769191,-230.23706799,Type_3
0173_6,2,1,-230.37927411,-230.3570166,-230.27316501,Type_3
0173_7,2,1,-230.37694351,-230.36612858,-230.24330121,Type_3
0173_8,2,1,-230.37944415,-230.36185035,-230.2519678,Type_3
0173_9,2,1,-230.34765509,-230.34660801,-230.22920915,Type_3
0174_10,2,1,-230.35441047,-230.34368665,-230.22840364,Type_2
0174_11,2,1,-230.38604853,-230.3718684,-230.26272206,Type_2
0174_12,2,1,-230.34261745,-230.33232888,-230.22340375,Type_2
0174_13,2,1,-230.35849578,-230.35427847,-230.23830328,Type_2
0174_5,2,1,-230.35895971,-230.34764875,-230.23228719,Type_3
0174_6,2,1,-230.35739876,-230.34542891,-230.26940153,Type_2
0174_7,2,1,-230.36292529,-230.36194197,-230.24062503,Type_3
0174_8,2,1,-230.33602443,-230.33273886,-230.23846172,Type_2
0174_9,2,1,-230.3659532,-230.35657332,-230.24950607,Type_1
0175_10,2,1,-230.32977703,-230.31793937,-230.22773296,Type_3
0175_11,2,1,-230.3593494,-230.35687968,-230.24344251,Type_3
0175_12,2,1,-230.35274321,-230.35087213,-230.24508502,Type_3
0175_13,2,1,-230.36582985,-230.35095888,-230.25043398,Type_2
0175_14,2,1,-230.34162511,-230.33557844,-230.25519412,Type_3
0175_15,2,1,-230.33019966,-230.32614856,-230.25870411,Type_3
0175_16,2,1,-230.34335391,-230.34251526,-230.22317841,Type_2
0175_4,2,1,-230.35489359,-230.34515905,-230.2684485,Type_3
0175_5,2,1,-230.36278885,-230.35145448,-230.25708993,Type_3
0175_8,2,1,-230.35894227,-230.35207827,-230.26914728,Type_3
0175_9,2,1,-230.33873713,-230.33468332,-230.23882912,Type_3
0176_11,2,1,-230.31971783,-230.31771338,-230.21080378,Type_2
0176_12,2,1,-230.35418749,-230.34777104,-230.21499532,Type_1
0176_13,2,1,-230.34867809,-230.34615636,-230.22387103,Type_1
0176_14,2,1,-230.34325443,-230.34293355,-230.2402711,Type_1
0176_15,2,1,-230.35228524,-230.35115804,-230.2545191,Type_1
0176_16,2,1,-230.34195555,-230.3330354,-230.2245019,Type_1
0176_17,2,1,-230.35584759,-230.35544039,-230.24060877,Type_1
0176_3,2,1,-230.37716599,-230.36106006,-230.26295737,Type_2
0176_4,2,1,-230.36155115,-230.35670753,-230.24023087,Type_2
0176_5,2,1,-230.38943365,-230.37230008,-230.25501258,Type_2
0176_9,2,1,-230.35015553,-230.3470903,-230.24561885,Type_3
0177_10,2,1,-230.31979512,-230.31971362,-230.23280171,Type_3
0177_11,2,1,-230.36107132,-230.36051494,-230.27872068,Type_3
0177_12,2,1,-230.3536339,-230.34260591,-230.24858571,Type_2
0177_13,2,1,-230.31412194,-230.30816621,-230.20203824,Type_2
0177_14,2,1,-230.33497766,-230.33026078,-230.22347192,Type_3
0177_15,2,1,-230.34931081,-230.34638328,-230.22020817,Type_2
0177_16,2,1,-230.32563538,-230.32354353,-230.24167258,Type_2
0177_17,2,1,-230.31210694,-230.31101982,-230.18905632,Type_2
0177_5,2,1,-230.35885471,-230.34967232,-230.27100288,Type_2
0177_7,2,1,-230.35132678,-230.35114421,-230.23845006,Type_3
0177_9,2,1,-230.31658045,-230.3082958,-230.22097272,Type_3
0178_10,2,1,-230.34274655,-230.33423366,-230.22260984,Type_2
0178_11,2,1,-230.34402615,-230.33240724,-230.22964324,Type_2
0178_12,2,1,-230.3472907,-230.33993646,-230.2386654,Type_3
0178_5,2,1,-230.34373912,-230.33594603,-230.24819933,Type_3
0178_6,2,1,-230.34981711,-230.34486403,-230.24946054,Type_3
0178_8,2,1,-230.34330962,-230.34000756,-230.24184286,Type_3
0178_9,2,1,-230.3491048,-230.34611514,-230.23108923,Type_2
0180_10,2,1,-230.31847719,-230.30927969,-230.21223464,Type_3
0180_11,2,1,-230.3007606,-230.29618629,-230.19604137,Type_3
0180_12,2,1,-230.36347327,-230.35794353,-230.24625384,Type_2
0180_13,2,1,-230.32662301,-230.31998919,-230.22941106,Type_2
0180_14,2,1,-230.34073424,-230.33617301,-230.22457675,Type_2
0180_3,2,1,-230.34595621,-230.34155604,-230.24297747,Type_3
0180_5,2,1,-230.37646106,-230.35596752,-230.28450274,Type_3
0180_8,2,1,-230.35038383,-230.34793076,-230.22170576,Type_2
0180_9,2,1,-230.34283447,-230.33409936,-230.21067167,Type_3
0181_3,2,1,-230.34224721,-230.33757917,-230.22897246,Type_3
0181_5,2,1,-230.3210798,-230.31304186,-230.22219145,Type_3
0181_6,2,1,-230.32701817,-230.3248173,-230.2276994,Type_3
0181_7,2,1,-230.31868257,-230.31131613,-230.1944056,Type_1
0181_8,2,1,-230.34123497,-230.3410971,-230.22349526,Type_1
0181_9,2,1,-230.34777296,-230.34521354,-230.21582421,Type_1
0182_4,2,1,-230.36980908,-230.36716918,-230.26052955,Type_3
0182_6,2,1,-230.35622077,-230.35495691,-230.22661977,Type_3
0182_7,2,1,-230.35260869,-230.3516957,-230.2503976,Type_2
0183_10,2,1,-230.34999675,-230.34571191,-230.2473993,Type_3
0183_4,2,1,-230.35499983,-230.35443913,-230.24652489,Type_2
0183_5,2,1,-230.34502268,-230.34166442,-230.2338171,Type_2
0183_7,2,1,-230.35415054,-230.34927841,-230.22382411,Type_2
0183_8,2,1,-230.3364983,-230.33041305,-230.2220599,Type_2
0183_9,2,1,-230.34594116,-230.34550637,-230.21411481,Type_2
0184_3,2,1,-230.33673565,-230.33383291,-230.23123558,Type_3
0184_5,2,1,-230.37298505,-230.35243314,-230.25892799,Type_3
0184_6,2,1,-230.36261276,-230.35940723,-230.26626431,Type_3
0184_7,2,1,-230.30646015,-230.30404064,-230.21322385,Type_3
0185_10,2,1,-230.37396399,-230.36261538,-230.24901727,Type_2
0185_11,2,1,-230.37729353,-230.36677162,-230.27116126,Type_2
0185_12,2,1,-230.36977275,-230.35875759,-230.251048,Type_2
0185_13,2,1,-230.36160898,-230.35429835,-230.25003635,Type_2
0185_14,2,1,-230.36441665,-230.35939749,-230.25268157,Type_2
0185_15,2,1,-230.35987843,-230.35696824,-230.25088604,Type_2
0185_16,2,1,-230.34489815,-230.34231132,-230.25405205,Type_3
0185_5,2,1,-230.3650849,-230.3617927,-230.25393089,Type_3
0185_6,2,1,-230.34194968,-230.33748362,-230.21651009,Type_3
0185_8,2,1,-230.36373006,-230.35801986,-230.26595758,Type_3
0185_9,2,1,-230.37280702,-230.36959537,-230.25950606,Type_3
0186_11,2,1,-230.32306569,-230.31550693,-230.22722321,Type_3
0186_12,2,1,-230.33733364,-230.33715564,-230.25838325,Type_1
0186_13,2,1,-230.33721018,-230.33502647,-230.20827909,Type_3
0186_14,2,1,-230.33922551,-230.33854994,-230.20851122,Type_1
0186_15,2,1,-230.32259942,-230.31648947,-230.20622241,Type_2
0186_5,2,1,-230.36057349,-230.35949755,-230.27937279,Type_3
0186_6,2,1,-230.36459035,-230.35380981,-230.2615331,Type_3
0186_8,2,1,-230.35120673,-230.32769261,-230.23174711,Type_3
0187_10,2,1,-230.3131756,-230.31238978,-230.2008896,Type_3
0187_11,2,1,-230.36305055,-230.34799487,-230.25014947,Type_2
0187_12,2,1,-230.30670591,-230.29880949,-230.18170345,Type_1
0187_3,2,1,-230.3576071,-230.33331276,-230.24258983,Type_3
0187_5,2,1,-230.33896531,-230.32952024,-230.21750595,Type_3
0187_7,2,1,-230.34428185,-230.33894369,-230.21716917,Type_3
0187_8,2,1,-230.32677228,-230.32046554,-230.23046738,Type_3
0187_9,2,1,-230.30420128,-230.29991886,-230.17942274,Type_1
0188_11,2,1,-230.38052974,-230.3656582,-230.2654362,Type_3
0188_12,2,1,-230.36149757,-230.36006243,-230.26102092,Type_3
0188_13,2,1,-230.33443284,-230.3328431,-230.22412237,Type_2
0188_14,2,1,-230.36622443,-230.35682632,-230.26678095,Type_3
0188_15,2,1,-230.34727257,-230.34279935,-230.22223961,Type_1
0188_7,2,1,-230.35111579,-230.34797326,-230.26404735,0200_15
0188_8,2,1,-230.34297866,-230.34235502,-230.2403215,Type_2
0189_10,2,1,-230.32689201,-230.31929642,-230.22303538,Type_2
0189_11,2,1,-230.33407021,-230.33234423,-230.23690259,Type_2
0189_12,2,1,-230.32468641,-230.32032917,-230.2051652,Type_1
0189_13,2,1,-230.34768153,-230.34631725,-230.22469412,Type_1
0189_4,2,1,-230.34291568,-230.33192001,-230.24654608,Type_2
0189_6,2,1,-230.34117613,-230.33579854,-230.21733118,Type_2
0189_8,2,1,-230.35084109,-230.34661246,-230.21863858,Type_2
0189_9,2,1,-230.33308523,-230.3307831,-230.22656253,Type_2
0190_10,2,1,-230.36111823,-230.35589745,-230.21967896,Type_1
0190_4,2,1,-230.35603074,-230.35360824,-230.23750396,Type_2
0190_5,2,1,-230.35929176,-230.34943369,-230.22578473,Type_2
0190_6,2,1,-230.35834035,-230.3529714,-230.2317043,Type_2
0190_7,2,1,-230.35258451,-230.34841484,-230.2378534,Type_2
0190_9,2,1,-230.35728145,-230.35252126,-230.22755255,Type_2
0191_10,2,1,-230.34986944,-230.34849609,-230.2486656,Type_1
0191_11,2,1,-230.34788891,-230.34295455,-230.21267765,Type_1
0191_12,2,1,-230.36174429,-230.35851469,-230.24687609,Type_1
0191_4,2,1,-230.39007961,-230.36437784,-230.26404432,Type_3
0191_5,2,1,-230.3529849,-230.35004474,-230.24494504,Type_3
0191_8,2,1,-230.36907889,-230.35423516,-230.25950446,Type_3
0191_9,2,1,-230.34054927,-230.33697642,-230.23586452,Type_3
0192_10,2,1,-230.37620187,-230.36444056,-230.24623308,Type_1
0192_6,2,1,-230.3665653,-230.36567806,-230.2530974,Type_2
0192_7,2,1,-230.37449917,-230.37275793,-230.22481057,Type_1
0192_8,2,1,-230.36516652,-230.35969239,-230.22171766,Type_1
0192_9,2,1,-230.36063087,-230.3560521,-230.23677445,Type_1
0193_10,2,1,-230.37407719,-230.35835988,-230.25624058,Type_1
0193_12,2,1,-230.31984317,-230.31656082,-230.16886618,Type_1
0193_15,2,1,-230.33998023,-230.33712761,-230.22268469,Type_3
0193_16,2,1,-230.34051066,-230.33680829,-230.26287071,Type_2
0193_17,2,1,-230.33238462,-230.32365627,-230.23913942,Type_2
0193_18,2,1,-230.29997447,-230.29957014,-230.20632116,Type_2
0193_19,2,1,-230.35136695,-230.33330543,-230.24248812,Type_3
0193_20,2,1,-230.31314959,-230.30552197,-230.2128358,Type_2
0193_21,2,1,-230.32130606,-230.31817115,-230.18718389,Type_2
0193_22,2,1,-230.31924041,-230.31276687,-230.2218779,Type_2
0193_23,2,1,-230.31314688,-230.31281309,-230.23589695,Type_1
0193_24,2,1,-230.32517264,-230.32467698,-230.22888727,Type_1
0193_25,2,1,-230.3345606,-230.33451556,-230.21356504,Type_1
0193_3,2,1,-230.3547318,-230.34980216,-230.26002383,Type_3
0193_4,2,1,-230.35514649,-230.34460554,-230.27445573,Type_3
0193_6,2,1,-230.31174464,-230.30604641,-230.22766905,Type_1
0193_7,2,1,-230.36072494,-230.34745058,-230.23194932,Type_3
0194_10,2,1,-230.3358392,-230.33355337,-230.21252848,Type_2
0194_11,2,1,-230.34877886,-230.34663205,-230.22999413,Type_2
0194_12,2,1,-230.363547,-230.35417765,-230.25519606,Type_3
0194_13,2,1,-230.37302506,-230.3681331,-230.26524303,Type_3
0194_14,2,1,-230.36232271,-230.36169991,-230.25346723,Type_3
0194_15,1,2,-230.35967752,-230.34814405,-230.26740282,Type_3
0194_16,2,1,-230.36337102,-230.35994279,-230.25860289,Type_3
0194_4,2,1,-230.3985748,-230.37795246,-230.2740622,Type_3
0194_6,2,1,-230.38473101,-230.36973241,-230.29470787,Type_3
0194_7,2,1,-230.36231136,-230.35788136,-230.26814847,Type_3
0194_8,2,1,-230.38233249,-230.3670403,-230.27429189,Type_3
0194_9,2,1,-230.36375093,-230.35244135,-230.25474087,Type_3
0196_3,2,1,-230.34702126,-230.34433841,-230.22588506,Type_2
0196_4,2,1,-230.3421031,-230.34115815,-230.2147059,Type_2
0196_7,2,1,-230.32210186,-230.32105423,-230.2310404,Type_3
0196_8,2,1,-230.32709375,-230.32655038,-230.18464808,Type_1
0198_10,2,1,-230.27338893,-230.26643795,-230.1877297,Type_3
0198_11,2,1,-230.31541314,-230.31422825,-230.20706365,Type_2
0198_12,2,1,-230.33617352,-230.32511083,-230.20395689,Type_2
0198_13,2,1,-230.34133116,-230.34080354,-230.22126957,Type_2
0198_14,2,1,-230.30433533,-230.28909172,-230.15892999,Type_1
0198_15,2,1,-230.3414673,-230.3233237,-230.21931329,Type_1
0198_16,2,1,-230.28554676,-230.28505948,-230.1782814,Type_2
0198_3,2,1,-230.33526832,-230.3287822,-230.2456558,Type_3
0198_4,2,1,-230.32546792,-230.30778192,-230.20221228,Type_3
0198_8,2,1,-230.31465711,-230.30342403,-230.23684805,Type_3
0198_9,2,1,-230.27508944,-230.27106777,-230.16604019,Type_3
0199_10,2,1,-230.35553411,-230.35147635,-230.2181839,Type_1
0199_11,2,1,-230.33011431,-230.32740625,-230.22094617,Type_2
0199_12,2,1,-230.36898362,-230.36135716,-230.24375277,Type_2
0199_13,2,1,-230.30860035,-230.30778423,-230.23247274,Type_2
0199_14,2,1,-230.30276974,-230.30095419,-230.21846729,Type_1
0199_15,2,1,-230.35579706,-230.35258003,-230.25640791,Type_2
0199_6,2,1,-230.36165489,-230.34719662,-230.23547787,Type_2
0199_7,2,1,-230.34660876,-230.3433896,-230.22167552,Type_3
0199_8,2,1,-230.33936946,-230.32972079,-230.22802026,Type_3
0200_10,2,1,-230.33444618,-230.33335306,-230.25176654,Type_3
0200_11,2,1,-230.36068178,-230.35736788,-230.25235842,Type_2
0200_12,2,1,-230.32827482,-230.3234375,-230.23460949,Type_2
0200_13,2,1,-230.34735542,-230.33903481,-230.23133936,Type_2
0200_14,2,1,-230.36079608,-230.35430134,-230.24555813,Type_2
0200_16,2,1,-230.33407614,-230.32968375,-230.24435908,Type_3
0200_3,2,1,-230.3304669,-230.32410918,-230.22865877,Type_2
0200_7,2,1,-230.31095879,-230.30966814,-230.17855301,Type_2
0200_8,2,1,-230.34825386,-230.33846113,-230.24829878,Type_1
0200_9,2,1,-230.3240941,-230.32224908,-230.23567918,Type_3
0201_10,2,1,-230.33828064,-230.33100282,-230.23951168,Type_1
0201_11,2,1,-230.33037597,-230.32329359,-230.23359542,Type_2
0201_12,2,1,-230.36678896,-230.35673287,-230.26929197,Type_2
0201_13,2,1,-230.33784052,-230.33399033,-230.21009514,Type_1
0201_14,2,1,-230.3569465,-230.3511514,-230.22724888,Type_1
0201_15,2,1,-230.33771598,-230.33588481,-230.22965858,Type_2
