IC_Spawn,singlet_1,singlet_2
0808_2,-77.76436221,-77.76191619
0809_2,-77.77634404,-77.77332725
0810_2,-77.7312237,-77.71789814
0810_3,-77.77556329,-77.77334761
0810_4,-77.8376363,-77.83638016
0811_2,-77.72234293,-77.71942975
0811_3,-77.70940159,-77.70884083
0812_2,-77.7538674,-77.74983454
0812_3,-77.78550586,-77.78482057
0813_2,-77.73630758,-77.73358815
0814_2,-77.779237,-77.7779369
0814_3,-77.79688778,-77.79672035
0814_4,-77.74549181,-77.74089776
0814_5,-77.75181746,-77.74412504
0814_6,-77.74543553,-77.74459748
0815_2,-77.79026023,-77.78876876
0815_3,-77.7313967,-77.73037494
0815_4,-77.68896332,-77.67802245
0815_5,-77.74292571,-77.73736694
0815_6,-77.76609752,-77.76461318
0816_2,-77.73694322,-77.73167805
0816_3,-77.76800909,-77.76378782
0816_4,-77.80417113,-77.80356271
0817_2,-77.76728351,-77.76368072
0817_3,-77.71134175,-77.7108727
0818_2,-77.6939171,-77.68647252
0818_3,-77.68653469,-77.6832861
0818_4,-77.67481697,-77.66618553
0818_5,-77.69178712,-77.68378853
0819_2,-77.80689693,-77.79766822
0819_3,-77.80208787,-77.80106538
0820_2,-77.6989359,-77.69208072
0820_3,-77.71310612,-77.70531315
0820_4,-77.69487034,-77.69391117
0820_5,-77.70112804,-77.69914834
0820_6,-77.67705034,-77.67141088
0820_7,-77.72706628,-77.72293725
0821_2,-77.76622541,-77.76167169
0821_3,-77.69426602,-77.68502952
0821_4,-77.72648927,-77.72077897
0821_5,-77.71344781,-77.71297143
0822_2,-77.73131766,-77.73123253
0822_3,-77.7276679,-77.72686697
0823_2,-77.74766422,-77.74422297
0823_3,-77.73158215,-77.72818529
0824_2,-77.80478094,-77.80443551
0824_3,-77.82373425,-77.82222856
0824_4,-77.75216327,-77.75173322
0825_2,-77.76383636,-77.76004722
0825_3,-77.83716345,-77.8362073
0826_2,-77.69886223,-77.69043818
0826_3,-77.70455684,-77.69921932
0826_4,-77.6751361,-77.67199934
0826_5,-77.67391429,-77.67244037
0827_2,-77.7155714,-77.71002832
0827_3,-77.72181926,-77.71336154
0827_4,-77.71162792,-77.69992984
0827_5,-77.71823557,-77.71106989
0827_6,-77.71271907,-77.70496741
0827_7,-77.69845195,-77.69707337
0828_2,-77.75364379,-77.75226042
0829_2,-77.75364784,-77.75145438
0829_3,-77.81569991,-77.81462287
0830_2,-77.70565752,-77.6976906
0830_3,-77.7022383,-77.69828423
0830_4,-77.69442843,-77.6895115
0831_2,-77.75089813,-77.74309711
0831_3,-77.76067723,-77.75624665
0831_4,-77.74287878,-77.74034842
0832_2,-77.70229528,-77.70005804
0833_2,-77.77375147,-77.76969714
0833_3,-77.77302531,-77.76974833
0834_2,-77.72187188,-77.71917072
0834_3,-77.77246597,-77.77172607
0835_2,-77.68661064,-77.67990936
0835_3,-77.74237839,-77.73353612
0835_4,-77.71131119,-77.70193248
0835_5,-77.73980002,-77.73356113
0836_2,-77.72224468,-77.71891947
0836_3,-77.71548688,-77.71539781
0837_2,-77.76036665,-77.75166444
0837_3,-77.77086032,-77.7644092
0837_4,-77.76173485,-77.75978854
0838_2,-77.74867928,-77.74414907
0838_3,-77.72312008,-77.72287251
0839_2,-77.72361601,-77.71576095
0839_3,-77.70935044,-77.69899428
0839_4,-77.811685,-77.8027124
0839_5,-77.71964481,-77.71913876
0839_6,-77.74581514,-77.74562228
0839_7,-77.79001143,-77.78984428
0839_8,-77.74470969,-77.74418437
0839_9,-77.72695689,-77.72426917
0840_2,-77.73514686,-77.73205559
0840_3,-77.75822971,-77.74974994
0840_4,-77.75263188,-77.74851831
0841_2,-77.74026137,-77.73346143
0841_3,-77.81354747,-77.80743902
0841_4,-77.73226655,-77.72676613
0842_2,-77.64410866,-77.63637853
0842_3,-77.70141319,-77.69215268
0842_4,-77.76706237,-77.76474368
0843_2,-77.72346125,-77.72207383
0844_2,-77.80617918,-77.80602742
0845_2,-77.76776184,-77.76726453
0845_3,-77.76901153,-77.76402209
0845_4,-77.74451048,-77.7376009
0845_5,-77.79222255,-77.79032207
0846_2,-77.70498925,-77.69596386
0846_3,-77.75719972,-77.75417216
0846_4,-77.70430953,-77.70123874
0847_2,-77.68664369,-77.68560856
0848_2,-77.76970644,-77.7675342
0849_2,-77.74017306,-77.73607217
0849_3,-77.76887048,-77.76774598
0849_4,-77.73200538,-77.7297723
0850_2,-77.77882909,-77.77763049
0850_3,-77.73664946,-77.73210549
0850_4,-77.82892858,-77.82831944
0851_2,-77.72548082,-77.72070143
0851_3,-77.72277252,-77.71256921
0851_4,-77.70968109,-77.70349697
0851_5,-77.70644732,-77.70073788
0852_2,-77.69594466,-77.69209575
0852_3,-77.72709,-77.7181516
0852_4,-77.71518129,-77.71327339
0853_2,-77.80741911,-77.80736147
0853_3,-77.76577377,-77.76306635
0853_4,-77.75076266,-77.75066155
0853_5,-77.8175141,-77.8172634
0853_6,-77.83296376,-77.83262778
0854_2,-77.70603227,-77.70398118
0854_3,-77.7020491,-77.69971989
0855_2,-77.75637993,-77.75225696
0855_3,-77.66861867,-77.66856762
0856_2,-77.71520172,-77.7124282
0857_2,-77.73841494,-77.73699209
0857_3,-77.71643052,-77.71319421
0857_4,-77.72854411,-77.72830364
0857_5,-77.79969767,-77.79933386
0858_2,-77.70895878,-77.69949184
0858_3,-77.7756578,-77.77507375
0858_4,-77.72662527,-77.71420758
0858_5,-77.75872165,-77.75189907
0859_2,-77.76466286,-77.76067674
0859_3,-77.72958589,-77.71880106
0859_4,-77.80831261,-77.80748141
0860_2,-77.69466193,-77.68621127
0860_3,-77.77163592,-77.76892407
0860_4,-77.74963503,-77.7487616
0860_5,-77.75910475,-77.75793718
0861_2,-77.72738905,-77.72242474
0861_3,-77.77997848,-77.77965822
0861_4,-77.74777332,-77.74693179
0861_5,-77.75078469,-77.74801992
0862_2,-77.79447449,-77.7828474
0862_3,-77.74547132,-77.74377857
0863_2,-77.7663084,-77.75780708
0863_3,-77.76201636,-77.76159433
0863_4,-77.71348363,-77.71219166
0863_5,-77.81849742,-77.81761598
0863_6,-77.79634538,-77.79511111
0864_2,-77.79293226,-77.79173806
0864_3,-77.71897678,-77.71418275
0865_2,-77.71988779,-77.71362373
0865_3,-77.78245472,-77.7748143
0865_4,-77.75087217,-77.74567958
0865_5,-77.73030305,-77.72389387
0866_2,-77.76075088,-77.74621757
0866_3,-77.78721948,-77.78447028
0867_2,-77.7864806,-77.78341406
0867_3,-77.74101008,-77.73349618
0868_2,-77.73772885,-77.72933355
0868_3,-77.7502021,-77.74270172
0868_4,-77.79218509,-77.79003629
0869_2,-77.78071539,-77.77743166
0869_3,-77.66871755,-77.66750404
0870_2,-77.78085988,-77.77842687
0871_2,-77.70672091,-77.70346433
0871_3,-77.70097618,-77.70027699
0872_2,-77.68367266,-77.67514921
0872_3,-77.69656025,-77.69392904
0873_2,-77.75714006,-77.74975317
0873_3,-77.79505004,-77.79393581
0873_4,-77.75314674,-77.75200786
0874_2,-77.72477944,-77.72443081
0874_3,-77.72383493,-77.72370846
0874_4,-77.82816051,-77.8264102
0874_5,-77.7372475,-77.73628617
0874_6,-77.74737114,-77.74727799
0874_7,-77.78444894,-77.78216766
0875_2,-77.75782484,-77.75701419
0875_3,-77.78934,-77.78818576
0875_4,-77.75950111,-77.75698193
0875_5,-77.79255517,-77.79247412
0875_6,-77.79355163,-77.7928689
0876_2,-77.69419316,-77.69046341
0876_3,-77.83982515,-77.83918559
0876_4,-77.83884093,-77.8373645
0877_2,-77.71815813,-77.71788854
0877_3,-77.75293577,-77.74671593
0877_4,-77.73926695,-77.73923885
0877_5,-77.75240011,-77.7515795
0878_2,-77.72156622,-77.71545991
0878_3,-77.72286108,-77.71641091
0878_4,-77.70785,-77.70634212
0879_2,-77.76662752,-77.76437523
0880_2,-77.79353811,-77.79319256
0880_3,-77.72106001,-77.71860466
0880_4,-77.72685233,-77.72368036
0880_5,-77.77527099,-77.77478797
0881_2,-77.73736835,-77.73416949
0881_3,-77.79484454,-77.78575008
0881_4,-77.80908852,-77.80470655
0882_2,-77.75667099,-77.753462
0882_3,-77.81242681,-77.80904237
0884_2,-77.69385826,-77.68969053
0884_3,-77.71776219,-77.71641649
0885_2,-77.74432312,-77.73750369
0885_3,-77.7482557,-77.74654741
0885_4,-77.72394259,-77.72115394
0886_2,-77.8087667,-77.80285572
0886_3,-77.78144163,-77.78024039
0887_2,-77.70717011,-77.69888794
0887_3,-77.73436708,-77.72516708
0888_2,-77.76795594,-77.7630858
0888_3,-77.82237561,-77.81841127
0889_2,-77.7977578,-77.795958
0890_2,-77.71860297,-77.70850844
0890_3,-77.68989429,-77.68725935
0891_2,-77.79997487,-77.79125014
0891_3,-77.75259951,-77.74683933
0891_4,-77.75538394,-77.75108691
0892_2,-77.74422618,-77.74250094
0893_2,-77.72883677,-77.72185847
0893_3,-77.77062098,-77.76976812
0893_4,-77.78277118,-77.78101933
0893_5,-77.85051668,-77.84939481
0894_2,-77.72876,-77.72837761
0894_3,-77.7449102,-77.74415916
0894_4,-77.74912379,-77.74568428
0895_2,-77.69312745,-77.68606407
0895_3,-77.70877369,-77.70167293
0895_4,-77.70161515,-77.69835487
0895_5,-77.68855656,-77.6878766
0896_2,-77.70604757,-77.70228588
0896_3,-77.78439404,-77.77959307
0897_2,-77.73242877,-77.72715088
0897_3,-77.73006122,-77.72372608
0898_2,-77.81960228,-77.81861636
0898_3,-77.8095886,-77.80898031
0899_2,-77.66296874,-77.65327819
0899_3,-77.69645479,-77.69618331
0900_2,-77.74825085,-77.74749051
0900_3,-77.74451392,-77.74267695
0900_4,-77.84932116,-77.84762699
0901_2,-77.82027935,-77.81843307
0902_2,-77.70311275,-77.69614443
0902_3,-77.71889078,-77.71840195
0902_4,-77.68884881,-77.68297206
0902_5,-77.6813479,-77.67967828
0903_2,-77.69629372,-77.68970993
0903_3,-77.63474208,-77.63313241
0904_2,-77.72164286,-77.71351983
0904_3,-77.71077287,-77.70833051
0905_2,-77.70566941,-77.69953741
0905_3,-77.69271594,-77.69168605
0906_2,-77.7769661,-77.76677166
0906_3,-77.75015459,-77.74872157
0906_4,-77.79064458,-77.79017345
0907_2,-77.78840299,-77.78538297
0908_2,-77.737287,-77.7347918
0908_3,-77.80491849,-77.8036527
0909_2,-77.77670235,-77.76897224
0909_3,-77.79754326,-77.79503407
0909_4,-77.73062954,-77.72603942
0910_2,-77.73137833,-77.72927146
0910_3,-77.7021741,-77.6955921
0911_2,-77.75781331,-77.75409175
0911_3,-77.75171429,-77.74912288
0913_2,-77.72897863,-77.7226783
0913_3,-77.73310562,-77.7307492
0914_2,-77.75857119,-77.75395615
0914_3,-77.77488035,-77.77483295
0914_4,-77.8248664,-77.82396554
0915_2,-77.76529931,-77.76083414
0915_3,-77.76872865,-77.76823296
0915_4,-77.76293966,-77.76185379
0916_2,-77.76689669,-77.76343912
0916_3,-77.72472815,-77.7244306
0917_2,-77.76700228,-77.75817029
0917_3,-77.74919788,-77.74660171
0918_2,-77.78261874,-77.78173886
0918_3,-77.77034948,-77.7701407
0919_2,-77.73764369,-77.73393014
0919_3,-77.72174782,-77.71557502
0920_2,-77.780965,-77.7767782
0920_3,-77.75051735,-77.74470679
0921_2,-77.70718803,-77.70523343
0922_2,-77.70877938,-77.70719618
0923_2,-77.6671166,-77.65963014
0923_3,-77.66372392,-77.65636375
0923_4,-77.67440718,-77.66997842
0923_5,-77.68050587,-77.67738266
0924_2,-77.71198425,-77.70509503
0924_3,-77.68675936,-77.68434695
0925_2,-77.7057898,-77.69953161
0925_3,-77.71327515,-77.70524476
0925_4,-77.72092883,-77.71757241
0926_2,-77.7685871,-77.7604329
0926_3,-77.77183547,-77.7680644
0927_2,-77.78181746,-77.78069909
0927_3,-77.75937971,-77.75688891
0927_4,-77.76841815,-77.76558831
0927_5,-77.76620478,-77.75659296
0927_6,-77.81951606,-77.81843048
0927_7,-77.80411148,-77.80164888
0927_8,-77.76111036,-77.75899827
0928_2,-77.7761021,-77.77586698
0928_3,-77.77934963,-77.77797818
0928_4,-77.74068575,-77.73974825
0928_5,-77.71828757,-77.71557212
0929_2,-77.77770341,-77.77271871
0929_3,-77.7491227,-77.74790055
0930_2,-77.71810044,-77.71137317
0930_3,-77.71374593,-77.70695589
0930_4,-77.74787773,-77.74123866
0931_2,-77.69356385,-77.68675124
0931_3,-77.66922131,-77.66237332
0931_4,-77.65126311,-77.64548713
0932_2,-77.64236925,-77.63842569
0932_3,-77.64461556,-77.64356359
0933_2,-77.81180694,-77.81139834
0933_3,-77.8279474,-77.82599121
0933_4,-77.82204083,-77.82176557
0933_5,-77.7242552,-77.72131513
0933_6,-77.71330284,-77.7086846
0934_2,-77.68060092,-77.68029107
0934_3,-77.68365531,-77.6832598
0934_4,-77.66783642,-77.66758732
0934_5,-77.67763473,-77.6774583
0934_6,-77.66381266,-77.66375648
0935_2,-77.78556202,-77.78393503
0936_2,-77.73304744,-77.73231323
0936_3,-77.73441023,-77.73417179
0937_2,-77.70742076,-77.70638573
0938_2,-77.72317938,-77.71353813
0938_3,-77.67950762,-77.67415017
0938_4,-77.69710894,-77.68876925
0938_5,-77.71273904,-77.70516729
0938_6,-77.67005061,-77.66773896
0939_2,-77.77254934,-77.77199416
0939_3,-77.72057369,-77.72011887
0939_4,-77.74369676,-77.73341968
0939_5,-77.75029836,-77.74805939
0940_2,-77.75603217,-77.75207593
0940_3,-77.77595814,-77.7736469
0940_4,-77.74968746,-77.7492119
0940_5,-77.81696419,-77.8167714
0940_6,-77.7407197,-77.74006988
0941_2,-77.66276162,-77.6595818
0941_3,-77.7007629,-77.69472285
0941_4,-77.7521019,-77.75147969
0942_2,-77.70182719,-77.69957088
0942_3,-77.74989615,-77.74701789
0943_2,-77.73705199,-77.7346952
0943_3,-77.79748151,-77.79681495
0943_4,-77.7739839,-77.77325436
0944_2,-77.72327081,-77.71641936
0944_3,-77.77971951,-77.77593549
0944_4,-77.77500658,-77.77437126
0944_5,-77.81379675,-77.81297026
0945_2,-77.76663861,-77.76523677
0945_3,-77.76504071,-77.7640882
0945_4,-77.82426888,-77.82301777
0945_5,-77.83190747,-77.83172875
0946_2,-77.70236617,-77.69578065
0946_3,-77.74766635,-77.74399932
0946_4,-77.77693585,-77.77636695
0947_2,-77.72012591,-77.71195079
0947_3,-77.74262857,-77.74068651
0949_2,-77.70091408,-77.69945547
0950_2,-77.77942335,-77.77114056
0950_3,-77.69067751,-77.69039316
0950_4,-77.70862454,-77.70844373
0950_5,-77.69847479,-77.69847447
0950_6,-77.68053292,-77.68053215
0950_7,-77.70259238,-77.7025829
0951_2,-77.6984932,-77.69283434
0951_3,-77.79603544,-77.79437227
0951_4,-77.78301833,-77.78172171
0951_5,-77.77597328,-77.77356205
0951_6,-77.68696981,-77.68675833
0951_7,-77.72075998,-77.72047566
0951_8,-77.75220241,-77.74951346
0952_2,-77.77606341,-77.77433141
0952_3,-77.77732219,-77.77318459
0952_4,-77.81114041,-77.81056473
0952_5,-77.80078675,-77.79843266
0953_2,-77.69602214,-77.69276901
0953_3,-77.6905546,-77.68972986
0954_2,-77.77963331,-77.779145
0954_3,-77.78096954,-77.78004485
0954_4,-77.8009425,-77.80048354
0955_2,-77.7588387,-77.75752159
0955_3,-77.80695723,-77.80637216
0956_10,-77.70243229,-77.70228212
0956_11,-77.80351863,-77.80325294
0956_12,-77.80200366,-77.80134345
0956_13,-77.7720333,-77.7717528
0956_2,-77.78506811,-77.78359613
0956_3,-77.7139203,-77.71367842
0956_4,-77.7564461,-77.75431205
0956_5,-77.77567149,-77.77524822
0956_6,-77.74908679,-77.74817992
0956_7,-77.7718188,-77.77174785
0956_8,-77.81030754,-77.8097726
0956_9,-77.74850782,-77.74754662
0957_2,-77.68982248,-77.68870995
0958_2,-77.687621,-77.68569886
0959_2,-77.74278769,-77.73555436
0959_3,-77.75502498,-77.75469002
0960_2,-77.73669739,-77.7354879
0961_2,-77.75767294,-77.75737242
0961_3,-77.76598214,-77.76523565
0962_2,-77.70662293,-77.70487176
0963_2,-77.71389985,-77.71265097
0964_2,-77.80802596,-77.80732475
0964_3,-77.81798526,-77.81698185
0965_2,-77.75949959,-77.75749463
0966_2,-77.69697342,-77.68638342
0966_3,-77.69482288,-77.68589414
0966_4,-77.71552985,-77.71407231
0967_2,-77.69824844,-77.69602438
0968_2,-77.74571505,-77.74470126
0968_3,-77.72719366,-77.72671163
0969_2,-77.70204466,-77.6946084
0969_3,-77.69469056,-77.69149133
0969_4,-77.76746893,-77.76371982
0970_2,-77.7798795,-77.77626887
0970_3,-77.70531296,-77.70338326
0971_2,-77.76581983,-77.76008702
0971_3,-77.77259755,-77.76909181
0971_4,-77.76949904,-77.76498954
0972_2,-77.75765668,-77.75432095
0972_3,-77.70824533,-77.70745203
0973_2,-77.711957,-77.70493513
0973_3,-77.69455369,-77.69140662
0974_2,-77.82068787,-77.82028145
0975_2,-77.74302558,-77.73814329
0975_3,-77.7437199,-77.73864247
0975_4,-77.68986156,-77.68781286
0976_2,-77.7080985,-77.69805788
0976_3,-77.8062772,-77.80367743
0977_2,-77.72359888,-77.71425451
0977_3,-77.68116005,-77.67574823
0977_4,-77.68211745,-77.68190034
0977_5,-77.80974039,-77.80914663
0977_6,-77.74790024,-77.74751608
0978_2,-77.77821274,-77.77748065
0978_3,-77.78476183,-77.78364373
0979_2,-77.71558481,-77.71274112
0980_2,-77.74155945,-77.73310249
0980_3,-77.81346706,-77.81288517
0981_2,-77.777765,-77.77278496
0981_3,-77.76940736,-77.76602561
0982_2,-77.69247782,-77.68659355
0982_3,-77.78060261,-77.77998444
0982_4,-77.72419798,-77.72192815
0983_2,-77.79363873,-77.78755669
0983_3,-77.80194698,-77.79305074
0983_4,-77.78749746,-77.78207453
0984_2,-77.71801266,-77.71047852
0984_3,-77.74167007,-77.74067187
0984_4,-77.76130335,-77.76110157
0984_5,-77.75926149,-77.75911277
0984_6,-77.71512488,-77.71507099
0984_7,-77.70555259,-77.70526435
0984_8,-77.73366876,-77.71770762
0984_9,-77.71286436,-77.70558886
0985_2,-77.68981958,-77.68219356
0985_3,-77.80708726,-77.80524639
0985_4,-77.69413039,-77.66588897
0986_2,-77.70859874,-77.70040254
0986_3,-77.69259996,-77.68696126
0986_4,-77.77017616,-77.76851648
0987_2,-77.78327916,-77.78296945
0987_3,-77.75651583,-77.75161906
0988_2,-77.75270295,-77.75261259
0988_3,-77.73089655,-77.72800786
0988_4,-77.71941653,-77.71933237
0989_2,-77.7472836,-77.74676344
0989_3,-77.75988211,-77.75442815
0990_2,-77.73683674,-77.73112326
0990_3,-77.74613188,-77.74167282
0991_2,-77.71355837,-77.70718774
0991_3,-77.71629445,-77.70873488
0991_4,-77.78355445,-77.7802834
0992_2,-77.67672426,-77.67078486
0992_3,-77.68705639,-77.68390034
0992_4,-77.69647214,-77.67190692
0993_2,-77.70897417,-77.70268376
0993_3,-77.71434601,-77.70459871
0993_4,-77.79603392,-77.79530476
0994_2,-77.70090458,-77.69875177
0995_2,-77.75691962,-77.75582115
0995_3,-77.80845298,-77.80828081
0995_4,-77.69544742,-77.6930383
0996_2,-77.73937357,-77.73785715
0997_2,-77.70464374,-77.7039414
0997_3,-77.72973625,-77.72757894
0998_2,-77.80142472,-77.80120677
0999_2,-77.74161371,-77.73959328
0999_3,-77.7539574,-77.74789008
0999_4,-77.77851129,-77.77172471
